repo_name,language,clone_url,github_id
javastacks/spring-boot-best-practice,java,https://github.com/javastacks/spring-boot-best-practice.git,3265579
youlookwhat/byrecyclerview,java,https://github.com/youlookwhat/byrecyclerview.git,3265588
anji-plus/captcha,java,https://github.com/anji-plus/captcha.git,3265591
mkulesh/micromathematics,java,https://github.com/mkulesh/micromathematics.git,3265595
kongzue/baseframework,java,https://github.com/kongzue/baseframework.git,3265597
chromiumembedded/java-cef,java,https://github.com/chromiumembedded/java-cef.git,3265621
maruohon/litematica,java,https://github.com/maruohon/litematica.git,3265640
mircokroon/minecraft-world-downloader,java,https://github.com/mircokroon/minecraft-world-downloader.git,3265656
ssssssss-team/magic-api,java,https://github.com/ssssssss-team/magic-api.git,3265685
yermak/audiobookconverter,java,https://github.com/yermak/audiobookconverter.git,3265700
maruohon/tweakeroo,java,https://github.com/maruohon/tweakeroo.git,3265708
bancolombia/scaffold-clean-architecture,java,https://github.com/bancolombia/scaffold-clean-architecture.git,3266105
gaia-app/gaia,java,https://github.com/gaia-app/gaia.git,3266150
h-mdm/hmdm-server,java,https://github.com/h-mdm/hmdm-server.git,3266219
mirfatif/permissionmanagerx,java,https://github.com/mirfatif/permissionmanagerx.git,3266876
kdn251/interviews,java,https://github.com/kdn251/interviews.git,3266949
linlinjava/litemall,java,https://github.com/linlinjava/litemall.git,3266952
elunez/eladmin,java,https://github.com/elunez/eladmin.git,3266953
gyf-dev/immersionbar,java,https://github.com/gyf-dev/immersionbar.git,3266954
yunaiv/springboot-labs,java,https://github.com/yunaiv/springboot-labs.git,3266955
codingapi/tx-lcn,java,https://github.com/codingapi/tx-lcn.git,3266957
polidea/rxandroidble,java,https://github.com/polidea/rxandroidble.git,3266959
alibaba/alink,java,https://github.com/alibaba/alink.git,3266961
jsonchao/awesome-wanandroid,java,https://github.com/jsonchao/awesome-wanandroid.git,3266962
zlt2000/microservices-platform,java,https://github.com/zlt2000/microservices-platform.git,3266963
obsidiandynamics/kafdrop,java,https://github.com/obsidiandynamics/kafdrop.git,3266966
javahongxi/whatsmars,java,https://github.com/javahongxi/whatsmars.git,3266969
codedrinker/community,java,https://github.com/codedrinker/community.git,3266971
iot-technology/iot-technical-guide,java,https://github.com/iot-technology/iot-technical-guide.git,3266972
yangchong211/ycwebview,java,https://github.com/yangchong211/ycwebview.git,3266973
apache/dubbo-samples,java,https://github.com/apache/dubbo-samples.git,3266974
baomidou/mybatis-plus-samples,java,https://github.com/baomidou/mybatis-plus-samples.git,3266977
hbb20/countrycodepickerproject,java,https://github.com/hbb20/countrycodepickerproject.git,3266981
zhkl0228/unidbg,java,https://github.com/zhkl0228/unidbg.git,3266982
zhuinden/simple-stack,java,https://github.com/zhuinden/simple-stack.git,3266983
elderdrivers/edxposedmanager,java,https://github.com/elderdrivers/edxposedmanager.git,3266984
zq2599/blog_demos,java,https://github.com/zq2599/blog_demos.git,3266986
controlsfx/controlsfx,java,https://github.com/controlsfx/controlsfx.git,3266989
chillingvan/android-opengl-canvas,java,https://github.com/chillingvan/android-opengl-canvas.git,3266990
repeats/repeat,java,https://github.com/repeats/repeat.git,3266994
seandragon/protools,java,https://github.com/seandragon/protools.git,3267000
listenzz/androidnavigation,java,https://github.com/listenzz/androidnavigation.git,3267001
linkedin/tony,java,https://github.com/linkedin/tony.git,3267002
liuyueyi/quick-media,java,https://github.com/liuyueyi/quick-media.git,3267004
vakinge/jeesuite-libs,java,https://github.com/vakinge/jeesuite-libs.git,3267007
kingston-csj/jforgame,java,https://github.com/kingston-csj/jforgame.git,3267009
fengzhizi715/netdiscovery,java,https://github.com/fengzhizi715/netdiscovery.git,3267010
swati4star/images-to-pdf,java,https://github.com/swati4star/images-to-pdf.git,3267013
android/connectivity-samples,java,https://github.com/android/connectivity-samples.git,3267015
makejavas/easycode,java,https://github.com/makejavas/easycode.git,3267017
dwmkerr/app-icon,java,https://github.com/dwmkerr/app-icon.git,3267018
worksapplications/sudachi,java,https://github.com/worksapplications/sudachi.git,3267020
hellokoding/hellokoding-courses,java,https://github.com/hellokoding/hellokoding-courses.git,3267022
kingston-csj/im,java,https://github.com/kingston-csj/im.git,3267029
rkkr/simple-keyboard,java,https://github.com/rkkr/simple-keyboard.git,3267032
xylo/intellij-postfix-templates,java,https://github.com/xylo/intellij-postfix-templates.git,3267033
kingston-csj/mmorpg,java,https://github.com/kingston-csj/mmorpg.git,3267037
farmerbb/taskbar,java,https://github.com/farmerbb/taskbar.git,3267041
ingozenz/personaldnsfilter,java,https://github.com/ingozenz/personaldnsfilter.git,3267062
tartaricacid/touhoulittlemaid,java,https://github.com/tartaricacid/touhoulittlemaid.git,3267064
wesjd/anvilgui,java,https://github.com/wesjd/anvilgui.git,3267071
biglysoftware/biglybt-android,java,https://github.com/biglysoftware/biglybt-android.git,3267075
weliem/blessed-android,java,https://github.com/weliem/blessed-android.git,3267087
6tail/lunar-java,java,https://github.com/6tail/lunar-java.git,3267105
randgalt/record-builder,java,https://github.com/randgalt/record-builder.git,3267497
alibaba/easyexcel,java,https://github.com/alibaba/easyexcel.git,3267592
carguo/gsyvideoplayer,java,https://github.com/carguo/gsyvideoplayer.git,3267593
android-hacker/virtualxposed,java,https://github.com/android-hacker/virtualxposed.git,3267594
airbnb/epoxy,java,https://github.com/airbnb/epoxy.git,3267598
weibocom/motan,java,https://github.com/weibocom/motan.git,3267599
wildfirechat/server,java,https://github.com/wildfirechat/server.git,3267600
alibaba/jvm-sandbox,java,https://github.com/alibaba/jvm-sandbox.git,3267603
google/rejoiner,java,https://github.com/google/rejoiner.git,3267604
blankj/androidutilcode,java,https://github.com/blankj/androidutilcode.git,3267605
qihoo360/replugin,java,https://github.com/qihoo360/replugin.git,3267608
youlookwhat/cloudreader,java,https://github.com/youlookwhat/cloudreader.git,3267609
yunaiv/onemall,java,https://github.com/yunaiv/onemall.git,3267610
natario1/cameraview,java,https://github.com/natario1/cameraview.git,3267611
exrick/xboot,java,https://github.com/exrick/xboot.git,3267612
javanoober/backgroundlibrary,java,https://github.com/javanoober/backgroundlibrary.git,3267614
allure-framework/allure2,java,https://github.com/allure-framework/allure2.git,3267615
xiaojinzi123/component,java,https://github.com/xiaojinzi123/component.git,3267616
corretto/corretto-8,java,https://github.com/corretto/corretto-8.git,3267619
airbnb/lottie-android,java,https://github.com/airbnb/lottie-android.git,3267623
macrozheng/mall-learning,java,https://github.com/macrozheng/mall-learning.git,3267625
gedoor/mybookshelf,java,https://github.com/gedoor/mybookshelf.git,3267626
li-xiaojun/xpopup,java,https://github.com/li-xiaojun/xpopup.git,3267627
react-native-svg/react-native-svg,java,https://github.com/react-native-svg/react-native-svg.git,3267628
sofastack/sofa-boot,java,https://github.com/sofastack/sofa-boot.git,3267629
horaapps/leafpic,java,https://github.com/horaapps/leafpic.git,3267631
andotp/andotp,java,https://github.com/andotp/andotp.git,3267632
cabaletta/baritone,java,https://github.com/cabaletta/baritone.git,3267633
kfcfans/powerjob,java,https://github.com/kfcfans/powerjob.git,3267634
jenkinsci/configuration-as-code-plugin,java,https://github.com/jenkinsci/configuration-as-code-plugin.git,3267636
airsonic/airsonic,java,https://github.com/airsonic/airsonic.git,3267641
bytedance/scene,java,https://github.com/bytedance/scene.git,3267642
interestinglab/waterdrop,java,https://github.com/interestinglab/waterdrop.git,3267643
xuexiangjys/xupdate,java,https://github.com/xuexiangjys/xupdate.git,3267645
fangww/document,java,https://github.com/fangww/document.git,3267646
cuba-platform/cuba,java,https://github.com/cuba-platform/cuba.git,3267648
openlauncherteam/openlauncher,java,https://github.com/openlauncherteam/openlauncher.git,3267649
wyh-spring-ecosystem-student/spring-boot-student,java,https://github.com/wyh-spring-ecosystem-student/spring-boot-student.git,3267650
eclipse/milo,java,https://github.com/eclipse/milo.git,3267663
jformdesigner/flatlaf,java,https://github.com/jformdesigner/flatlaf.git,3267664
anghelleonard/hibernate-springboot,java,https://github.com/anghelleonard/hibernate-springboot.git,3267665
nacos-group/nacos-spring-boot-project,java,https://github.com/nacos-group/nacos-spring-boot-project.git,3267667
sedmelluq/lavaplayer,java,https://github.com/sedmelluq/lavaplayer.git,3267668
qupath/qupath,java,https://github.com/qupath/qupath.git,3267669
authorjapps/zerocode,java,https://github.com/authorjapps/zerocode.git,3267670
playtika/testcontainers-spring-boot,java,https://github.com/playtika/testcontainers-spring-boot.git,3267672
eclipse/steady,java,https://github.com/eclipse/steady.git,3267673
java110/microcommunity,java,https://github.com/java110/microcommunity.git,3267677
dar9586/nclientv2,java,https://github.com/dar9586/nclientv2.git,3267679
smart-doc-group/smart-doc,java,https://github.com/smart-doc-group/smart-doc.git,3267683
smltq/spring-boot-demo,java,https://github.com/smltq/spring-boot-demo.git,3267689
git-moss/drivenbymoss,java,https://github.com/git-moss/drivenbymoss.git,3267692
yourkevin/niterforum,java,https://github.com/yourkevin/niterforum.git,3267693
icij/datashare,java,https://github.com/icij/datashare.git,3267695
gzu-liyujiang/android_cn_oaid,java,https://github.com/gzu-liyujiang/android_cn_oaid.git,3267704
fvarrui/javapackager,java,https://github.com/fvarrui/javapackager.git,3267708
innoxia/liliths-throne-public,java,https://github.com/innoxia/liliths-throne-public.git,3267710
fabricmc/fabric-loader,java,https://github.com/fabricmc/fabric-loader.git,3267716
huaweicloud/spring-cloud-huawei,java,https://github.com/huaweicloud/spring-cloud-huawei.git,3267718
tronprotocol/wallet-cli,java,https://github.com/tronprotocol/wallet-cli.git,3267728
canyie/pine,java,https://github.com/canyie/pine.git,3267778
cnescatlab/sonar-cnes-report,java,https://github.com/cnescatlab/sonar-cnes-report.git,3267797
canyie/dreamland,java,https://github.com/canyie/dreamland.git,3268195
viaversion/viabackwards,java,https://github.com/viaversion/viabackwards.git,3268196
jorelali/commandapi,java,https://github.com/jorelali/commandapi.git,3268213
linkedin/coral,java,https://github.com/linkedin/coral.git,3268216
bernie-g/geckolib,java,https://github.com/bernie-g/geckolib.git,3268226
spair/imgui-java,java,https://github.com/spair/imgui-java.git,3268270
hbmmods/hbm-s-nuclear-tech-git,java,https://github.com/hbmmods/hbm-s-nuclear-tech-git.git,3268304
670848654/sakuraanime,java,https://github.com/670848654/sakuraanime.git,3268365
alovoa/alovoa,java,https://github.com/alovoa/alovoa.git,3268416
angel-ml/angel,java,https://github.com/angel-ml/angel.git,3268943
bluelinelabs/conductor,java,https://github.com/bluelinelabs/conductor.git,3268945
willowtreeapps/spruce-android,java,https://github.com/willowtreeapps/spruce-android.git,3268946
weiye-jing/datax-web,java,https://github.com/weiye-jing/datax-web.git,3268948
aicareles/android-ble,java,https://github.com/aicareles/android-ble.git,3268949
oracle/visualvm,java,https://github.com/oracle/visualvm.git,3268950
smartloli/kafka-eagle,java,https://github.com/smartloli/kafka-eagle.git,3268951
willowtreeapps/hyperion-android,java,https://github.com/willowtreeapps/hyperion-android.git,3268952
julian-klode/dns66,java,https://github.com/julian-klode/dns66.git,3268953
fossasia/neurolab-android,java,https://github.com/fossasia/neurolab-android.git,3268954
spring-projects-experimental/spring-fu,java,https://github.com/spring-projects-experimental/spring-fu.git,3268955
seata/seata-samples,java,https://github.com/seata/seata-samples.git,3268956
o19s/elasticsearch-learning-to-rank,java,https://github.com/o19s/elasticsearch-learning-to-rank.git,3268957
stephanenicolas/toothpick,java,https://github.com/stephanenicolas/toothpick.git,3268958
itfsw/mybatis-generator-plugin,java,https://github.com/itfsw/mybatis-generator-plugin.git,3268960
mojang/datafixerupper,java,https://github.com/mojang/datafixerupper.git,3268961
mylhyl/android-circledialog,java,https://github.com/mylhyl/android-circledialog.git,3268962
apache/guacamole-client,java,https://github.com/apache/guacamole-client.git,3268964
warmuuh/milkman,java,https://github.com/warmuuh/milkman.git,3268967
nining377/dolby_beta,java,https://github.com/nining377/dolby_beta.git,3268972
neo4j-labs/neosemantics,java,https://github.com/neo4j-labs/neosemantics.git,3268974
jellysquid3/lithium-fabric,java,https://github.com/jellysquid3/lithium-fabric.git,3268975
maks/mgit,java,https://github.com/maks/mgit.git,3268977
mirkosertic/bytecoder,java,https://github.com/mirkosertic/bytecoder.git,3268982
hierynomus/smbj,java,https://github.com/hierynomus/smbj.git,3268983
samuel-oliveira/java_nfe,java,https://github.com/samuel-oliveira/java_nfe.git,3268984
openkm/document-management-system,java,https://github.com/openkm/document-management-system.git,3268985
banq/jivejdon,java,https://github.com/banq/jivejdon.git,3268989
oxfordhcc/tracker-control-android,java,https://github.com/oxfordhcc/tracker-control-android.git,3268991
mguessan/davmail,java,https://github.com/mguessan/davmail.git,3268996
structurizr/dsl,java,https://github.com/structurizr/dsl.git,3269024
stefvanschie/if,java,https://github.com/stefvanschie/if.git,3269075
geysermc/floodgate,java,https://github.com/geysermc/floodgate.git,3269084
paulpacifico/shutter-encoder,java,https://github.com/paulpacifico/shutter-encoder.git,3269166
jenkinsci/blueocean-plugin,java,https://github.com/jenkinsci/blueocean-plugin.git,3269719
zalando/zalenium,java,https://github.com/zalando/zalenium.git,3269720
qunarcorp/qmq,java,https://github.com/qunarcorp/qmq.git,3269721
egzosn/pay-java-parent,java,https://github.com/egzosn/pay-java-parent.git,3269727
pili-engineering/pldroidshortvideo,java,https://github.com/pili-engineering/pldroidshortvideo.git,3269728
mipushframework/mipushframework,java,https://github.com/mipushframework/mipushframework.git,3269730
pedrosg94/rtmp-rtsp-stream-client-java,java,https://github.com/pedrosg94/rtmp-rtsp-stream-client-java.git,3269731
kalessil/phpinspectionsea,java,https://github.com/kalessil/phpinspectionsea.git,3269732
ctripcorp/dal,java,https://github.com/ctripcorp/dal.git,3269733
jagrosh/musicbot,java,https://github.com/jagrosh/musicbot.git,3269737
netflix/hollow,java,https://github.com/netflix/hollow.git,3269739
webankfintech/weidentity,java,https://github.com/webankfintech/weidentity.git,3269740
akarnokd/rxjavainterop,java,https://github.com/akarnokd/rxjavainterop.git,3269744
limboemu/limbo,java,https://github.com/limboemu/limbo.git,3269745
oracle/oracle-db-examples,java,https://github.com/oracle/oracle-db-examples.git,3269746
java-deobfuscator/deobfuscator,java,https://github.com/java-deobfuscator/deobfuscator.git,3269749
akarnokd/rxjavaextensions,java,https://github.com/akarnokd/rxjavaextensions.git,3269751
interrupt/delverengine,java,https://github.com/interrupt/delverengine.git,3269754
gaolhjy/enjoyshop,java,https://github.com/gaolhjy/enjoyshop.git,3269755
kunminx/jetpack-musicplayer,java,https://github.com/kunminx/jetpack-musicplayer.git,3269757
funkygao/cp-ddd-framework,java,https://github.com/funkygao/cp-ddd-framework.git,3269761
goweii/wanandroid,java,https://github.com/goweii/wanandroid.git,3269762
google/graphicsfuzz,java,https://github.com/google/graphicsfuzz.git,3269763
sofastack/sofa-registry,java,https://github.com/sofastack/sofa-registry.git,3269767
zhihuili/flower,java,https://github.com/zhihuili/flower.git,3269771
irockel/tda,java,https://github.com/irockel/tda.git,3269775
talelin/lin-cms-spring-boot,java,https://github.com/talelin/lin-cms-spring-boot.git,3269776
michaelrocks/libphonenumber-android,java,https://github.com/michaelrocks/libphonenumber-android.git,3269780
schibsted/jslt,java,https://github.com/schibsted/jslt.git,3269783
nationalsecurityagency/datawave,java,https://github.com/nationalsecurityagency/datawave.git,3269784
gurkenlabs/litiengine,java,https://github.com/gurkenlabs/litiengine.git,3269786
jobrunr/jobrunr,java,https://github.com/jobrunr/jobrunr.git,3269795
gedsh/invizible,java,https://github.com/gedsh/invizible.git,3269805
s-andrews/fastqc,java,https://github.com/s-andrews/fastqc.git,3269828
kongzue/dialogx,java,https://github.com/kongzue/dialogx.git,3270149
dlsc-software-consulting-gmbh/gemsfx,java,https://github.com/dlsc-software-consulting-gmbh/gemsfx.git,3270160
yezhihao/jt808-server,java,https://github.com/yezhihao/jt808-server.git,3270329
terraformersmc/modmenu,java,https://github.com/terraformersmc/modmenu.git,3270330
flameish/novel-grabber,java,https://github.com/flameish/novel-grabber.git,3270341
theepicblock/polymc,java,https://github.com/theepicblock/polymc.git,3270389
a466350665/smart-sso,java,https://github.com/a466350665/smart-sso.git,3271152
chat-sdk/chat-sdk-android,java,https://github.com/chat-sdk/chat-sdk-android.git,3271154
doublechaintech/scm-biz-suite,java,https://github.com/doublechaintech/scm-biz-suite.git,3271155
netflix/mantis,java,https://github.com/netflix/mantis.git,3271156
marcosbarbero/spring-cloud-zuul-ratelimit,java,https://github.com/marcosbarbero/spring-cloud-zuul-ratelimit.git,3271158
hyperledger/fabric-sdk-java,java,https://github.com/hyperledger/fabric-sdk-java.git,3271161
ferredoxin/qnotified,java,https://github.com/ferredoxin/qnotified.git,3271162
jingzhuanduoying/jzandroidchart,java,https://github.com/jingzhuanduoying/jzandroidchart.git,3271164
wfh45678/radar,java,https://github.com/wfh45678/radar.git,3271167
querz/mcaselector,java,https://github.com/querz/mcaselector.git,3271168
pinterest/doctorkafka,java,https://github.com/pinterest/doctorkafka.git,3271170
codecentric/chaos-monkey-spring-boot,java,https://github.com/codecentric/chaos-monkey-spring-boot.git,3271171
mobivm/robovm,java,https://github.com/mobivm/robovm.git,3271172
spring-cloud/spring-cloud-gcp,java,https://github.com/spring-cloud/spring-cloud-gcp.git,3271173
yegor256/cactoos,java,https://github.com/yegor256/cactoos.git,3271174
google/tsunami-security-scanner-plugins,java,https://github.com/google/tsunami-security-scanner-plugins.git,3271175
google/startup-os,java,https://github.com/google/startup-os.git,3271176
qzind/tray,java,https://github.com/qzind/tray.git,3271178
foundationdb/fdb-record-layer,java,https://github.com/foundationdb/fdb-record-layer.git,3271182
secure-software-engineering/flowdroid,java,https://github.com/secure-software-engineering/flowdroid.git,3271183
nutzam/nutzboot,java,https://github.com/nutzam/nutzboot.git,3271185
mirromutth/r2dbc-mysql,java,https://github.com/mirromutth/r2dbc-mysql.git,3271189
spring-io/spring-javaformat,java,https://github.com/spring-io/spring-javaformat.git,3271190
bbossgroups/bboss-elasticsearch,java,https://github.com/bbossgroups/bboss-elasticsearch.git,3271192
firebase/firebase-admin-java,java,https://github.com/firebase/firebase-admin-java.git,3271196
haleydu/cimoc,java,https://github.com/haleydu/cimoc.git,3271197
graxcode/threadtear,java,https://github.com/graxcode/threadtear.git,3271198
rstyro/springboot,java,https://github.com/rstyro/springboot.git,3271199
swingfrog/summer,java,https://github.com/swingfrog/summer.git,3271204
gh0stkey/hae,java,https://github.com/gh0stkey/hae.git,3271206
scada-lts/scada-lts,java,https://github.com/scada-lts/scada-lts.git,3271210
supertokens/supertokens-core,java,https://github.com/supertokens/supertokens-core.git,3271212
astrelsky/ghidra-cpp-class-analyzer,java,https://github.com/astrelsky/ghidra-cpp-class-analyzer.git,3271224
eclipse/jkube,java,https://github.com/eclipse/jkube.git,3271234
alibaba/smartengine,java,https://github.com/alibaba/smartengine.git,3271235
earthcomputer/clientcommands,java,https://github.com/earthcomputer/clientcommands.git,3271239
fabricmc/enigma,java,https://github.com/fabricmc/enigma.git,3271256
jumpalang/jusic-serve-houses,java,https://github.com/jumpalang/jusic-serve-houses.git,3271262
starcwang/easy_javadoc,java,https://github.com/starcwang/easy_javadoc.git,3271266
lyb-geek/springboot-learning,java,https://github.com/lyb-geek/springboot-learning.git,3271281
irisshaders/iris,java,https://github.com/irisshaders/iris.git,3271591
jspecify/jspecify,java,https://github.com/jspecify/jspecify.git,3271719
grishka/smithereen,java,https://github.com/grishka/smithereen.git,3271725
lilongweidev/goodweather,java,https://github.com/lilongweidev/goodweather.git,3271798
googlecloudplatform/spring-cloud-gcp,java,https://github.com/googlecloudplatform/spring-cloud-gcp.git,3271820
briar/briar,java,https://github.com/briar/briar.git,3271824
teamgalacticraft/galacticraft,java,https://github.com/teamgalacticraft/galacticraft.git,3271970
thealgorithms/java,java,https://github.com/thealgorithms/java.git,3272391
zhoutaoo/springcloud,java,https://github.com/zhoutaoo/springcloud.git,3272392
razerdp/basepopup,java,https://github.com/razerdp/basepopup.git,3272395
baomidou/dynamic-datasource-spring-boot-starter,java,https://github.com/baomidou/dynamic-datasource-spring-boot-starter.git,3272403
sofastack/sofa-jraft,java,https://github.com/sofastack/sofa-jraft.git,3272404
linshunkang/myperf4j,java,https://github.com/linshunkang/myperf4j.git,3272405
huanzi-qch/base-admin,java,https://github.com/huanzi-qch/base-admin.git,3272407
beemdevelopment/aegis,java,https://github.com/beemdevelopment/aegis.git,3272411
spinnaker/kayenta,java,https://github.com/spinnaker/kayenta.git,3272413
locationtech/jts,java,https://github.com/locationtech/jts.git,3272414
sofastack/sofa-tracer,java,https://github.com/sofastack/sofa-tracer.git,3272416
jigsaw-code/intra,java,https://github.com/jigsaw-code/intra.git,3272417
ta4j/ta4j,java,https://github.com/ta4j/ta4j.git,3272418
spotify/mobius,java,https://github.com/spotify/mobius.git,3272419
microsoft/mssql-jdbc,java,https://github.com/microsoft/mssql-jdbc.git,3272420
thombergs/code-examples,java,https://github.com/thombergs/code-examples.git,3272423
mc1arke/sonarqube-community-branch-plugin,java,https://github.com/mc1arke/sonarqube-community-branch-plugin.git,3272425
spring-cloud/spring-cloud-stream-samples,java,https://github.com/spring-cloud/spring-cloud-stream-samples.git,3272426
yahoo/athenz,java,https://github.com/yahoo/athenz.git,3272428
androidx/constraintlayout,java,https://github.com/androidx/constraintlayout.git,3272430
eclipse-ee4j/jersey,java,https://github.com/eclipse-ee4j/jersey.git,3272433
iluwatar/30-seconds-of-java,java,https://github.com/iluwatar/30-seconds-of-java.git,3272438
making/yavi,java,https://github.com/making/yavi.git,3272439
discordsrv/discordsrv,java,https://github.com/discordsrv/discordsrv.git,3272440
linbit/linstor-server,java,https://github.com/linbit/linstor-server.git,3272441
bazelbuild/bazel-buildfarm,java,https://github.com/bazelbuild/bazel-buildfarm.git,3272444
reactor/reactor-kafka,java,https://github.com/reactor/reactor-kafka.git,3272448
kordamp/ikonli,java,https://github.com/kordamp/ikonli.git,3272449
hansolo/charts,java,https://github.com/hansolo/charts.git,3272460
izzelaliz/arclight,java,https://github.com/izzelaliz/arclight.git,3272470
scalar-labs/scalardb,java,https://github.com/scalar-labs/scalardb.git,3272476
javacourse00/javacoursecodes,java,https://github.com/javacourse00/javacoursecodes.git,3272477
openems/openems,java,https://github.com/openems/openems.git,3272478
autohomecorp/frostmourne,java,https://github.com/autohomecorp/frostmourne.git,3272482
hapifhir/hapi-fhir-jpaserver-starter,java,https://github.com/hapifhir/hapi-fhir-jpaserver-starter.git,3272503
alibaba/spring-cloud-alibaba,java,https://github.com/alibaba/spring-cloud-alibaba.git,3273192
tencent/tinker,java,https://github.com/tencent/tinker.git,3273193
apache/rocketmq,java,https://github.com/apache/rocketmq.git,3273194
lucksiege/pictureselector,java,https://github.com/lucksiege/pictureselector.git,3273195
justauth/justauth,java,https://github.com/justauth/justauth.git,3273196
alibaba/datax,java,https://github.com/alibaba/datax.git,3273198
williamfiset/algorithms,java,https://github.com/williamfiset/algorithms.git,3273199
macrozheng/mall-swarm,java,https://github.com/macrozheng/mall-swarm.git,3273200
apache/rocketmq-externals,java,https://github.com/apache/rocketmq-externals.git,3273203
google/data-transfer-project,java,https://github.com/google/data-transfer-project.git,3273204
genymobile/gnirehtet,java,https://github.com/genymobile/gnirehtet.git,3273205
uber/nullaway,java,https://github.com/uber/nullaway.git,3273206
jiajunhui/playerbase,java,https://github.com/jiajunhui/playerbase.git,3273208
remkop/picocli,java,https://github.com/remkop/picocli.git,3273210
apollographql/apollo-android,java,https://github.com/apollographql/apollo-android.git,3273211
hitomis/transferee,java,https://github.com/hitomis/transferee.git,3273212
ripmeapp/ripme,java,https://github.com/ripmeapp/ripme.git,3273214
librepdf/openpdf,java,https://github.com/librepdf/openpdf.git,3273218
linkedin/kafka-monitor,java,https://github.com/linkedin/kafka-monitor.git,3273221
noties/markwon,java,https://github.com/noties/markwon.git,3273222
openid/appauth-android,java,https://github.com/openid/appauth-android.git,3273224
fossasia/open-event-organizer-android,java,https://github.com/fossasia/open-event-organizer-android.git,3273225
tng/archunit,java,https://github.com/tng/archunit.git,3273226
vsch/flexmark-java,java,https://github.com/vsch/flexmark-java.git,3273228
firebase/firebase-android-sdk,java,https://github.com/firebase/firebase-android-sdk.git,3273230
liweiwei1419/leetcode-solutions-in-good-style,java,https://github.com/liweiwei1419/leetcode-solutions-in-good-style.git,3273231
spring-projects-experimental/spring-authorization-server,java,https://github.com/spring-projects-experimental/spring-authorization-server.git,3273234
jzvd/jzvideo,java,https://github.com/jzvd/jzvideo.git,3273235
vladmihalcea/hibernate-types,java,https://github.com/vladmihalcea/hibernate-types.git,3273241
ganyao114/sandhook,java,https://github.com/ganyao114/sandhook.git,3273242
awslabs/aws-serverless-java-container,java,https://github.com/awslabs/aws-serverless-java-container.git,3273243
webankfintech/dataspherestudio,java,https://github.com/webankfintech/dataspherestudio.git,3273244
pingfangushi/screw,java,https://github.com/pingfangushi/screw.git,3273246
bridata/dbus,java,https://github.com/bridata/dbus.git,3273247
raiman/sikulix1,java,https://github.com/raiman/sikulix1.git,3273250
hneemann/digital,java,https://github.com/hneemann/digital.git,3273252
keycloak/keycloak-quickstarts,java,https://github.com/keycloak/keycloak-quickstarts.git,3273260
google/j2cl,java,https://github.com/google/j2cl.git,3273261
maning0303/mnimagebrowser,java,https://github.com/maning0303/mnimagebrowser.git,3273267
nightscoutfoundation/xdrip,java,https://github.com/nightscoutfoundation/xdrip.git,3273269
leonchen83/redis-replicator,java,https://github.com/leonchen83/redis-replicator.git,3273270
featurecat/lizzie,java,https://github.com/featurecat/lizzie.git,3273272
census-instrumentation/opencensus-java,java,https://github.com/census-instrumentation/opencensus-java.git,3273273
biglysoftware/biglybt,java,https://github.com/biglysoftware/biglybt.git,3273275
jishenghua/jsherp,java,https://github.com/jishenghua/jsherp.git,3273279
googlesamples/mlkit,java,https://github.com/googlesamples/mlkit.git,3273280
gnembon/fabric-carpet,java,https://github.com/gnembon/fabric-carpet.git,3273281
clickhouse/clickhouse-jdbc,java,https://github.com/clickhouse/clickhouse-jdbc.git,3273282
hivemq/hivemq-community-edition,java,https://github.com/hivemq/hivemq-community-edition.git,3273284
jxnu-liguobin/cs-summary-reflection,java,https://github.com/jxnu-liguobin/cs-summary-reflection.git,3273285
aof-dev/mcinabox,java,https://github.com/aof-dev/mcinabox.git,3273287
nitrite/nitrite-java,java,https://github.com/nitrite/nitrite-java.git,3273288
docile-alligator/infinity-for-reddit,java,https://github.com/docile-alligator/infinity-for-reddit.git,3273290
line/line-bot-sdk-java,java,https://github.com/line/line-bot-sdk-java.git,3273291
alipay/alipay-easysdk,java,https://github.com/alipay/alipay-easysdk.git,3273292
dslul/openboard,java,https://github.com/dslul/openboard.git,3273293
nielsbasjes/yauaa,java,https://github.com/nielsbasjes/yauaa.git,3273296
skriptlang/skript,java,https://github.com/skriptlang/skript.git,3273297
renyuneyun/easer,java,https://github.com/renyuneyun/easer.git,3273299
thelastpickle/cassandra-reaper,java,https://github.com/thelastpickle/cassandra-reaper.git,3273302
i-net-software/jwebassembly,java,https://github.com/i-net-software/jwebassembly.git,3273304
apache/submarine,java,https://github.com/apache/submarine.git,3273305
slackapi/java-slack-sdk,java,https://github.com/slackapi/java-slack-sdk.git,3273306
gluonhq/scenebuilder,java,https://github.com/gluonhq/scenebuilder.git,3273321
plan-player-analytics/plan,java,https://github.com/plan-player-analytics/plan.git,3273324
apache/ofbiz-framework,java,https://github.com/apache/ofbiz-framework.git,3273326
eclipse/openvsx,java,https://github.com/eclipse/openvsx.git,3273327
matevip/matecloud,java,https://github.com/matevip/matecloud.git,3273329
nordic-institute/x-road,java,https://github.com/nordic-institute/x-road.git,3273330
sap/sapmachine,java,https://github.com/sap/sapmachine.git,3273335
networknt/json-schema-validator,java,https://github.com/networknt/json-schema-validator.git,3273341
dimowner/audiorecorder,java,https://github.com/dimowner/audiorecorder.git,3273343
inception-project/inception,java,https://github.com/inception-project/inception.git,3273350
