repo_to_remove,repo_to_keep,shared_commit_sha,cluster_size,language,stars_removed,stars_kept
someengineering/resoto,someengineering/fixinventory,72f7ed60f48362978e012525da464a7b16377fb7,2,python,1519,2064
ydataai/pandas-profiling,Data-Centric-AI-Community/fg-data-profiling,9ddf61f819535ca24b074b32e5bc90dfa1bc7f30,5,python,10041,13529
ydataai/ydata-profiling,Data-Centric-AI-Community/fg-data-profiling,9ddf61f819535ca24b074b32e5bc90dfa1bc7f30,5,python,13366,13529
Data-Centric-AI-Community/ydata-profiling,Data-Centric-AI-Community/fg-data-profiling,9ddf61f819535ca24b074b32e5bc90dfa1bc7f30,5,python,13516,13529
Data-Centric-AI-Community/data-profiling,Data-Centric-AI-Community/fg-data-profiling,9ddf61f819535ca24b074b32e5bc90dfa1bc7f30,5,python,13515,13529
nvidia/nemo,NVIDIA-NeMo/Speech,297a8bdbb0370a51cb74a41288025befd9cd2392,3,python,15516,18045
NVIDIA-NeMo/NeMo,NVIDIA-NeMo/Speech,297a8bdbb0370a51cb74a41288025befd9cd2392,3,python,17550,18045
zzachw/pyhealth,sunlabuiuc/pyhealth,d5c71c964bd04911a04931dc233df399103240d9,2,python,504,1645
dhanushnehru/python-scripts,wasmerio/Python-Scripts,61da652cc70f90e72443b4fbc05c562243cf7158,2,python,883,1520
jeroenterheerdt/hasmartirrigation,altmenorg/HAsmartirrigation,bcba87d4983ece8ca38492a6e75b9d72f0d46008,2,python,508,540
microsoft/electionguard,Election-Tech-Initiative/electionguard,6318a9b38d43ef378213d33513391fc61d1ab5b2,2,python,804,868
bdaiinstitute/spatialmath-python,rai-opensource/spatialmath-python,71bebd4a3c29f652dc4d7c284437ff64cbb8e9f7,2,python,625,638
lvwerra/trl,huggingface/trl,1662d78b5c5e688823b06c69495632abd68b7484,2,python,4525,19028
fossasia/eventyay-tickets,fossasia/eventyay,cca7fe33515169358357a754b2acf597653a0f61,2,python,1548,1643
EpicGamesExt/BlenderTools,EpicGames/BlenderTools,9df00dec21cf737a42ae985e3c9036ed71e67db5,2,python,2718,3256
intel-analytics/ipex-llm,intel/ipex-llm,03e4f06d6fde6fd4cb3b898682be79bfe927ad62,2,python,6987,8664
HarrisonKramer/optiland,optiland/optiland,b67b6f67511b796f06d48c8b3d5099a31f0097e6,2,python,589,841
microsoft/CameraTraps,microsoft/Biodiversity,29c4ad324d30fe654fdafa2abfaa8c452c1e9bdc,2,python,1004,1065
openvinotoolkit/cvat,cvat-ai/cvat,266e7ca9b4ceb76077e8e2b54df6a3a208f3e17b,3,typescript,6412,16484
opencv/cvat,cvat-ai/cvat,266e7ca9b4ceb76077e8e2b54df6a3a208f3e17b,3,typescript,11272,16484
denoland/deno_std,denoland/std,73671a6f04d288dd57e75f9806959f7b055ae4a7,2,typescript,2838,3551
gqless/gqless,samdenty/gqless,eb7db1a1e84e9c591c6e83da3ee17a3b6c52f61e,2,typescript,3287,3571
maxvien/next-shopify-storefront,VienDinhCom/next-shopify-storefront,628c1940c66944d5466b4f7d56e0229dbd37fbc0,2,typescript,642,862
kactus-io/kactus,desktop/desktop,229c43f2131a77defc69b3b3c77c31832a5cba99,2,typescript,1484,21728
ionic-selectable/ionic-selectable,eakoriakin/ionic-selectable,638f9e3fef4df1045448f9e6fa2f41d447835b38,2,typescript,512,539
kriasoft/nodejs-api-starter,kriasoft/relay-starter-kit,48377e684985f7ac48dcbc2b6169b323506baa72,3,typescript,3118,3812
kriasoft/graphql-starter,kriasoft/relay-starter-kit,48377e684985f7ac48dcbc2b6169b323506baa72,3,typescript,3209,3812
fossasia/susper.com,fossasia/susper-legacy,171c422b9904ed8d06f703a2bef6a2405dc6471b,2,typescript,1733,1741
prisma-labs/graphql-yoga,graphql-hive/graphql-yoga,61edc437fb068b96ad1664247590b1f2e27aa236,3,typescript,6325,8529
dotansimha/graphql-yoga,graphql-hive/graphql-yoga,61edc437fb068b96ad1664247590b1f2e27aa236,3,typescript,8326,8529
mui-org/material-ui-pickers,mui/material-ui-pickers,f8e7333d0a79ebb23011837ea9187cd0585da3e9,2,typescript,2193,2322
shinima/battle-city,feichao93/battle-city,b58b9b98a622d64ee1ef7474200156b95b96a711,2,typescript,1563,1875
funfix/funfix.js,funfix/funfix,d6003e778ee59a439ad345ef59f48c80db46905f,2,typescript,632,633
eclipse/sprotty,eclipse-sprotty/sprotty,ae671b54aa48f991ca036906bd04ac0ad309ab9f,2,typescript,512,880
graphile/postgraphile,graphile/crystal,fc6c4d220f639bb22ed632100d5e90ca1914babd,2,typescript,12105,12932
ng-web-apis/common,taiga-family/ng-web-apis,bc61bf57ce2a349444a5125bf38107e9d4d5124a,3,typescript,570,822
tinkoff/ng-web-apis,taiga-family/ng-web-apis,bc61bf57ce2a349444a5125bf38107e9d4d5124a,3,typescript,606,822
apptension/aws-boilerplate,apptension/saas-boilerplate,49ce17605c2c0e0ab5ab16dbc6f8b401f22d1d1a,2,typescript,697,2877
renzholy/mongood,aliez-ren/mongood,f340a2f105a696cb143ec1952e249a3050da87ec,2,typescript,750,761
yesoreyeram/grafana-infinity-datasource,grafana/grafana-infinity-datasource,aaf1ea21ab337b49835b8e325882a50931e68a50,2,typescript,542,1066
bearer/pizzly,nangohq/nango,6db035d15f2dd24f2a22a6e1ee42d9000b87088a,2,typescript,1122,11361
denolehov/obsidian-git,Vinzent03/obsidian-git,745fc53a9fe6925bd2d5f8153dcd385839f078f0,2,typescript,6145,11706
geist-org/react,geist-org/geist-ui,99b602787e5c7c0ee4b7ffb9b2687d20ca7d6f77,2,typescript,2561,4547
xjh22222228/tomato-work,liuzi6612/tomato-work,341e769bd25ec0fe9efbcdb8a3f158fc00b7b22b,2,typescript,710,713
softwarebrothers/admin-bro,softwarebrothers/adminjs,92fa573b2f99cb7b2cf69164e031034d59f5c041,2,typescript,3666,8628
davidcetinkaya/embla-carousel,davidjerleke/embla-carousel,b091b99ed33e2786b4182924fc68b959c2b9103a,2,typescript,2169,8376
roldanjr/pomatez,zidoro/pomatez,da7350d983025125f1057837b7d1f46b4356ce72,2,typescript,2682,4839
jonaskello/eslint-plugin-functional,eslint-functional/eslint-plugin-functional,4d3f2a1c0c35659a80f62b20a01a37f2813f2197,2,typescript,509,992
k8w/tsrpc,tsrpc/tsrpc,113eb14c52c2acdda414c4c018e85387e7016a50,2,typescript,1869,1913
electron-userland/electron-forge,electron/forge,646c159d44679df9fdb3420f2d5ab3cec89bee16,2,typescript,5105,7121
sneljo1/auryo,superjo149/auryo,4d9f01515c2d6354c853ff21c7db32d2899277e2,2,typescript,643,661
yoctol/messaging-apis,bottenderjs/messaging-apis,903981d1bd74437e1eb9269fdfe9fbc063b376c5,2,typescript,1743,1836
mdbootstrap/angular-bootstrap-with-material-design,mdbootstrap/mdb-angular-ui-kit,befc1cafe70fc410605702f0da7af7ec06f12675,2,typescript,1041,1055
dozennn/steam-rom-manager,steamgriddb/steam-rom-manager,e8e2eb676f2b981556218b1b97c8fd713b081d48,2,typescript,522,2518
anymaniax/orval,orval-labs/orval,44933b86585fca3ae2a63cd36aeda8ec9703fd44,2,typescript,2608,6327
polymer/lit-element,lit/lit-element,6bad38999e11a6cfb2509041dd6ff31fb46e1301,2,typescript,4399,4474
nodkz/mongodb-memory-server,typegoose/mongodb-memory-server,98bc985e5e851b8741a325530038c7a5ddcf19bf,2,typescript,2497,2841
artalar/reatom,reatom/reatom,5867d7bf049041cc34671379bd3b703c960e8f1c,2,typescript,1158,1357
paljs/prisma-tools,AhmedElywa/prisma-tools,ea88760c76029a298ff3db8040deaae1739b13ec,2,typescript,694,700
six7/figma-tokens,tokens-studio/figma-plugin,01fcdd1b349c7e7d3d0c89ea5614656c08866992,2,typescript,778,1602
ionic-team/stencil,stenciljs/core,67e0ea841985cdc506edd03aef7c5678fe5a0fae,2,typescript,12705,13124
reakit/reakit,ariakit/ariakit,9ae71ce433a8ffe963d46025eb135f0d2fb658ec,2,typescript,5411,8594
wexond/desktop,wexond/browser-base,e1f88a859601aa6fe66e1b5738314dd570511b26,2,typescript,2147,2615
typedproject/tsed,tsedio/tsed,76565f179d43473788278239d017c2051545b48a,2,typescript,1647,3086
ngneat/transloco,jsverse/transloco,a04d1fb719e6c3d9fed03833ba2c52e3006d6ab4,2,typescript,1883,2268
kamilkisiela/graphql-inspector,graphql-hive/graphql-inspector,2d463cc2fa68a63ab3280716c4765d1ded715044,2,typescript,1683,1755
drashland/deno-drash,drashland/drash,01d1bc77d56158b3ecc11af097cb543db6f87e72,2,typescript,916,1084
NepipenkoIgor/ngx-mask,jsdaddy/ngx-mask,f14b4fe9b9a7a80092d9c3febb1f1b0298c1895c,2,typescript,1241,1241
alextorressk/custom-electron-titlebar,alextorresdev/custom-electron-titlebar,0e61605cae6b7721c04ef7f5ed68c9c64e1346e4,2,typescript,675,893
c4spar/deno-cliffy,c4spar/cliffy,ed588e28fbe3e98c1faa4a1c6d9f42778ad75c7b,2,typescript,1099,1170
quicktype/glide-data-grid,glideapps/glide-data-grid,dc495dbfb01804a4dc0c41bce47ec49995e7b446,2,typescript,2702,4824
solidity-by-example/solidity-by-example.github.io,Cyfrin/solidity-by-example.github.io,bec3189adc744331d0ba4f422ebed9923dbe6cb0,2,typescript,597,683
ryansolid/solid,solidjs/solid,5935b39d9098d6d8b39d9b17190e3e166f69460a,3,typescript,5507,35803
solidui/solid,solidjs/solid,5935b39d9098d6d8b39d9b17190e3e166f69460a,3,typescript,5811,35803
nervjs/taro-ui,jd-opensource/taro-ui,b0c6a8fa9d3f82f84348be7d5f249afb470d4d7d,2,typescript,4458,4718
casbin/node-casbin,apache/casbin-node-casbin,9d653493130a55f8067e1bb0171b784493e1461c,2,typescript,2867,2902
talentlessguy/tinyhttp,tinyhttp/tinyhttp,3908477bd82fecd547ba54fd966011b13d78d7f6,2,typescript,1625,2899
brazilian-utils/brazilian-utils,brazilian-utils/javascript,da5e1cc0e586267fb9ff87817b0eddd8ccdea32d,2,typescript,1564,1666
ever-co/ever,ever-co/ever-demand,094e16384660b8e5a216f022a22040df7d6b5f0b,2,typescript,993,1846
pkief/vscode-material-icon-theme,material-extensions/vscode-material-icon-theme,b8a1fc61d9f0a86f839fd3e60085e70f79f7b74a,2,typescript,1923,2921
asos-craigmorten/opine,cmorten/opine,b1236407e62a1aa1a1052cf0c3c6c4ffe75be61d,2,typescript,702,858
brianlovin/brian-lovin-next,brianlovin/brios,96b18c5e95c814d44599bb5a2415f749ed1015e7,2,typescript,642,2260
ethworks/waffle,truefieng/waffle,9a921bd6749dd5cac747d2a7ab3552691cc61f5f,2,typescript,746,953
cellbang/malagu,cellbang/cell,579208791f8ac8f07fd8b465f0b5419fc81ff52e,2,typescript,696,747
walletlink/walletlink,coinbase/coinbase-wallet-sdk,ffc86286a1692334523783257d1da68f11a0043b,2,typescript,596,1744
formidablelabs/urql,urql-graphql/urql,85ae6e64ebb05c53820b210969f372b0d8f5ec4d,2,typescript,7507,8963
LiskArchive/lisk-sdk,liskhq/lisk-sdk,498013319f16a52d38fe0bfdf4ecced1a1ac62d2,2,typescript,2724,2731
gregberge/xstyled,styled-components/xstyled,c12a81bf0038c0ed05287d2976e2df1265096c45,2,typescript,2096,2174
kamilkisiela/apollo-angular,the-guild-org/apollo-angular,b152d535538e69b00f5a158577b89ea5a7c9078b,3,typescript,1515,1517
Ecodev/apollo-angular,the-guild-org/apollo-angular,b152d535538e69b00f5a158577b89ea5a7c9078b,3,typescript,1513,1517
znck/vue-developer-experience,vuedx/languagetools,1025e44bd5afb2456fc818e266c2ec272cf7840a,2,typescript,1188,1254
ethereum-ts/typechain,dethcrypto/typechain,0d75de7c26e976ad26a566611a4d7c89473317e6,2,typescript,1118,2699
jeremydaly/dynamodb-toolbox,dynamodb-toolbox/dynamodb-toolbox,86e1127fd4035f1b72c775d08608bb4abc2a4fd4,2,typescript,1773,1999
drwpow/openapi-typescript,openapi-ts/openapi-typescript,2d27f56c0ef1721a8fd2f017006fd7eeea700ce6,2,typescript,4874,8279
ykfe/ssr,zhangyuang/ssr,331670f54857fc22f5825e75bedb1422b03dc640,2,typescript,1444,2705
paraswap/paraswap-sdk,VeloraDEX/sdk,767e145915b93cc22a5a0a4c19c1da8fcb491a1c,3,typescript,735,775
VeloraDEX/paraswap-sdk,VeloraDEX/sdk,767e145915b93cc22a5a0a4c19c1da8fcb491a1c,3,typescript,738,775
sindresorhus/refined-github,refined-github/refined-github,23f05c1abff354f49175eecb14f0b08fbe5c22e8,2,typescript,15405,31873
jigsaw-code/outline-server,OutlineFoundation/outline-server,bc7c1b8946f4d3aeb2a8f0861ba5e65af3aa7bce,2,typescript,6020,6211
imolorhe/altair,altair-graphql/altair,ea758643b0b93ca0043b162d19243a3e0cf610b0,2,typescript,3450,5426
antlervc/firetable,rowyio/rowy,1fd7a3773b82c1689914220b0d5250bb23cc0c48,3,typescript,1236,6194
firetableproject/firetable,rowyio/rowy,1fd7a3773b82c1689914220b0d5250bb23cc0c48,3,typescript,1401,6194
urigo/graphql-scalars,graphql-hive/graphql-scalars,4be2761b8e7ba2b8e021a7b495db834fedb0bbf9,2,typescript,1903,1934
bumbag/bumbag-ui,jxom/bumbag-ui,5f0643429245ff1ccd8b1346d02fd60734f736d9,2,typescript,925,1014
mirumee/saleor-storefront,saleor/saleor-storefront,c4fc4e3f38e345d909d1401c084adbd8ec5ee49e,2,typescript,721,767
ethereum-oasis/baseline,eea-oasis/baseline,b3285c5078eeb3033c53f3d694584425720e363e,2,typescript,506,570
theia-ide/typescript-language-server,typescript-language-server/typescript-language-server,fdf28313833cd6216d00eb4e04dc7f00f4c04f09,2,typescript,581,2541
cloudr-f2e/mitojs,cloudr-f2e/monitor,e2dc5ca5fc12dabe28e79d262ae25d4397173648,2,typescript,836,1807
shopify/remote-ui,Shopify/remote-dom,1196915ff4b64b84490a35ab784a834499c61e83,2,typescript,786,1325
toomuchdesign/next-page-tester,next-page-tester/next-page-tester,c4cc170414d6cd9c3fc6daa3c0502b65fbee83cb,2,typescript,548,638
quicktype/quicktype,glideapps/quicktype,3662180d217d0a958c2ac3c45b5917e020ae2935,2,typescript,10496,13821
datorama/akita,salesforce/akita,5a409db18a9e58258c73a0c1b0fcb2963dc5b350,2,typescript,3444,3697
standardnotes/web,standardnotes/app,73e932a5086c0aad799d7c0ffccb5546062613d3,2,typescript,3300,6577
boostio/boostnote.next,boostio/boostnote-app,c24bfcc872c0e2b0e68dec02b858942516b87d35,2,typescript,2399,4042
oznu/homebridge-config-ui-x,homebridge/homebridge-config-ui-x,88da9003dae34eb184ab5c30395e05205b1cde2a,2,typescript,2353,2789
asvetliakov/vscode-neovim,vscode-neovim/vscode-neovim,05ebb573a1fd4694438e6c472ce4c1d6664fc1eb,2,typescript,2494,7703
matteobruni/tsparticles,tsparticles/tsparticles,4340750b22588bc764845f58b2848377b20ca9ee,2,typescript,5724,8940
nomiclabs/hardhat,nomicfoundation/hardhat,5e061faac650ba95ec947023135eb219e7525d94,2,typescript,2151,8498
lucifier129/farrow,farrow-js/farrow,f7f0c80e056ee7979d6a841e235fe15fec1af3c9,2,typescript,501,768
deepkit/deepkit-framework,marcj/deepkit,ff6ce8462756fc8b7855e68b67ab121b02afc602,3,typescript,3370,3538
marcj/untitled-code,marcj/deepkit,ff6ce8462756fc8b7855e68b67ab121b02afc602,3,typescript,3402,3538
eamodio/vscode-gitlens,gitkraken/vscode-gitlens,de692bd58a7f23fcbbb65d70399c4ae4703b8044,3,typescript,6247,9877
axosoft/vscode-gitlens,gitkraken/vscode-gitlens,de692bd58a7f23fcbbb65d70399c4ae4703b8044,3,typescript,6422,9877
pmndrs/react-use-gesture,pmndrs/use-gesture,04857d27a4c54b7776012eb43b1750c4615d6db1,2,typescript,4541,8815
wbkd/react-flow,xyflow/xyflow,4cb558403c9604395c9abbe2a3fb7e8dbc518e21,2,typescript,17183,37926
urigo/graphql-modules,graphql-hive/graphql-modules,622a2a95a1b2d87ea9a80a46e8ca23e6e26135e2,2,typescript,1320,1328
austineng/webgpu-samples,webgpu/webgpu-samples,ff0c67c004010a6239a748a4ecc18c5b3c6aaaa0,2,typescript,710,2155
anncwb/vben-admin-thin-next,vbenjs/vben-admin-thin-next,799a694b2512f58febbccfad363de82af8123cdc,2,typescript,827,1984
formium/formik,jaredpalmer/formik,5e65ab6bec2682959f6b289cafcc94d8eb262cc8,2,typescript,28891,34341
bitwarden/browser,bitwarden/clients,711cea8c4b5cfc241537ab2e9cc088afb1925bad,3,typescript,3744,13521
bitwarden/desktop,bitwarden/clients,711cea8c4b5cfc241537ab2e9cc088afb1925bad,3,typescript,3625,13521
robinbuschmann/sequelize-typescript,sequelize/sequelize-typescript,96319ad8673bc773cd81f0144baf697dbd906073,2,typescript,2361,2694
atlassian/changesets,changesets/changesets,3c0f593a6632a4946fdaa16a06ef1add27cd6c69,2,typescript,2151,12224
posva/pinia,vuejs/pinia,5632f5c753c7b58aef099508f9d167fbc749a4c5,2,typescript,4006,14676
denoland/deno_website2,denoland/dotland,39a94cb45a8113ed5f74538561b76c789b9c3def,2,typescript,740,971
johnsoncodehk/volar,vuejs/language-tools,e7aa720fa84fd7c5e4efb99efc6472cd7021eafe,2,typescript,3493,6700
svsool/vscode-memo,svsool/memo,edcf5122d054d018cbf8cf6f7e3739f257e4927b,2,typescript,526,783
cdr/code-server,coder/code-server,f599e1d72ee868a37edca44b362d5e2337134158,2,typescript,50251,78642
framer/motion,motiondivision/motion,801c949c803390fb6741963b5def5db9cdcdff87,2,typescript,23857,33099
polymer/lit-html,lit/lit,b083572690a1c2f343b4a395d01648c1255f7298,2,typescript,7127,21735
vmware-archive/clarity,vmware/clarity,70eabe458f5c35a738a1fe4b960aa625bbd1d7e9,2,typescript,6454,6461
browserless/chrome,browserless/browserless,47808932a925b89bfac221b5308e90c342918e49,2,typescript,6401,13554
dimatill/graphql-shield,maticzav/graphql-shield,0f400c92eb9cc00bbf0007acc29c8d74b4c30683,2,typescript,3507,3578
stryker-mutator/stryker,stryker-mutator/stryker-js,5f3d2c39945823c7f57db64400a3e93de7c11287,2,typescript,1797,2986
brimsec/brim,brimdata/zui,38a5e6972367905fc96f354c43f385e865c4ff62,3,typescript,980,1941
brimdata/brim,brimdata/zui,38a5e6972367905fc96f354c43f385e865c4ff62,3,typescript,1404,1941
builderio/jsx-lite,builderio/mitosis,e597d1b1608d8923a9129f4b5cc18c19e8f671b9,2,typescript,1251,13902
kinvolk/headlamp,kubernetes-sigs/headlamp,0bf90ae3b43039bbb30af24160ad7c5893270269,3,typescript,824,7021
headlamp-k8s/headlamp,kubernetes-sigs/headlamp,0bf90ae3b43039bbb30af24160ad7c5893270269,3,typescript,3048,7021
half-shot/matrix-appservice-discord,matrix-org/matrix-appservice-discord,b122b88af8c2cd3985a2863b6966e657e9eef9c4,2,typescript,554,756
sap/ui5-webcomponents-react,UI5/webcomponents-react,6c808807cab8151cb014fac4f34bdd9597cd621c,2,typescript,508,535
ethereum/sourcify,argotorg/sourcify,86735d693486435cc893ba2186bae7aacc4102d8,2,typescript,863,944
tannerlinsley/react-query,tanstack/query,4fc9e74dcfa515cb7fdbee6cf4ba33ee3cd484fa,2,typescript,27463,50066
stream-labs/streamlabs-obs,streamlabs/desktop,a6353e3da2daffb789431425982965228faa9b07,3,typescript,3491,4833
stream-labs/desktop,streamlabs/desktop,a6353e3da2daffb789431425982965228faa9b07,3,typescript,4632,4833
material-components/material-components-web-components,material-components/material-web,407ef8f91b24c13d18b2da6b67dce78319c2dece,2,typescript,2613,10647
syuilo/misskey,misskey-dev/misskey,b7a79d25b0298cebca80951308dc868a8fa83573,2,typescript,1677,11274
uniswap/uniswap-interface,uniswap/interface,587b65981670e16b3a32105cc4369ab483b8748e,2,typescript,2326,5522
vuejs/vue-router-next,vuejs/router,468e6797a08a7772151000256d29f58eac4f5eaf,2,typescript,1656,4664
tinkoffcreditsystems/taiga-ui,taiga-family/taiga-ui,4a7ab157467ca88fb182a8f4bd1ee03d45ade617,3,typescript,1854,4032
tinkoff/taiga-ui,taiga-family/taiga-ui,4a7ab157467ca88fb182a8f4bd1ee03d45ade617,3,typescript,2708,4032
intlify/vue-i18n-next,intlify/vue-i18n,090db554ec6f043878358e560d2ab92b4b525aca,2,typescript,1947,2702
vuejs/vue-next,vuejs/core,ee266af42ab8f97011c6736aa82409a35c402e94,2,typescript,26585,54125
jigsaw-code/outline-client,OutlineFoundation/outline-apps,e11f1068f98cc50a4c7d199e2ae951338b57afcf,3,typescript,8041,9211
Jigsaw-Code/outline-apps,OutlineFoundation/outline-apps,e11f1068f98cc50a4c7d199e2ae951338b57afcf,3,typescript,9011,9211
johannesjo/super-productivity,super-productivity/super-productivity,590f438675e07091ad2b9a5221087d596f5a7ddc,2,typescript,16613,21148
vendure-ecommerce/vendure,vendurehq/vendure,fb6896eb304bc57073c4a7946540380f01c2afd9,2,typescript,7714,8295
cloudhut/kowl,redpanda-data/console,f278b155a0d45b526f4d4e18b4672b2e8eb4f768,3,typescript,2188,4317
redpanda-data/kowl,redpanda-data/console,f278b155a0d45b526f4d4e18b4672b2e8eb4f768,3,typescript,2375,4317
mui-org/material-ui-x,mui/mui-x,42433f6cbf5b2766ef51c93d29f3555b8e05fa48,2,typescript,978,5826
vuepress/vuepress-next,vuepress/core,5eba9d2b4db8aa94a7fca65faf7d1e1648ea15b6,2,typescript,1957,2826
eugeny/terminus,eugeny/tabby,c8faa670838a83fe582fc9d957ed992db318756a,2,typescript,18272,73748
shopify/polaris-react,Shopify/polaris-react-archive,60b20f7d260ff9bfed7059b1711e9c3525ff089b,3,typescript,6079,6175
shopify/polaris,Shopify/polaris-react-archive,60b20f7d260ff9bfed7059b1711e9c3525ff089b,3,typescript,6043,6175
strongloop/loopback-next,loopbackio/loopback-next,1fe4c274efb32210699c13be38d8b71365bee9c4,2,typescript,3724,5104
mozilla/common-voice,common-voice/common-voice,59e6dfad221d4cbdc00810aa4c699f0abd106ecc,2,typescript,2635,3477
ibm/kui,kubernetes-sigs/kui,d46f591ddae877f5856448606b8e2d16db8ba555,2,typescript,1623,2916
urigo/graphql-mesh,ardatan/graphql-mesh,44348de0565f362b5b32a17ea7f7629b341a9e41,2,typescript,2965,3512
coinbase/rest-hooks,reactive/data-client,ecce8283e13f1c0ed7479b9270f85c8d80a09c64,4,typescript,1652,2033
data-client/rest-hooks,reactive/data-client,ecce8283e13f1c0ed7479b9270f85c8d80a09c64,4,typescript,1832,2033
data-client/data-client,reactive/data-client,ecce8283e13f1c0ed7479b9270f85c8d80a09c64,4,typescript,1833,2033
thecodingmachine/workadventure,workadventure/workadventure,7c89cf0e479c5846881041112009b0dfb58e4052,2,typescript,3192,5691
premid/presences,PreMiD/Activities,8c5dae5e7f303b16c8e64314d9c0c93003cab51d,2,typescript,624,770
flavioislima/heroicgameslauncher,heroic-games-launcher/heroicgameslauncher,ac4b23b5d960c6edf959c07d52e34cecc29f73ae,2,typescript,551,11919
zwave-js/node-zwave-js,zwave-js/zwave-js,3347ebfc02d8befc2a3fe6880e04d5788c465dd5,2,typescript,803,885
imgcook/imove,i5ting/imove,1b28a6e032dfbfeec0d8912c78e01df9ac6d83e1,3,typescript,1722,3486
ykfe/imove,i5ting/imove,1b28a6e032dfbfeec0d8912c78e01df9ac6d83e1,3,typescript,3148,3486
springload/draftail,wagtail/draftail,ec38306947f2f4b02c1fd0b0de2717a09cc37aab,2,typescript,626,631
davidfig/pixi-viewport,pixijs-userland/pixi-viewport,0aec760f1bdbcb1f9693376a61c041459322d6a0,3,typescript,995,1097
pixi-viewport/pixi-viewport,pixijs-userland/pixi-viewport,0aec760f1bdbcb1f9693376a61c041459322d6a0,3,typescript,1090,1097
tannerlinsley/react-location,tanstack/router,e6369e658ba1e63d41eb461fff3dedea42998c47,4,typescript,1803,14898
tanstack/react-location,tanstack/router,e6369e658ba1e63d41eb461fff3dedea42998c47,4,typescript,2147,14898
tanstack/location,tanstack/router,e6369e658ba1e63d41eb461fff3dedea42998c47,4,typescript,2268,14898
themerdev/themer,mjswensen/themer,7c7d67e703acc585deba638fb75fda0d81b4482e,2,typescript,5529,5835
maputnik/editor,maplibre/maputnik,51fa4a4377a796106acbee5a815ada03b10ccceb,2,typescript,1874,2599
gnosis/safe-contracts,safe-fndn/safe-smart-account,131d2b4b6568166ae40ba9ce21b9c5355988765c,4,typescript,840,2154
safe-global/safe-contracts,safe-fndn/safe-smart-account,131d2b4b6568166ae40ba9ce21b9c5355988765c,4,typescript,1688,2154
safe-global/safe-smart-account,safe-fndn/safe-smart-account,131d2b4b6568166ae40ba9ce21b9c5355988765c,4,typescript,2068,2154
liihuu/klinechart,klinecharts/KLineChart,3056050e7b61e37703c6b3302d63d93aed0b4f24,2,typescript,1846,4031
bangle-io/bangle.dev,bangle-io/banger-editor,d5cecfba2fc60f2acbe673560213228000e87e1a,3,typescript,572,674
bangle-io/bangle-editor,bangle-io/banger-editor,d5cecfba2fc60f2acbe673560213228000e87e1a,3,typescript,627,674
zeroturnaround/sql-formatter,sql-formatter-org/sql-formatter,f8b8a45c58cb8def033a8c6a81cacb215eb8cd5b,2,typescript,1140,2880
shakiba/planck.js,piqnt/planck.js,a1d7030f6e07ad293170767788c8d27d9ff622c1,2,typescript,4525,5243
efoxteam/emp,empjs/emp,be31d74e42cefd95787249826e7e653989c23aed,2,typescript,2226,2398
reactjs/ru.reactjs.org,reactjs/ru.react.dev,bd9305d3ead099b78b522967ae26539538e797ef,2,typescript,607,746
lane711/sonicjs,SonicJs-Org/sonicjs,79afb3db7a040a7a76da346116659b94f0a23979,2,typescript,1369,1662
solana-labs/solana-web3.js,solana-foundation/solana-web3.js,9108edcaa8faf2c05c3ccc85ff20d3d4df44a34b,2,typescript,2364,2751
th-ch/youtube-music,pear-devs/pear-desktop,ec3c1578d2c72676cb8a160b894449a91b13760f,3,typescript,28013,32923
ytmd-devs/ytmd,pear-devs/pear-desktop,ec3c1578d2c72676cb8a160b894449a91b13760f,3,typescript,28434,32923
tabarra/txadmin,citizenfx/txAdmin,3e5d510c092cb5d05a73e5faa680a9a14519935d,2,typescript,865,919
oasis-engine/engine,galacean/engine,1aaf2e60ac70323e3345797fcdd1f0a671d85b0e,3,typescript,3050,5853
galacean/runtime,galacean/engine,1aaf2e60ac70323e3345797fcdd1f0a671d85b0e,3,typescript,3895,5853
lascc/hack-tools,LasCC/HackTools,87a2d493c337ab2e9f32722f0744a52041480752,2,typescript,4922,5895
sap/ui5-webcomponents,UI5/webcomponents,d9e3b0ebec43df4416dc47a729b73c898e7e66a7,2,typescript,1668,1766
weseek/growi,growilabs/growi,c70d09172b1065b83e7ddf3df18b84154bb98529,2,typescript,1396,1462
vector-im/hydrogen-web,element-hq/hydrogen-web,ff6ae86af690b1cef65502f66e5d7f59a3b72c17,2,typescript,580,710
audiusproject/audius-protocol,AudiusProject/apps,4eb446b079ac612a7403ff4b44a52a751dd58349,2,typescript,589,615
superfluid-finance/protocol-monorepo,superfluid-org/protocol-monorepo,4672d14c6124c62c1a397e04034461021abe75a1,2,typescript,874,906
miodec/monkeytype,monkeytypegame/monkeytype,91777bca56468e4f5e04371f67622c107804be8f,2,typescript,6263,20487
primer/components,primer/react,617db658e82b65d0d9f636d966e1378246aa0c5a,2,typescript,1270,3883
jonnyburger/remotion,remotion-dev/remotion,f50c97e7169c83026b4c53a4b36818ea2055cd41,2,typescript,7412,55604
redwoodjs/redwood,redwoodjs/graphql,cc905f56bc84208d70699d1162d6faf9b2c1faf4,2,typescript,17597,17610
eggheadio/egghead-next,skillrecordings/egghead-next,ea811b541fc5ce6bf587e33f893fd64c2808bfa4,2,typescript,1206,1449
dushixiang/next-terminal,next-terminal/next-terminal,55919cc4ac1571c2676e75e64b3daeb0cac13560,2,typescript,5537,5601
