repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
nroduit/weasis,java,0,0,,,https://github.com/nroduit/weasis.git,0,0,0,2012-02-19T08:18:11,"[""dicom"", ""dicom-image"", ""dicom-image-viewer"", ""dicom-images"", ""dicom-pr"", ""dicom-rt"", ""dicom-seg"", ""dicom-viewer"", ""dicom-web-viewer"", ""dicomweb"", ""ecg"", ""export-dicom"", ""medical"", ""medical-imaging"", ""multiplanar-reconstruction"", ""viewer"", ""volume-rendering"", ""weasis""]"
objectbox/objectbox-java,java,0,0,,,https://github.com/objectbox/objectbox-java.git,0,0,0,2017-01-24T10:29:48,"[""android"", ""database"", ""edge"", ""embedded"", ""java"", ""kotlin"", ""mobile"", ""nosql"", ""sqlite"", ""sustainable"", ""sync"", ""vector""]"
mock-server/mockserver,java,0,0,,,https://github.com/mock-server/mockserver.git,0,0,0,2013-02-26T06:09:52,"[""grunt-plugin"", ""homebrew"", ""java-client"", ""javascript-client"", ""mock-server"", ""node-client"", ""node-module"", ""proxy"", ""ruby-client""]"
micronaut-projects/micronaut-core,java,1,1,3db7caf1594e2ab430f1fd9fdfdc028beab0a29c,3db7caf1594e2ab430f1fd9fdfdc028beab0a29c,https://github.com/micronaut-projects/micronaut-core.git,15,2,13,2018-03-07T12:05:08,"[""cloudnative"", ""groovy"", ""java"", ""kotlin"", ""microservices"", ""serverless""]"
line/armeria,java,0,0,,,https://github.com/line/armeria.git,2,2,0,2015-11-16T04:04:01,"[""gateway"", ""grpc"", ""grpc-client"", ""grpc-server"", ""hacktoberfest"", ""http"", ""http-client"", ""http-server"", ""http2"", ""micro-framework"", ""microservices"", ""netty"", ""rpc"", ""rpc-client"", ""rpc-framework"", ""rpc-library"", ""rpc-server"", ""thrift"", ""thrift-client"", ""thrift-server""]"
keycloak/keycloak,java,6,4,391b8b077482ef27acbae639dd47704dd9a3cb89,a4e6b73036b5dacd9cb14fb5aa6c438c68bcd317,https://github.com/keycloak/keycloak.git,34,20,14,2013-07-02T01:38:51,"[""keycloak"", ""oidc"", ""saml""]"
openhft/zero-allocation-hashing,java,0,0,,,https://github.com/openhft/zero-allocation-hashing.git,0,0,0,2014-10-31T04:28:52,"[""cityhash"", ""farmhash"", ""hash-functions"", ""hashing"", ""high-performance"", ""java"", ""murmurhash3"", ""openhft"", ""xxhash""]"
openhft/chronicle-wire,java,0,0,,,https://github.com/openhft/chronicle-wire.git,1,1,0,2015-01-15T02:47:29,"[""binary"", ""csv"", ""java"", ""json"", ""serialization"", ""yaml""]"
openapitools/openapi-diff,java,0,0,,,https://github.com/openapitools/openapi-diff.git,2,0,2,2017-12-12T12:39:30,"[""api"", ""diff"", ""openapi"", ""openapi-diff"", ""openapi-specification"", ""openapi3"", ""swagger""]"
openrefine/openrefine,java,0,0,,,https://github.com/openrefine/openrefine.git,6,3,3,2012-10-15T02:22:48,"[""data-analysis"", ""data-science"", ""data-wrangling"", ""datacleaning"", ""datacleansing"", ""datajournalism"", ""datamining"", ""java"", ""journalism"", ""opendata"", ""reconciliation"", ""wikidata""]"
pengrad/java-telegram-bot-api,java,0,0,,,https://github.com/pengrad/java-telegram-bot-api.git,0,0,0,2015-08-04T11:58:56,"[""bot"", ""telegram"", ""telegram-api"", ""telegram-bot"", ""telegram-bot-api""]"
oraxen/oraxen,java,1,1,f86095b922a33070d001e08a2e7d7a3f12357b98,f86095b922a33070d001e08a2e7d7a3f12357b98,https://github.com/oraxen/oraxen.git,10,7,3,2019-08-20T07:36:00,"[""java"", ""minecraft"", ""minecraft-plugin"", ""spigot"", ""spigot-plugin""]"
osudroid/osu-droid,java,0,0,,,https://github.com/osudroid/osu-droid.git,0,0,0,2020-03-21T08:39:39,"[""andengine"", ""android"", ""droid"", ""java"", ""mobile-app"", ""mobile-development"", ""mobilegame"", ""osu"", ""osu-droid"", ""osudroid"", ""osuforandroid"", ""osugame"", ""rhythm"", ""rhythm-game""]"
plutext/docx4j,java,0,0,,,https://github.com/plutext/docx4j.git,12,2,10,2012-05-11T10:13:30,[]
pinpoint-apm/pinpoint,java,0,0,,,https://github.com/pinpoint-apm/pinpoint.git,1,1,0,2014-10-20T09:27:22,"[""agent"", ""apm"", ""distributed-tracing"", ""monitoring"", ""performance"", ""tracing""]"
prometheus/client_java,java,0,0,,,https://github.com/prometheus/client_java.git,4,3,1,2013-02-03T10:55:49,"[""instrumentation"", ""java"", ""metrics"", ""prometheus""]"
openrewrite/rewrite,java,0,0,,,https://github.com/openrewrite/rewrite.git,46,14,32,2020-05-12T08:16:14,"[""abstract-syntax-tree"", ""ast"", ""code-search"", ""java"", ""refactoring"", ""refactoring-tools""]"
qiniu/android-sdk,java,0,0,,,https://github.com/qiniu/android-sdk.git,0,0,0,2012-08-06T01:34:03,[]
open-telemetry/opentelemetry-java-instrumentation,java,1,1,5303808fe9ba17ac962789de4d4c7b3591f61dc5,5303808fe9ba17ac962789de4d4c7b3591f61dc5,https://github.com/open-telemetry/opentelemetry-java-instrumentation.git,94,89,5,2019-09-25T08:19:14,[]
randoop/randoop,java,0,0,,,https://github.com/randoop/randoop.git,0,0,0,2015-05-01T08:42:29,"[""java"", ""test"", ""test-automation"", ""test-automation-java"", ""testing"", ""testing-tools""]"
plantuml/plantuml,java,0,0,,,https://github.com/plantuml/plantuml.git,3,1,2,2010-11-04T03:55:50,"[""diagram"", ""diagram-as-code"", ""diagrams"", ""diagrams-as-code"", ""java"", ""plantuml"", ""uml"", ""uml-diagram""]"
rabbitmq/rabbitmq-java-client,java,0,0,,,https://github.com/rabbitmq/rabbitmq-java-client.git,0,0,0,2010-09-20T10:43:18,"[""java"", ""rabbitmq""]"
redis/jedis,java,0,0,,,https://github.com/redis/jedis.git,0,0,0,2010-06-11T01:04:43,"[""java"", ""jedis"", ""redis"", ""redis-client"", ""redis-cluster""]"
openems/openems,java,0,0,,,https://github.com/openems/openems.git,2,2,0,2016-10-16T02:57:33,"[""climatechange"", ""electric-vehicle-charging-station"", ""energy-management"", ""energy-storage"", ""hacktoberfest"", ""heatpump"", ""photovoltaics"", ""time-of-use-tariff""]"
rubenlagus/telegrambots,java,3,2,dec89336c8e19cf666267e046c0a13cc26ea2e86,057d150aa7bf9ee6e7269d0c2a761c975aa513bf,https://github.com/rubenlagus/telegrambots.git,6,1,5,2016-01-14T12:13:07,"[""java"", ""java-library"", ""jitpack"", ""maven"", ""polling"", ""spring-boot"", ""telegram"", ""telegram-bot"", ""telegram-bots-api"", ""webhook""]"
rest-assured/rest-assured,java,2,2,292a10578dd4cb6d199a9cc4ef5e64df4984975f,eeed4998fa81662ceab2ad75a718d9db95baa48c,https://github.com/rest-assured/rest-assured.git,4,1,3,2010-10-21T08:35:43,"[""groovy"", ""http"", ""java"", ""json"", ""kotlin"", ""rest"", ""rest-api"", ""test"", ""test-automation"", ""xml""]"
prestodb/presto,java,1,1,ccee37748054979b56129eca0b9afeeccaa4640b,ccee37748054979b56129eca0b9afeeccaa4640b,https://github.com/prestodb/presto.git,4,2,2,2012-08-09T01:03:37,"[""big-data"", ""data"", ""hadoop"", ""hive"", ""java"", ""lakehouse"", ""presto"", ""query"", ""sql""]"
schemacrawler/schemacrawler,java,0,0,,,https://github.com/schemacrawler/schemacrawler.git,0,0,0,2015-07-18T03:54:56,"[""database"", ""database-diagrams"", ""database-document"", ""database-documentation"", ""database-schema"", ""documentation"", ""driver"", ""e-r-diagram"", ""entity-relationship-diagram"", ""er-diagram"", ""java"", ""jdbc"", ""metadata-extraction"", ""reverse-engineering"", ""schema"", ""schemacrawler"", ""schemaspy""]"
selenide/selenide,java,1,1,9f69159d4e6286dfabf7b07096f9efa4ea5a9c91,9f69159d4e6286dfabf7b07096f9efa4ea5a9c91,https://github.com/selenide/selenide.git,25,7,18,2012-02-07T11:44:33,[]
skadistats/clarity,java,0,0,,,https://github.com/skadistats/clarity.git,2,0,2,2013-12-25T09:27:19,[]
opentripplanner/opentripplanner,java,0,0,,,https://github.com/opentripplanner/opentripplanner.git,3,3,0,2011-07-18T04:15:38,[]
slackapi/java-slack-sdk,java,0,0,,,https://github.com/slackapi/java-slack-sdk.git,0,0,0,2016-07-02T12:29:59,"[""bolt"", ""chatbot"", ""java"", ""jvm-languages"", ""kotlin"", ""slack"", ""slack-api"", ""slack-app"", ""slack-bot"", ""socket-mode"", ""websocket"", ""websocket-client"", ""websockets""]"
softinstigate/restheart,java,0,0,,,https://github.com/softinstigate/restheart.git,1,1,0,2014-11-16T06:01:01,"[""ai-agents"", ""data-persistence"", ""database"", ""docker"", ""framework"", ""graphql"", ""java"", ""mcp"", ""mcp-server"", ""microservice"", ""model-context-protocol"", ""mongodb"", ""nosql"", ""rest"", ""rest-api"", ""restheart"", ""webservice"", ""websockets""]"
red5/red5-server,java,0,0,,,https://github.com/red5/red5-server.git,1,0,1,2013-11-19T05:04:10,"[""aac"", ""eclipse"", ""flash"", ""flv"", ""java"", ""live-streaming"", ""mp4"", ""red5"", ""red5-server"", ""red5pro"", ""streaming"", ""vod""]"
sofastack/sofa-ark,java,0,0,,,https://github.com/sofastack/sofa-ark.git,0,0,0,2018-03-12T09:07:08,"[""classloader-isolation"", ""sofa-ark"", ""sofa-boot"", ""sofastack""]"
spockframework/spock,java,0,0,,,https://github.com/spockframework/spock.git,1,0,1,2010-12-12T07:02:34,"[""bdd-style-testing-framework"", ""groovy"", ""java"", ""spock-framework"", ""testing""]"
rsksmart/rskj,java,0,0,,,https://github.com/rsksmart/rskj.git,4,3,1,2017-05-16T02:47:56,[]
spair/imgui-java,java,0,0,,,https://github.com/spair/imgui-java.git,1,0,1,2019-12-29T09:01:06,"[""binding"", ""dear-imgui"", ""dearimgui"", ""glfw"", ""gui"", ""imgui"", ""imgui-java"", ""java"", ""jni"", ""jvm"", ""lwjgl"", ""lwjgl3"", ""native"", ""opengl"", ""opengl3"", ""port"", ""ui""]"
spring-projects/spring-amqp,java,0,0,,,https://github.com/spring-projects/spring-amqp.git,0,0,0,2010-11-17T03:50:16,[]
sirixdb/sirix,java,46,14,5f65cf7dcca34a7329a2cf2fefc04521f1d8e226,164f8d548f75e9e0fec599e6f5aaada6d3af59ed,https://github.com/sirixdb/sirix.git,86,48,38,2012-06-09T02:22:14,"[""comparison"", ""coroutines"", ""diff"", ""diff-algorithm"", ""diffing"", ""hacktoberfest"", ""hashing"", ""java"", ""json"", ""jsoniq"", ""keycloak"", ""kotlin"", ""snapshot"", ""ssd"", ""storage"", ""temporal-data"", ""versioning"", ""vertx"", ""xml"", ""xquery""]"
spring-projects/spring-integration,java,0,0,,,https://github.com/spring-projects/spring-integration.git,0,0,0,2011-07-22T09:47:27,"[""eip"", ""java"", ""microservices"", ""spring""]"
sonarsource/sonar-java,java,2,2,1d35938c612dfc89c87cea2d7ef9c27143f6de84,7e97a86e406e187e423c12aa007146cccd3ce9b8,https://github.com/sonarsource/sonar-java.git,27,17,10,2012-09-04T03:53:13,"[""analysis"", ""analyzer"", ""java"", ""language-team"", ""quality"", ""sonarcloud"", ""sonarlint"", ""sonarqube"", ""static-analysis"", ""static-analyzer"", ""static-code-analysis""]"
stefan-niedermann/nextcloud-notes,java,0,0,,,https://github.com/stefan-niedermann/nextcloud-notes.git,0,0,0,2015-10-01T03:53:21,[]
spring-projects/sts4,java,0,0,,,https://github.com/spring-projects/sts4.git,0,0,0,2016-08-16T03:04:50,"[""eclipse"", ""spring"", ""spring-boot"", ""sts4"", ""theia"", ""visual-studio-code"", ""vscode-extension""]"
stripe/stripe-java,java,0,0,,,https://github.com/stripe/stripe-java.git,2,2,0,2011-08-09T12:06:31,"[""java"", ""stripe"", ""stripe-sdk""]"
strimzi/strimzi-kafka-operator,java,0,0,,,https://github.com/strimzi/strimzi-kafka-operator.git,0,0,0,2016-05-06T08:52:33,"[""data-stream"", ""data-streaming"", ""data-streams"", ""hacktoberfest"", ""kafka"", ""kafka-connect"", ""kafka-streams"", ""kubernetes"", ""kubernetes-controller"", ""kubernetes-operator"", ""messaging"", ""openshift""]"
tony19/logback-android,java,0,0,,,https://github.com/tony19/logback-android.git,6,2,1,2011-06-29T06:47:06,"[""android"", ""java"", ""logback"", ""logging-library""]"
tomakehurst/wiremock,java,3,2,90457450f92dff5a8455d754f6af0a2617e247b7,ffee1e59f437bb92bf6c4ed0f3e1b7df1293ebcb,https://github.com/tomakehurst/wiremock.git,14,7,7,2011-10-09T08:27:24,[]
tartaricacid/touhoulittlemaid,java,0,0,,,https://github.com/tartaricacid/touhoulittlemaid.git,0,0,0,2019-06-30T10:31:31,"[""forge"", ""java"", ""maid"", ""minecraft""]"
trekawek/coffee-gb,java,0,0,,,https://github.com/trekawek/coffee-gb.git,53,38,15,2017-01-06T12:38:41,"[""emulator"", ""gameboy"", ""gameboy-emulator"", ""z80""]"
tronprotocol/wallet-cli,java,5,2,c9233c1e7d65d0ae03e2fca205a79706405b3dad,3e31a386e46b3c9e1b8285d0b8e2b8a0e341c947,https://github.com/tronprotocol/wallet-cli.git,9,5,4,2018-01-31T01:07:40,[]
uber/nullaway,java,0,0,,,https://github.com/uber/nullaway.git,0,0,0,2017-09-01T05:35:57,"[""android"", ""java"", ""nullability"", ""nullability-analysis"", ""static-analysis"", ""static-code-analysis""]"
ulisesbocchio/jasypt-spring-boot,java,0,0,,,https://github.com/ulisesbocchio/jasypt-spring-boot.git,0,0,0,2015-05-27T02:00:55,"[""encryptable-properties"", ""encryption"", ""java"", ""java-8"", ""java8"", ""security"", ""spring"", ""spring-boot"", ""spring-boot-2"", ""spring-boot-starter"", ""spring-boot2"", ""web"", ""webapp"", ""website""]"
viaversion/viabackwards,java,0,0,,,https://github.com/viaversion/viabackwards.git,0,0,0,2016-07-18T05:41:30,"[""bukkit"", ""bungeecord"", ""hacktoberfest"", ""java-edition"", ""minecraft"", ""spigot"", ""sponge"", ""viaversion""]"
spotbugs/spotbugs,java,12,4,abb6351cb2723431e5427b0f7bd8af608e43b283,85a0cba538ee9a5e7b8f9ba3d38479c63cb5db47,https://github.com/spotbugs/spotbugs.git,11,1,10,2016-11-04T10:18:08,"[""code-analysis"", ""findbugs"", ""hacktoberfest"", ""linter"", ""static-analysis"", ""static-code-analysis""]"
typetools/checker-framework,java,0,0,,,https://github.com/typetools/checker-framework.git,0,0,0,2015-07-03T11:09:17,"[""java"", ""types"", ""verification""]"
viaversion/viaversion,java,0,0,,,https://github.com/viaversion/viaversion.git,0,0,0,2016-02-28T10:39:27,"[""bukkit"", ""bungeecord"", ""fabric"", ""hacktoberfest"", ""java"", ""java-edition"", ""minecraft"", ""paper"", ""plugin"", ""spigot"", ""sponge"", ""sponge-plugin"", ""velocity"", ""viaversion""]"
warmuuh/milkman,java,0,0,,,https://github.com/warmuuh/milkman.git,0,0,0,2019-03-27T01:42:47,"[""grpc"", ""hacktoberfest"", ""http"", ""milkman-plugins"", ""rest"", ""testing""]"
theonedev/onedev,java,0,0,,,https://github.com/theonedev/onedev.git,0,0,0,2018-11-06T02:57:01,"[""ci-cd"", ""devops"", ""git"", ""kanban"", ""packages"", ""self-hosted""]"
vladimir-bukhtoyarov/bucket4j,java,0,0,,,https://github.com/vladimir-bukhtoyarov/bucket4j.git,0,0,0,2014-10-12T02:19:18,[]
xerial/snappy-java,java,0,0,,,https://github.com/xerial/snappy-java.git,1,0,1,2012-09-06T01:30:21,[]
webbukkit/dynmap,java,0,0,,,https://github.com/webbukkit/dynmap.git,0,0,0,2010-12-27T06:47:24,"[""fabricmc-mod"", ""forge-mod"", ""minecraft-mod"", ""papermc-plugins"", ""spigotmc-plugins""]"
xetorthio/jedis,java,0,0,,,https://github.com/xetorthio/jedis.git,15,9,6,2010-06-11T01:04:43,[]
xipki/xipki,java,0,0,,,https://github.com/xipki/xipki.git,0,0,0,2014-03-29T08:16:04,"[""acme"", ""ca"", ""certificate"", ""certificate-authority"", ""certification-authority"", ""cmp"", ""crl"", ""est"", ""hsm"", ""mldsa"", ""mlkem"", ""ocsp"", ""ocsp-responder"", ""pkcs11"", ""pki"", ""rest-api""]"
wechat-group/wxjava,java,14,11,0854e4d971de8e63dd8f6ae745293e8b7478ea6f,fab98621c0901e31deee89d878f32ba3775ca2d5,https://github.com/wechat-group/wxjava.git,99,10,89,2016-01-06T08:24:05,"[""cp"", ""hacktoberfest"", ""java"", ""miniapp"", ""miniprogram"", ""mp"", ""open"", ""sdk"", ""weapp"", ""wechat"", ""wechat-sdk"", ""weixin"", ""weixin-sdk"", ""wxjava"", ""wxpay""]"
wso2/product-apim,java,0,0,,,https://github.com/wso2/product-apim.git,28,25,3,2014-06-11T08:05:00,"[""api-gateway"", ""api-management"", ""apis"", ""gateway"", ""microservices"", ""rest"", ""synapse""]"
vaadin/flow,java,5,3,b2c4b9a91e353d3acfe08a45e22f61c4f6bab725,3a51a38ebccd02e4d08a94894a89711789f3a2ff,https://github.com/vaadin/flow.git,34,14,20,2015-04-29T05:54:35,"[""java"", ""vaadin"", ""vaadin-flow"", ""web-application-framework""]"
yahoo/athenz,java,2,1,245d63cff8cc5c03eb19cd39d8413e9d4c2ebd7c,245d63cff8cc5c03eb19cd39d8413e9d4c2ebd7c,https://github.com/yahoo/athenz.git,7,4,3,2016-11-16T06:23:08,[]
triplea-game/triplea,java,0,0,,,https://github.com/triplea-game/triplea.git,0,0,0,2015-07-27T09:32:58,"[""free"", ""game"", ""good-first-issue"", ""opensource"", ""strategy"", ""strategy-game"", ""turn-based-strategy"", ""world-war-2""]"
opennms/opennms,java,1,1,9ac319ae65b529af1014d11f6178256c2b764ec6,9ac319ae65b529af1014d11f6178256c2b764ec6,https://github.com/opennms/opennms.git,8,6,2,2013-04-11T06:22:33,"[""alerting"", ""enterprise-grade"", ""horizon"", ""java"", ""meridian"", ""metrics"", ""monitoring"", ""network-monitoring"", ""network-monitoring-tool"", ""opennms""]"
rstudio/rstudio,java,0,0,,,https://github.com/rstudio/rstudio.git,8,4,4,2010-12-07T07:10:25,[]
zhangdaiscott/jeecg-boot,java,0,0,,,https://github.com/zhangdaiscott/jeecg-boot.git,0,0,0,2018-11-26T10:40:00,[]
