repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
mobsf/mobile-security-framework-mobsf,javascript,0,0,,,https://github.com/mobsf/mobile-security-framework-mobsf.git,0,0,0,2015-01-31T04:36:01,"[""android-security"", ""api-testing"", ""apk"", ""cwe"", ""devsecops"", ""dynamic-analysis"", ""ios-security"", ""malware-analysis"", ""mastg"", ""masvs"", ""mobile-security"", ""mobsf"", ""mstg"", ""owasp"", ""rest"", ""runtime-security"", ""static-analysis"", ""web-security"", ""windows-mobile-security""]"
mixpanel/mixpanel-js,javascript,0,0,,,https://github.com/mixpanel/mixpanel-js.git,10,8,2,2014-05-15T07:12:17,"[""analytics"", ""browser"", ""javascript"", ""mixpanel"", ""mixpanel-javascript-library"", ""sdk""]"
linuxmint/cinnamon-spices-applets,javascript,0,0,,,https://github.com/linuxmint/cinnamon-spices-applets.git,0,0,0,2016-12-31T02:26:11,[]
moleculerjs/moleculer,javascript,0,0,,,https://github.com/moleculerjs/moleculer.git,8,5,3,2017-02-17T11:11:35,"[""distributed-systems"", ""microservice"", ""microservice-framework"", ""microservices"", ""moleculer"", ""nodejs""]"
mozilla/rhino,javascript,0,0,,,https://github.com/mozilla/rhino.git,0,0,0,2011-05-12T06:47:26,[]
krausest/js-framework-benchmark,javascript,0,0,,,https://github.com/krausest/js-framework-benchmark.git,0,0,0,2015-12-09T08:10:53,[]
newrelic/node-newrelic,javascript,0,0,,,https://github.com/newrelic/node-newrelic.git,5,2,3,2013-01-03T10:19:32,[]
meteor/meteor,javascript,0,0,,,https://github.com/meteor/meteor.git,5,1,4,2012-01-19T01:58:17,"[""build-system"", ""framework"", ""hacktoberfest"", ""javascript"", ""meteor"", ""mongodb"", ""nodejs"", ""npm"", ""react"", ""reactive-programming"", ""realtime"", ""rpc"", ""zero-configuration""]"
mulesoft/api-console,javascript,0,0,,,https://github.com/mulesoft/api-console.git,0,0,0,2013-06-26T02:50:02,"[""raml"", ""raml-document"", ""raml-tooling""]"
newlifex/newlife.cube,javascript,0,0,,,https://github.com/newlifex/newlife.cube.git,0,0,0,2018-05-19T05:02:16,"[""admin"", ""asp-net-core"", ""csharp"", ""cube"", ""net-mvc"", ""newlife""]"
nodemailer/nodemailer,javascript,6,2,203c8ecf97594ac2e69919b0f3ba966c0f86750e,07d8253326ecefff9f7d92c157429ce8bc7335f8,https://github.com/nodemailer/nodemailer.git,25,6,19,2011-01-19T09:17:36,"[""email"", ""email-sender"", ""nodemailer"", ""rfc822""]"
nicroto/viktor,javascript,0,0,,,https://github.com/nicroto/viktor.git,0,0,0,2015-04-06T02:06:24,[]
nodemailer/wildduck,javascript,0,0,,,https://github.com/nodemailer/wildduck.git,0,0,0,2017-03-05T09:23:24,"[""imap-server"", ""lmtp"", ""mongodb"", ""pop3-server""]"
nuknightlab/timelinejs3,javascript,0,0,,,https://github.com/nuknightlab/timelinejs3.git,0,0,0,2014-07-29T04:24:03,[]
openzeppelin/openzeppelin-contracts-upgradeable,javascript,0,0,,,https://github.com/openzeppelin/openzeppelin-contracts-upgradeable.git,0,0,0,2018-07-20T08:22:39,[]
openzeppelin/openzeppelin-contracts,javascript,6,2,36f867827b069daef82651591129dca801c46309,64fc5ff348c4227577df66418aa5090ef1cb95a9,https://github.com/openzeppelin/openzeppelin-contracts.git,9,3,6,2016-08-01T08:54:54,"[""ethereum"", ""evm"", ""security"", ""smart-contracts"", ""solidity""]"
patriksimek/vm2,javascript,0,0,,,https://github.com/patriksimek/vm2.git,2,0,2,2014-01-14T11:31:39,"[""javascript"", ""node-js"", ""sandbox"", ""security"", ""vm""]"
orangecoding/fredy,javascript,0,0,,,https://github.com/orangecoding/fredy.git,2,2,0,2018-01-15T07:39:00,"[""appartment"", ""appartments"", ""crawler"", ""ebay-kleinanzeigen"", ""fredy"", ""immobilien"", ""immobilienscout24"", ""immonet"", ""immoscout24"", ""immowelt"", ""nodejs"", ""puppeteer"", ""real-estate"", ""real-estate-search"", ""self-hosted"", ""telegrambots"", ""web-scraping"", ""wg-gesucht"", ""wohnungssuche""]"
popcorn-official/popcorn-desktop,javascript,0,0,,,https://github.com/popcorn-official/popcorn-desktop.git,0,0,0,2016-02-16T11:07:20,"[""bittorrent"", ""desktop"", ""nwjs"", ""popcorn"", ""popcorn-time"", ""popcorntime"", ""streaming""]"
pcottle/learngitbranching,javascript,0,0,,,https://github.com/pcottle/learngitbranching.git,0,0,0,2012-08-13T10:36:09,[]
nextcloud/mail,javascript,8,2,45766aef5136e9a734aa47ce5805ad15985ada57,d141a5740d92a18ac1d66a3df121c2697f1c0a41,https://github.com/nextcloud/mail.git,21,1,20,2016-08-28T10:24:06,"[""hacktoberfest"", ""horde"", ""imap"", ""nextcloud"", ""nextcloud-vue-app"", ""open-source"", ""php"", ""php-mail"", ""single-page-app"", ""smtp"", ""webmail""]"
prismarinejs/flying-squid,javascript,0,0,,,https://github.com/prismarinejs/flying-squid.git,1,0,1,2015-08-25T11:30:19,"[""game"", ""minecraft"", ""minecraft-server"", ""protocol"", ""server"", ""voxel""]"
protofire/solhint,javascript,0,0,,,https://github.com/protofire/solhint.git,0,0,0,2017-10-16T11:48:44,"[""ast"", ""code-quality"", ""dapp"", ""developer-tools"", ""ethereum"", ""linter"", ""security-scanner"", ""smart-contracts"", ""solhint"", ""solidity""]"
pyramation/latex2js,javascript,0,0,,,https://github.com/pyramation/latex2js.git,0,0,0,2013-08-20T05:44:28,[]
olifolkerd/tabulator,javascript,19,5,56a2340aa9fb9de4859b480613c6aef77636e8ca,b837432bcd6297f79b1f5f9bf8428891c96c73d6,https://github.com/olifolkerd/tabulator.git,19,7,12,2015-10-24T01:28:31,"[""ajax"", ""cdnjs"", ""data"", ""grid"", ""grid-layout"", ""grid-system"", ""javascript"", ""jquery"", ""json"", ""list"", ""react"", ""sort"", ""table"", ""tabulator"", ""tabulator-table"", ""widget""]"
llk/scratch-www,javascript,0,0,,,https://github.com/llk/scratch-www.git,0,0,0,2015-08-28T08:14:36,[]
retirejs/retire.js,javascript,0,0,,,https://github.com/retirejs/retire.js.git,0,0,0,2013-08-30T09:43:44,"[""build-tool"", ""chrome-extension"", ""firefox-extension"", ""grunt-plugins"", ""insecure-libraries"", ""javascript"", ""sbom"", ""sbom-generator"", ""sbom-tool"", ""scanner"", ""security"", ""software-composition-analysis"", ""vulnerabilities"", ""vulnerable-libraries""]"
pwndoc/pwndoc,javascript,0,0,,,https://github.com/pwndoc/pwndoc.git,1,0,1,2020-01-13T11:42:23,"[""audit"", ""collaboration"", ""infosec"", ""penetration-testing"", ""pentest"", ""pentesting-tool"", ""reporting"", ""reporting-tool"", ""security"", ""security-audit"", ""security-tool"", ""vulnerabilities""]"
mozilla/pdf.js,javascript,0,0,,,https://github.com/mozilla/pdf.js.git,0,0,0,2011-04-26T06:32:03,[]
rstudio/shiny-server,javascript,0,0,,,https://github.com/rstudio/shiny-server.git,0,0,0,2012-08-22T06:42:22,[]
rstudio/bookdown,javascript,0,0,,,https://github.com/rstudio/bookdown.git,1,0,1,2015-10-28T05:03:18,"[""book"", ""bookdown"", ""epub"", ""gitbook"", ""html"", ""latex"", ""rmarkdown""]"
sahat/hackathon-starter,javascript,0,0,,,https://github.com/sahat/hackathon-starter.git,0,0,0,2013-11-13T05:24:12,"[""boilerplate"", ""hackathon"", ""hacktoberfest"", ""nodejs"", ""oauth2"", ""starter-kit""]"
prebid/prebid.js,javascript,67,16,435d22a279a714d1d3c84f47150a1585100909bd,d8c8e320df2b276df0685b3de87124538cc89b6c,https://github.com/prebid/prebid.js.git,77,45,32,2015-07-19T03:26:23,"[""bidder-adapter"", ""header-bidding"", ""prebid""]"
rollbar/rollbar.js,javascript,0,0,,,https://github.com/rollbar/rollbar.js.git,4,4,0,2012-12-12T08:00:01,"[""crash-reporting"", ""error-handling"", ""error-monitoring"", ""errors"", ""expressjs"", ""javascript"", ""nextjs"", ""nodejs"", ""react"", ""rollbar"", ""typescript""]"
salesforce/cloudsplaining,javascript,2,1,c0546f7cfa91dfd703bceeb451513ab139b14384,c0546f7cfa91dfd703bceeb451513ab139b14384,https://github.com/salesforce/cloudsplaining.git,1,0,1,2020-04-18T02:23:56,"[""aws"", ""aws-iam"", ""aws-security"", ""cloud"", ""cloud-security"", ""hacktoberfest"", ""iam"", ""salesforce"", ""security""]"
retroreversing/retroreversing,javascript,0,0,,,https://github.com/retroreversing/retroreversing.git,0,0,0,2016-08-14T06:35:07,[]
salesforce/lwc,javascript,0,0,,,https://github.com/salesforce/lwc.git,5,5,0,2017-07-28T09:21:56,"[""framework"", ""library"", ""lwc"", ""salesforce"", ""web-component"", ""webcomponents""]"
scality/cloudserver,javascript,0,0,,,https://github.com/scality/cloudserver.git,1,1,0,2016-06-01T09:58:56,"[""artesca"", ""aws-s3"", ""cloud"", ""cloud-native"", ""cloud-storage"", ""docker"", ""javascript"", ""multiple-backends"", ""nodejs"", ""object-storage"", ""s3-storage"", ""storage"", ""zenko""]"
sindresorhus/eslint-plugin-unicorn,javascript,0,0,,,https://github.com/sindresorhus/eslint-plugin-unicorn.git,1,0,1,2016-04-09T07:48:04,"[""eslint"", ""eslint-config"", ""eslint-plugin"", ""eslint-rules"", ""javascript"", ""linting-rules"", ""nodejs"", ""unicorns"", ""xo""]"
shopperlabs/framework,javascript,0,0,,,https://github.com/shopperlabs/framework.git,0,0,0,2020-09-05T07:04:14,"[""admin-dashboard"", ""e-commerce"", ""laravel"", ""laravel-ecommerce"", ""laravel-shopper"", ""livewire"", ""tailwindcss""]"
scality/zenko,javascript,0,0,,,https://github.com/scality/zenko.git,0,0,0,2017-06-07T12:53:14,"[""artesca"", ""aws-s3"", ""azure-storage"", ""cloud-native"", ""docker-swarm"", ""google-cloud"", ""grafana"", ""helm"", ""hybrid-cloud"", ""kafka"", ""kubernetes"", ""mongodb"", ""multi-cloud"", ""object-storage"", ""prometheus"", ""redis"", ""scality"", ""zenko"", ""zookeeper""]"
sentsin/layui,javascript,0,0,,,https://github.com/sentsin/layui.git,2,2,0,2015-09-22T08:12:03,[]
squaremo/amqp.node,javascript,0,0,,,https://github.com/squaremo/amqp.node.git,38,31,7,2013-06-12T02:29:36,[]
sveltejs/kit,javascript,0,0,,,https://github.com/sveltejs/kit.git,17,12,5,2020-10-15T02:00:23,"[""svelte""]"
sverweij/dependency-cruiser,javascript,0,0,,,https://github.com/sverweij/dependency-cruiser.git,3,1,2,2016-11-20T08:05:37,"[""architecture-diagram"", ""circular-dependencies"", ""dependencies"", ""dependency-analysis"", ""dependency-cruiser"", ""dependency-graph"", ""javascript"", ""jsx"", ""static-analysis"", ""tsx"", ""typescript"", ""vue""]"
stackernews/stacker.news,javascript,0,0,,,https://github.com/stackernews/stacker.news.git,0,0,0,2021-06-28T10:52:54,"[""bitcoin"", ""graphql"", ""lightning"", ""lightning-network"", ""lnd"", ""micropayments"", ""next"", ""plpgsql"", ""postgresql""]"
swagger-api/swagger-editor,javascript,0,0,,,https://github.com/swagger-api/swagger-editor.git,0,0,0,2014-05-02T10:47:10,"[""hacktoberfest"", ""open-source"", ""openapi-specification"", ""openapi3"", ""openapi31"", ""rest"", ""rest-api"", ""swagger"", ""swagger-editor"", ""swagger-oss"", ""swagger-ui""]"
sweetalert2/sweetalert2,javascript,0,0,,,https://github.com/sweetalert2/sweetalert2.git,0,0,0,2015-01-03T04:15:52,"[""accessible"", ""alert"", ""angular"", ""confirm"", ""confirmation-dialog"", ""dialog"", ""modal"", ""notifications"", ""popup"", ""prompt"", ""react"", ""sweetalert"", ""sweetalert2"", ""toast"", ""vue"", ""wai-aria""]"
sitespeedio/sitespeed.io,javascript,0,0,,,https://github.com/sitespeedio/sitespeed.io.git,9,1,8,2012-07-04T07:17:10,"[""metrics"", ""monitoring"", ""perfmatters"", ""performance-analysis"", ""performance-dashboard"", ""performance-metrics"", ""sitespeed"", ""web"", ""webperf""]"
skyvers/skyve,javascript,23,5,ea9303869fac38e183741cf9c944aafb9a94c016,b260fbb0557add679704ee0b0fe681a7d7ec8ba5,https://github.com/skyvers/skyve.git,18,7,11,2014-07-28T06:06:39,"[""framework"", ""java"", ""low-code"", ""skyve"", ""xml""]"
swagger-api/swagger-js,javascript,0,0,,,https://github.com/swagger-api/swagger-js.git,0,0,0,2012-02-16T12:08:43,"[""hacktoberfest"", ""javascript"", ""open-source"", ""openapi-specification"", ""openapi3"", ""openapi31"", ""rest"", ""rest-api"", ""swagger"", ""swagger-api"", ""swagger-js"", ""swagger-oss""]"
thatguysam/doesitarm,javascript,0,0,,,https://github.com/thatguysam/doesitarm.git,0,0,0,2020-09-16T01:33:22,"[""aarch64"", ""apple"", ""apple-silicon"", ""arm"", ""arm64"", ""bigsur"", ""compatibility"", ""hacktoberfest-accepted"", ""m1"", ""m1-chips"", ""mac-app-store"", ""macos"", ""macos-application"", ""macos-big-sur"", ""rosetta"", ""wwdc""]"
thedjpetersen/subway,javascript,6,1,58d99655ded04101a76b092ba52296b267ccbb23,58d99655ded04101a76b092ba52296b267ccbb23,https://github.com/thedjpetersen/subway.git,1,0,1,2011-12-20T06:15:14,[]
theotherp/nzbhydra2,javascript,0,0,,,https://github.com/theotherp/nzbhydra2.git,0,0,0,2017-09-15T05:08:08,"[""metasearch"", ""nzb"", ""usenet""]"
tediousjs/node-mssql,javascript,0,0,,,https://github.com/tediousjs/node-mssql.git,20,5,15,2013-08-10T11:12:35,"[""javascript"", ""mssql"", ""nodejs"", ""sql-server"", ""tds""]"
toorshia/justgage,javascript,0,0,,,https://github.com/toorshia/justgage.git,0,0,0,2012-08-13T10:58:00,[]
totallyinformation/node-red-contrib-uibuilder,javascript,0,0,,,https://github.com/totallyinformation/node-red-contrib-uibuilder.git,0,0,0,2017-04-18T03:54:31,"[""css"", ""dashboard"", ""data-driven"", ""flow-based-programming"", ""html"", ""javascript"", ""low-code"", ""no-code"", ""node-red"", ""ui"", ""web-app"", ""web-application"", ""web-components"", ""webapp"", ""website"", ""websockets"", ""zero-code""]"
ttop32/mousetooltiptranslator,javascript,0,0,,,https://github.com/ttop32/mousetooltiptranslator.git,2,2,0,2020-12-24T12:11:12,"[""browser-extension"", ""chatgpt"", ""chrome"", ""chrome-extension"", ""dictionaries"", ""dictionary"", ""dual"", ""ebook"", ""epub"", ""extension"", ""manifest-v3"", ""ocr"", ""pdf"", ""subtitle"", ""translate"", ""translator"", ""tts"", ""vue"", ""webextension"", ""youtube""]"
uhop/stream-json,javascript,0,0,,,https://github.com/uhop/stream-json.git,0,0,0,2013-08-11T02:17:41,"[""filter"", ""json"", ""json-parser"", ""jsonc"", ""large-files"", ""memory-efficient"", ""nodejs"", ""parser"", ""pipeline"", ""sax"", ""stream"", ""streaming"", ""streaming-json"", ""tokenizer"", ""web-streams""]"
quarto-dev/quarto-cli,javascript,0,0,,,https://github.com/quarto-dev/quarto-cli.git,84,21,63,2020-09-25T01:25:46,[]
uiv-lib/uiv,javascript,0,0,,,https://github.com/uiv-lib/uiv.git,8,7,1,2017-02-28T07:03:15,"[""bootstrap"", ""ui"", ""vue"", ""vue3""]"
vendia/serverless-express,javascript,0,0,,,https://github.com/vendia/serverless-express.git,1,0,1,2016-09-13T11:29:07,"[""alb"", ""api-gateway"", ""aws"", ""aws-lambda"", ""aws-serverless"", ""dynamodb"", ""express"", ""express-js"", ""expressjs"", ""hacktoberfest"", ""lambda"", ""node"", ""node-js"", ""nodejs"", ""sam"", ""serverless"", ""serverless-applications"", ""serverless-express"", ""serverless-framework"", ""vendia""]"
troyeguo/koodo-reader,javascript,0,0,,,https://github.com/troyeguo/koodo-reader.git,0,0,0,2020-03-05T02:18:30,"[""book"", ""cb7"", ""cbr"", ""cbt"", ""cbz"", ""comic"", ""djvu"", ""docx"", ""ebook"", ""epub"", ""fb2"", ""html"", ""markdown"", ""mobi"", ""pdf"", ""reader"", ""rtf"", ""txt"", ""xml""]"
webpack/enhanced-resolve,javascript,0,0,,,https://github.com/webpack/enhanced-resolve.git,8,3,5,2012-08-13T02:45:48,"[""commonjs"", ""esm"", ""javascript"", ""resolve"", ""resolver""]"
tobychui/arozos,javascript,0,0,,,https://github.com/tobychui/arozos.git,2,0,2,2018-11-27T09:13:22,"[""aroz"", ""aroz-online"", ""arozos"", ""cloud"", ""diskstation"", ""dsm"", ""golang"", ""google-drive"", ""home-cloud"", ""home-server"", ""javascript"", ""nas"", ""network-attached-storage"", ""raspberry-pi"", ""storage"", ""synology-nas"", ""web-desktop"", ""web-os"", ""webdesktop""]"
talebook/talebook,javascript,24,14,5db25971568797419f7ebe4e60f64e98bfa17218,e0b66930ee5bc2e0362896cbd2e814924cb895ab,https://github.com/talebook/talebook.git,99,41,58,2016-09-13T03:35:40,[]
wheresrhys/fetch-mock,javascript,0,0,,,https://github.com/wheresrhys/fetch-mock.git,0,0,0,2015-04-30T09:27:58,[]
sefaria/sefaria-project,javascript,9,4,5308cceb0f4819a4058d46752dc5ca7b942d8d21,6e4e01ad254db3fcaeaeb08d905690a68e6931b9,https://github.com/sefaria/sefaria-project.git,32,15,17,2011-09-20T08:23:41,"[""jewish"", ""talmud"", ""torah""]"
wprig/wprig,javascript,0,0,,,https://github.com/wprig/wprig.git,0,0,0,2018-05-14T07:29:28,"[""build-tools"", ""performance"", ""progressive"", ""wordpress"", ""wordpress-child-theme"", ""wordpress-starter-theme"", ""wordpress-theme-development""]"
yaireo/tagify,javascript,0,0,,,https://github.com/yaireo/tagify.git,0,0,0,2016-10-13T09:08:08,[]
wps/domain-story-modeler,javascript,0,0,,,https://github.com/wps/domain-story-modeler.git,0,0,0,2018-08-31T09:05:00,"[""business-process"", ""collaborative-modeling"", ""domain-driven-design"", ""domainstorytelling"", ""modeling-tool""]"
webpack/webpack,javascript,0,0,,,https://github.com/webpack/webpack.git,6,1,5,2012-03-10T10:08:14,"[""amd"", ""build-tool"", ""commonjs"", ""compiler"", ""es2015"", ""es6"", ""esm"", ""javascript"", ""javascript-compiler"", ""javascript-modules"", ""loaders"", ""module-bundler"", ""plugins"", ""web"", ""web-performance"", ""webpack""]"
zalo/cascadestudio,javascript,0,0,,,https://github.com/zalo/cascadestudio.git,19,15,4,2020-07-23T09:18:55,"[""brep"", ""cad"", ""modeling"", ""opencascade"", ""scad""]"
zapier/zapier-platform,javascript,2,1,7443dcdee63761e6207cdef1de3092479f4d5899,7443dcdee63761e6207cdef1de3092479f4d5899,https://github.com/zapier/zapier-platform.git,7,3,4,2019-06-06T01:44:04,"[""cli"", ""nodejs"", ""zapier""]"
zotero/translators,javascript,0,0,,,https://github.com/zotero/translators.git,0,0,0,2011-07-03T05:40:38,[]
weizhiqiang1995/skyeye,javascript,0,0,,,https://github.com/weizhiqiang1995/skyeye.git,0,0,0,2019-05-19T07:08:40,"[""approval-process"", ""cms"", ""crm"", ""ehr"", ""erp"", ""hr"", ""layui"", ""mysql"", ""oa"", ""privileges"", ""redis"", ""skyeye"", ""springboot"", ""springboot2"", ""springcloud-vue"", ""websocket""]"
zotero/zotero,javascript,0,0,,,https://github.com/zotero/zotero.git,0,0,0,2011-10-27T07:46:48,[]
zxlie/fehelper,javascript,0,0,,,https://github.com/zxlie/fehelper.git,0,0,0,2013-03-10T06:02:24,"[""chatgpt"", ""chrome-extension"", ""code-beautify"", ""code-compress"", ""color-transfer"", ""crontab"", ""fehelper"", ""firefox-addon"", ""image-base64"", ""json"", ""json-format"", ""markdown-html"", ""microsoft-edge"", ""microsoft-edge-extension"", ""qrcode"", ""qrcode-decoder"", ""qrcode-generator"", ""web-fehelper""]"
zhw2590582/artplayer,javascript,0,0,,,https://github.com/zhw2590582/artplayer.git,0,0,0,2018-10-08T02:37:50,"[""contextmenu"", ""danmu"", ""highlight"", ""html5"", ""layers"", ""player"", ""quality"", ""screenshot"", ""subtitle"", ""thumbnails"", ""video""]"
irosthebeggar/mstream,javascript,251,87,4bc305af5133fcab743a62523f095365af8acdbd,2696485fc34424b0f95e920f8a430990bc58b8f8,https://github.com/irosthebeggar/mstream.git,261,113,148,2015-12-05T10:26:26,"[""javascript"", ""lokijs"", ""mstream"", ""music"", ""music-streaming"", ""music-streaming-server""]"
zhennann/cabloy,javascript,4,1,872f9ae83cb0b82738e2c0754706a62b0d15a2ea,872f9ae83cb0b82738e2c0754706a62b0d15a2ea,https://github.com/zhennann/cabloy.git,72,46,26,2018-01-14T05:13:19,"[""egg"", ""egg-framework"", ""framework7"", ""full-stack"", ""low-code"", ""low-code-development-platform"", ""nodejs"", ""paas-framework"", ""pro-code"", ""vue-admin"", ""workflow-engine""]"
wekan/wekan,javascript,9,4,536fc4913cab9b8fdbdf1cdd9827358a7d23a0b3,0ddc47a0db91a49f27903400e9ab6fc2146754bf,https://github.com/wekan/wekan.git,101,23,78,2014-01-21T01:26:28,"[""docker-image"", ""foss"", ""javascript"", ""kanban"", ""meteor"", ""real-time"", ""sandstorm"", ""snapcraft"", ""wekan""]"
zadam/trilium,javascript,23,6,ac21b1a53fa77a779a6d8ab8a0d4c3ff5939c6ea,f17a542041804c012c5a0e1c4c94528811410e3e,https://github.com/zadam/trilium.git,37,25,12,2017-05-23T12:30:20,"[""electron"", ""electron-app"", ""knowledge-base"", ""knowledge-graph"", ""knowledge-management"", ""knowledge-management-graph"", ""local-first"", ""note-managment"", ""note-taker"", ""note-taking"", ""notebook"", ""notes"", ""notes-app"", ""personal-knowledge-base"", ""personal-wiki"", ""scriptable"", ""self-hosted"", ""self-hosting"", ""wiki""]"
neomjs/neo,javascript,0,0,,,https://github.com/neomjs/neo.git,552,268,284,2019-11-10T11:56:02,"[""agent-memory"", ""ai"", ""ai-agent"", ""ai-memory"", ""context-engineering"", ""frontend"", ""frontend-runtime"", ""graph-rag"", ""javascript"", ""json"", ""knowledge-graph"", ""llm"", ""long-term-memory"", ""mcp"", ""mcp-server"", ""multi-agent-systems"", ""rag"", ""scene-graph"", ""semantic-search"", ""web-workers""]"
