repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,num_comment_lines,comment_density,has_teardown_pair,fixture_type_kind,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years
geekyants/vue-native-core,javascript,8ac40ebd709747e6ae0f94f7fe578c313a9cefd1,test/unit/features/options/watch.spec.js,<anonymous>_4,before_each,5,7,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/geekyants/vue-native-core/blob/8ac40ebd709747e6ae0f94f7fe578c313a9cefd1/test/unit/features/options/watch.spec.js#L5-L7,human_pre2022,human,,"beforeEach(() => {
    spy = jasmine.createSpy('watch')
  })",2020-12-15,2.809034907597536
geekyants/vue-native-core,javascript,8ac40ebd709747e6ae0f94f7fe578c313a9cefd1,test/unit/modules/observer/scheduler.spec.js,<anonymous>_13,before_each,14,16,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/geekyants/vue-native-core/blob/8ac40ebd709747e6ae0f94f7fe578c313a9cefd1/test/unit/modules/observer/scheduler.spec.js#L14-L16,human_pre2022,human,,"beforeEach(() => {
    spy = jasmine.createSpy('scheduler')
  })",2020-12-15,2.809034907597536
geekyants/vue-native-core,javascript,8ac40ebd709747e6ae0f94f7fe578c313a9cefd1,test/unit/modules/observer/watcher.spec.js,<anonymous>_5,before_each,6,20,15,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/geekyants/vue-native-core/blob/8ac40ebd709747e6ae0f94f7fe578c313a9cefd1/test/unit/modules/observer/watcher.spec.js#L6-L20,human_pre2022,human,,"beforeEach(() => {
    vm = new Vue({
      template: '<div></div>',
      data: {
        a: 1,
        b: {
          c: 2,
          d: 4
        },
        c: 'c',
        msg: 'yo'
      }
    }).$mount()
    spy = jasmine.createSpy('watcher')
  })",2020-12-15,2.809034907597536
arackaf/micro-graphql-react,javascript,5f11cb5cc39ce7c295a9ff58ae70c1630ff4f957,test/hooks/cachedResultSynchronouslyAvailable.test.js,<anonymous>_11,before_each,12,16,5,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/arackaf/micro-graphql-react/blob/5f11cb5cc39ce7c295a9ff58ae70c1630ff4f957/test/hooks/cachedResultSynchronouslyAvailable.test.js#L12-L16,human_pre2022,human,,"beforeEach(() => {
  client1 = new ClientMock(""endpoint1"");
  setDefaultClient(client1);
  renders = 0;
})",2020-11-23,2.8227241615331966
arackaf/micro-graphql-react,javascript,5f11cb5cc39ce7c295a9ff58ae70c1630ff4f957,test/hooks/oneQuery_props.test.js,<anonymous>_15,after_each,16,18,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/arackaf/micro-graphql-react/blob/5f11cb5cc39ce7c295a9ff58ae70c1630ff4f957/test/hooks/oneQuery_props.test.js#L16-L18,human_pre2022,human,,"afterEach(() => {
  cleanup();
})",2020-11-23,2.8227241615331966
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/config-spec.js,<anonymous>_10,before_each,11,17,6,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/config-spec.js#L11-L17,human_pre2022,human,,"beforeEach(() => {
    config.gsap.autoInjectUrl = 'test/fixtures/gsap.js';

    sandbox = sinon.createSandbox();
    sandbox.spy(gsap, 'ensure');
    sandbox.spy(gsap, 'loadFromCDN');
  })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/group-spec.js,<anonymous>_217,before_each,218,221,4,,0,per_test,1,1,0,1,0,0,0.0,1,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/group-spec.js#L218-L221,human_pre2022,human,,"beforeEach(() => {
      config.gsap.autoInjectUrl = 'test/fixtures/gsap.js';
      group = new Group({ name: 'group' });
    })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/group-spec.js,<anonymous>_359,before_each,360,372,12,,0,per_test,1,1,0,1,0,0,0.0,1,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/group-spec.js#L360-L372,human_pre2022,human,,"beforeEach(async () => {
      config.gsap.autoInjectUrl = 'test/fixtures/gsap.js';
      await setup();

      group = new Group({ name: 'group' });
      group.timelines = [
        {
          transformObject: divA,
          path: 'div[0]',
          props: { x: { '0s': 0, '12s': { value: 1000, ease: 'Linear.easeNone' } } },
        },
      ];
    })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/keyframes-spec.js,<anonymous>_286,before_each,287,294,8,,0,per_test,1,1,0,5,0,0,0.0,0,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/keyframes-spec.js#L287-L294,human_pre2022,human,,"beforeEach(() => {
      keyframes = new Keyframes([
        new Keyframe(0, 0),
        new Keyframe(1.5, 100),
        new Keyframe(0.5, 500),
        new Keyframe(10.2, 20),
      ]);
    })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/list-spec.js,<anonymous>_239,before_each,240,242,3,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/list-spec.js#L240-L242,human_pre2022,human,,"beforeEach(() => {
        list = new List([], Model);
      })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/list-spec.js,<anonymous>_306,before_each,307,309,3,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/list-spec.js#L307-L309,human_pre2022,human,,"beforeEach(() => {
        list = new List(['a', 'b', 'c', 'd']);
      })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/list-spec.js,<anonymous>_632,before_each,633,638,5,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/list-spec.js#L633-L638,human_pre2022,human,,"beforeEach(() => {
      list = new List([{ frame: 50 }, { frame: 33 }, { frame: 60 }, { frame: 2 }]);

      list.sortOn = 'frame';
      list.linkedList = true;
    })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/parser-spec.js,<anonymous>_52,after_each,53,55,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/parser-spec.js#L53-L55,human_pre2022,human,,"afterEach(() => {
    sandbox.restore();
  })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/parser-spec.js,<anonymous>_257,after_each,258,260,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/parser-spec.js#L258-L260,human_pre2022,human,,"afterEach(() => {
        document.body.removeChild(container);
      })",2020-12-17,4.501026694045175
spirit/spirit,javascript,60b9e06a35a48810ba2f3bf9dda353af50aa3776,test/utils-spec.js,<anonymous>_1007,after_each,1008,1010,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/spirit/spirit/blob/60b9e06a35a48810ba2f3bf9dda353af50aa3776/test/utils-spec.js#L1008-L1010,human_pre2022,human,,"afterEach(() => {
      document.body.removeChild(container);
    })",2020-12-17,4.501026694045175
molochventures/moloch,javascript,6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8,test/molochV2.test.js,<anonymous>_173,mocha_before,174,194,17,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/molochventures/moloch/blob/6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8/test/molochV2.test.js#L174-L194,human_pre2022,human,,"before('deploy contracts', async () => {
    tokenAlpha = await Token.new(deploymentConfig.TOKEN_SUPPLY)

    moloch = await Moloch.new(
      summoner,
      [tokenAlpha.address],
      deploymentConfig.PERIOD_DURATION_IN_SECONDS,
      deploymentConfig.VOTING_DURATON_IN_PERIODS,
      deploymentConfig.GRACE_DURATON_IN_PERIODS,
      deploymentConfig.PROPOSAL_DEPOSIT,
      deploymentConfig.DILUTION_BOUND,
      deploymentConfig.PROCESSING_REWARD
    )

    const depositTokenAddress = await moloch.depositToken()
    assert.equal(depositTokenAddress, tokenAlpha.address)

    submitter = await Submitter.new(moloch.address)

    depositToken = tokenAlpha
  })",2020-12-18,2.3956194387405887
molochventures/moloch,javascript,6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8,test/molochV2.test.js,<anonymous>_3529,before_each,3530,3621,79,,0,per_test,1,1,0,0,0,2,0.02531645569620253,0,setup,https://github.com/molochventures/moloch/blob/6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8/test/molochV2.test.js#L3530-L3621,human_pre2022,human,,"beforeEach(async () => {
      await fundAndApproveToMoloch({
        to: proposal1.applicant,
        from: creator,
        value: proposal1.tributeOffered
      })

      await moloch.submitProposal(
        proposal1.applicant,
        proposal1.sharesRequested,
        proposal1.lootRequested,
        proposal1.tributeOffered,
        proposal1.tributeToken,
        proposal1.paymentRequested,
        proposal1.paymentToken,
        proposal1.details,
        { from: proposal1.applicant }
      )

      await fundAndApproveToMoloch({
        to: summoner,
        from: creator,
        value: deploymentConfig.PROPOSAL_DEPOSIT
      })

      await moloch.sponsorProposal(firstProposalIndex, { from: summoner })

      await verifyFlags({
        moloch: moloch,
        proposalId: firstProposalIndex,
        expectedFlags: [true, false, false, false, false, false]
      })

      await moveForwardPeriods(1)
      await moloch.submitVote(firstProposalIndex, yes, { from: summoner })

      await verifySubmitVote({
        moloch: moloch,
        proposalIndex: firstProposalIndex,
        memberAddress: summoner,
        expectedMaxSharesAndLootAtYesVote: 1,
        expectedVote: yes
      })

      await moveForwardPeriods(deploymentConfig.VOTING_DURATON_IN_PERIODS)
      await moveForwardPeriods(deploymentConfig.GRACE_DURATON_IN_PERIODS)

      await moloch.processProposal(firstProposalIndex, { from: processor })

      await verifyProcessProposal({
        moloch: moloch,
        proposalIndex: firstProposalIndex,
        expectedYesVotes: 1,
        expectedTotalShares: proposal1.sharesRequested + summonerShares, // add the 1 the summoner has
        expectedTotalLoot: proposal1.lootRequested,
        expectedMaxSharesAndLootAtYesVote: 1
      })

      await verifyFlags({
        moloch: moloch,
        proposalId: firstProposalIndex,
        expectedFlags: [true, true, true, false, false, false]
      })

      await verifyBalances({
        token: depositToken,
        moloch: moloch.address,
        expectedMolochBalance: proposal1.tributeOffered + deploymentConfig.PROPOSAL_DEPOSIT, // tribute now in bank,
        applicant: proposal1.applicant,
        expectedApplicantBalance: 0
      })

      await verifyInternalBalances({
        moloch,
        token: depositToken,
        userBalances: {
          [GUILD]: proposal1.tributeOffered,
          [ESCROW]: 0,
          [summoner]: deploymentConfig.PROPOSAL_DEPOSIT - deploymentConfig.PROCESSING_REWARD,
          [processor]: deploymentConfig.PROCESSING_REWARD
        }
      })

      await verifyMember({
        moloch: moloch,
        member: proposal1.applicant,
        expectedDelegateKey: proposal1.applicant,
        expectedShares: proposal1.sharesRequested,
        expectedLoot: proposal1.lootRequested,
        expectedMemberAddressByDelegateKey: proposal1.applicant
      })
    })",2020-12-18,2.3956194387405887
molochventures/moloch,javascript,6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8,test/molochV2.test.js,<anonymous>_3666,before_each,3667,3671,5,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/molochventures/moloch/blob/6b5b0f73dffa8ca73b973d6cfc28af410a9ebdf8/test/molochV2.test.js#L3667-L3671,human_pre2022,human,,"beforeEach(async () => {
        partialRageQuitShares = 20
        const { logs } = await moloch.ragequit(partialRageQuitShares, 0, { from: proposal1.applicant })
        emittedLogs = logs
      })",2020-12-18,2.3956194387405887
csstree/csstree,javascript,1ece8396aa9ced99b5930999d949bef0c270a68c,test/lexer-match-result.js,<anonymous>_8,before_each,9,14,6,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/csstree/csstree/blob/1ece8396aa9ced99b5930999d949bef0c270a68c/test/lexer-match-result.js#L9-L14,human_pre2022,human,,"beforeEach(() => {
        const ast = parse('rgb(1, 2, 3)', { context: 'value' });
        testNode = ast.children.first.children.first;
        match = lexer.matchProperty('background', ast);
        mismatch = lexer.matchProperty('margin', ast);
    })",2020-12-17,4.290212183436003
globocom/megadraft,javascript,edb215c2cc73ce63fd1c0168b67dbfb56702f58a,tests/components/Dropdown_test.js,<anonymous>_16,before_each,17,34,17,,1,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/globocom/megadraft/blob/edb215c2cc73ce63fd1c0168b67dbfb56702f58a/tests/components/Dropdown_test.js#L17-L34,human_pre2022,human,,"beforeEach(() => {
    testContext = {};
    testContext.selected = ""metal"";
    testContext.onChange = jest.fn();
    const dropdownItems = [
      { key: ""pagode"", icon: icons.MediaMediumIcon, label: ""Pagode"" },
      { key: ""metal"", icon: icons.MediaBigIcon, label: ""Metal"" },
      { key: ""samba"", icon: icons.MediaSmallIcon, label: ""Samba"" }
    ];

    testContext.component = mount(
      <Dropdown
        items={dropdownItems}
        selected={testContext.selected}
        onChange={testContext.onChange}
      />
    );
  })",2020-12-12,4.725530458590007
globocom/megadraft,javascript,edb215c2cc73ce63fd1c0168b67dbfb56702f58a,tests/components/LinkInput_test.js,<anonymous>_15,before_each,16,34,18,,4,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/globocom/megadraft/blob/edb215c2cc73ce63fd1c0168b67dbfb56702f58a/tests/components/LinkInput_test.js#L16-L34,human_pre2022,human,,"beforeEach(() => {
    testContext = {};
    testContext.cancelEntity = jest.fn();
    testContext.setEntity = jest.fn();
    testContext.setError = jest.fn();
    testContext.cancelError = jest.fn();

    testContext.wrapper = mount(
      <LinkInput
        i18n={i18nConfig[""en-US""]}
        entityType=""LINK""
        editor={testContext.editor}
        cancelEntity={testContext.cancelEntity}
        setEntity={testContext.setEntity}
        setError={testContext.setError}
        cancelError={testContext.cancelError}
      />
    );
  })",2020-12-12,4.725530458590007
brahmosjs/brahmos,javascript,d27269bc0756e33eafb2068430aac4ad664f7adf,src/__tests__/context.test.js,<anonymous>_11,before_each,12,12,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/brahmosjs/brahmos/blob/d27269bc0756e33eafb2068430aac4ad664f7adf/src/__tests__/context.test.js#L12-L12,human_pre2022,human,,beforeEach(unmountAll),2020-12-11,1.6153319644079398
didi/chameleon,javascript,075524a5a2e5e8fff6bb4f0ee60c757e0d918f60,packages/chameleon-linter/test/cml.test.js,<anonymous>_16,mocha_before,17,19,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/didi/chameleon/blob/075524a5a2e5e8fff6bb4f0ee60c757e0d918f60/packages/chameleon-linter/test/cml.test.js#L17-L19,human_pre2022,human,,"before(async function() {
      config.init(path.resolve(__dirname, '../linter/cml/json/'));
    })",2020-11-19,1.83709787816564
protofire/solhint,javascript,5b107987b540a53378df03efbb9aa5bcb9480309,test/rules/miscellaneous/quotes.js,<anonymous>_7,mocha_after,8,10,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/protofire/solhint/blob/5b107987b540a53378df03efbb9aa5bcb9480309/test/rules/miscellaneous/quotes.js#L8-L10,human_pre2022,human,,"after(() => {
    removeTmpFiles()
  })",2020-12-18,3.1731690622861053
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/controllers/note.js,<anonymous>_13,mocha_before,14,20,6,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/controllers/note.js#L14-L20,human_pre2022,human,,"before(async () => {
		await dropDBs();
		await loadFixture('initial-data', 'notes');

		notes = await Note.find({ user: authedUser });
		note = await Note.findById('5bca58f5e4313757120cabc5');
	})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/controllers/opml.js,<anonymous>_162,mocha_before,163,170,8,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/controllers/opml.js#L163-L170,human_pre2022,human,,"before(async () => {
				let p = path.join(__dirname, '..', 'data', 'feed', 'techcrunch');
				let feedStream = fs.createReadStream(p);
				isPodcast = await IsPodcastStream(
					feedStream,
					'https://giant-bomcast.com/',
				);
			})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/controllers/tag.js,<anonymous>_13,mocha_before,14,20,6,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/controllers/tag.js#L14-L20,human_pre2022,human,,"before(async () => {
		await dropDBs();
		await loadFixture('initial-data', 'tags');

		tags = await Tag.find({ user: authedUser });
		tag = await Tag.findById('5bca58f5e4313757120c8810');
	})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/parsers/discovery.js,<anonymous>_30,mocha_after,31,31,1,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/parsers/discovery.js#L31-L31,human_pre2022,human,,after(() => nock.cleanAll()),2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/utilities/upsert.js,<anonymous>_242,mocha_before,243,269,26,,0,per_test,1,1,0,1,0,0,0.0,0,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/utilities/upsert.js#L243-L269,human_pre2022,human,,"before(async () => {
		await dropDBs();
		await RSS.create({
			_id: rssID,
			title: 'RSS',
			feedUrl: 'http://amazon.com',
		});

		let insertedArticles = await Article.find({ rss: rssID }).sort('fingerprint');
		expect(insertedArticles).to.be.empty;
		articles = CreateFingerPrints(
			Array.from(Array(5).keys()).map(i => {
				const article = new Article({
					rss: rssID,
					title: `Article #${i}`,
					description: 'Article about life the universe and everything',
					url: `http://google.com/${i}`,
					link: `http://google.com/${i}`,
					guid: `http://google.com/${i}`,
				});
				article.enclosures = [];
				return article;
			}), 'STABLE'
		);
		insertedArticles = await Article.find({ rss: rssID }).sort('fingerprint');
		expect(insertedArticles).to.be.empty;
	})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/workers/og.js,<anonymous>_22,mocha_before,23,28,5,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/workers/og.js#L23-L28,human_pre2022,human,,"before(async () => {
		ogQueue.process(ogProcessor).catch(err => console.log(`OG PROCESSING FAILURE: ${err.stack}`));

		await dropDBs();
		await loadFixture('initial-data');
	})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/workers/podcast.js,<anonymous>_87,mocha_before,88,109,18,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/workers/podcast.js#L88-L109,human_pre2022,human,,"before(async () => {
			await dropDBs();
			await loadFixture('initial-data');

			initialEpisodes = await Episode.find({ podcast: data.podcast });

			nock(data.url)
				.get('')
				.twice()
				.reply(200, () => {
					return getTestPodcast('giant-bombcast');
				});

			getMockFeed('podcast', data.podcast).addActivities.resetHistory();
			ParsePodcast.resetHistory();
			OgQueueAdd.resetHistory();
			StreamQueueAdd.resetHistory();
			setupHandler();

			await podcastQueue.add(data);
			await handler;
		})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/workers/rss.js,<anonymous>_25,mocha_before,26,43,15,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/workers/rss.js#L26-L43,human_pre2022,human,,"before(async () => {
		await rssQueue.empty();
		OgQueueAdd.resetHistory();
		StreamQueueAdd.resetHistory();
		SocialQueueAdd.resetHistory();

		originalOgQueueAdd = OgQueueAdd._fn;
		originalStreamQueueAdd = StreamQueueAdd._fn;
		originalSocialQueueAdd = SocialQueueAdd._fn;
		OgQueueAdd._fn = () => Promise.resolve();
		StreamQueueAdd._fn = () => Promise.resolve();
		SocialQueueAdd._fn = () => Promise.resolve();

		rssQueue.process(rssProcessor).catch(err => console.error(`RSS PROCESSING FAILURE: ${err.stack}`));

		await dropDBs();
		await loadFixture('initial-data');
	})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/workers/rss.js,<anonymous>_200,mocha_before,201,223,19,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/workers/rss.js#L201-L223,human_pre2022,human,,"before(async () => {
				await dropDBs();
				await loadFixture('initial-data');

				initialArticles = await Article.find({ rss: data.rss });

				createMockFeed('rss', data.rss);
				ParseFeed.resetHistory();
				OgQueueAdd.resetHistory();
				SocialQueueAdd.resetHistory();
				StreamQueueAdd.resetHistory();
				setupHandler();

				nock(data.url)
					.get('')
					.twice()
					.reply(200, () => {
						return getTestFeed('hackernews');
					});

				await rssQueue.add(data);
				await handler;
			})",2020-12-28,4.27378507871321
getstream/winds,javascript,db0316d94dfa2372254773a684db3d701b53fbc8,api/test/workers/rss.js,<anonymous>_298,mocha_before,299,302,4,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/getstream/winds/blob/db0316d94dfa2372254773a684db3d701b53fbc8/api/test/workers/rss.js#L299-L302,human_pre2022,human,,"before(async () => {
				await dropDBs();
				await loadFixture('unstable-guid');
			})",2020-12-28,4.27378507871321
datafire/datafire,javascript,d67d848a6cff08266de085d83c6c9c42dfa3526c,src/test/auth.js,<anonymous>_19,mocha_before,20,27,8,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/datafire/datafire/blob/d67d848a6cff08266de085d83c6c9c42dfa3526c/src/test/auth.js#L20-L27,human_pre2022,human,,"before(() => {
    return Promise.all([
      project.serve(3333),
      saas1.serve(3334),
      saas2.serve(3335),
      oauth.serve(3336),
    ])
  })",2020-12-29,4.142368240930869
datafire/datafire,javascript,d67d848a6cff08266de085d83c6c9c42dfa3526c,src/test/openapi.js,<anonymous>_59,mocha_after,60,60,1,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/datafire/datafire/blob/d67d848a6cff08266de085d83c6c9c42dfa3526c/src/test/openapi.js#L60-L60,human_pre2022,human,,after(() => server.close()),2020-12-29,4.142368240930869
datafire/datafire,javascript,d67d848a6cff08266de085d83c6c9c42dfa3526c,src/test/project.js,<anonymous>_179,mocha_before,180,194,15,,0,per_test,1,1,0,1,0,0,0.0,1,setup,https://github.com/datafire/datafire/blob/d67d848a6cff08266de085d83c6c9c42dfa3526c/src/test/project.js#L180-L194,human_pre2022,human,,"before(() => {
    project = new lib.Project({
      paths,
      openapi: {host: 'localhost:3333'},
      events: {
        error: {
          action: storeError,
        },
        http: {
          action: storeHttpEvent,
        },
      },
    });
    return project.serve(3333);
  })",2020-12-29,4.142368240930869
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/controllers/api/favorite-pwa.js,<anonymous>_93,after_each,94,96,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/controllers/api/favorite-pwa.js#L94-L96,human_pre2022,human,,"afterEach(() => {
      simpleMock.restore();
    })",2020-10-16,4.262833675564682
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/controllers/api/pwa.js,<anonymous>_43,mocha_before,44,47,4,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/controllers/api/pwa.js#L44-L47,human_pre2022,human,,"before(done => {
    app.use(controllerApi);
    done();
  })",2020-10-16,4.262833675564682
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/controllers/tasks.js,<anonymous>_38,mocha_before,39,48,10,,0,per_test,1,1,0,2,0,0,0.0,0,setup,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/controllers/tasks.js#L39-L48,human_pre2022,human,,"before(done => {
    app.use(controllerTasks);
    let pwa1 = new Pwa(MANIFEST_URL, null);
    pwa1.id = 123456789;
    let pwa2 = new Pwa(MANIFEST_URL, null);
    pwa2.id = 234567890;
    pwa2.lighthouseScore = 99;
    listPwas.pwas = [pwa1, pwa2];
    done();
  })",2020-10-16,4.262833675564682
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/lib/pwa.js,<anonymous>_91,after_each,92,94,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/lib/pwa.js#L92-L94,human_pre2022,human,,"afterEach(() => {
      simpleMock.restore();
    })",2020-10-16,4.262833675564682
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/lib/tasks.js,<anonymous>_69,after_each,70,72,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/lib/tasks.js#L70-L72,human_pre2022,human,,"afterEach(() => {
      simpleMock.restore();
    })",2020-10-16,4.262833675564682
googlechromelabs/gulliver,javascript,28b6a3cbac401ac8387a318bfa923ef092c35100,test/app/lib/tasks.js,<anonymous>_120,after_each,121,123,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/googlechromelabs/gulliver/blob/28b6a3cbac401ac8387a318bfa923ef092c35100/test/app/lib/tasks.js#L121-L123,human_pre2022,human,,"afterEach(() => {
      simpleMock.restore();
    })",2020-10-16,4.262833675564682
