repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,is_complete_addition
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/repositories/runtime_variant_preset/test_repository.py,db_with_cleanup,pytest_decorator,30,42,12,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/repositories/runtime_variant_preset/test_repository.py,runtime_variant_id,pytest_decorator,44,59,15,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/repositories/runtime_variant_preset/test_repository.py,repository,pytest_decorator,61,66,5,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/services/runtime_variant_preset/test_service.py,mock_repository,pytest_decorator,37,39,2,pytest,1,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/services/runtime_variant_preset/test_service.py,service,pytest_decorator,41,43,2,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/services/runtime_variant_preset/test_service.py,preset_id,pytest_decorator,45,47,2,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/services/runtime_variant_preset/test_service.py,flaging_preset_env,pytest_decorator,49,68,19,pytest,0,1
lablup/backend.ai,python,bd33c9641427a5f15b7a3f52e14569c0e2a285dc,tests/unit/manager/services/runtime_variant_preset/test_service.py,flaging_preset_args,pytest_decorator,70,89,19,pytest,0,1
lablup/backend.ai,python,a5092e685bd04a986134abb6e7bcc10b846cfa7d,tests/unit/manager/services/deployment/test_deployment_service.py,sample_model_definition,pytest_decorator,506,516,10,pytest,0,1
lablup/backend.ai,python,a5092e685bd04a986134abb6e7bcc10b846cfa7d,tests/unit/manager/services/deployment/test_deployment_service.py,revision_creator_with_model_definition,pytest_decorator,518,535,17,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,mock_revision_generator_registry,pytest_decorator,82,85,3,pytest,1,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,_setup_revision_generator,pytest_decorator,365,370,5,pytest,2,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,_setup_default_repository_mocks,pytest_decorator,372,383,11,pytest,2,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,deployment_id,pytest_decorator,385,387,2,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,image_id,pytest_decorator,389,391,2,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,model_vfolder_id,pytest_decorator,393,395,2,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,endpoint_info,pytest_decorator,397,418,21,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,revision_creator,pytest_decorator,420,444,24,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,revision_data,pytest_decorator,446,469,23,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,revision_creator_with_none_environ,pytest_decorator,471,491,20,pytest,0,1
lablup/backend.ai,python,1e97c6aadf1909585c8cbccafccacfff867f02ff,tests/unit/manager/services/deployment/test_deployment_service.py,setup_mock_service_definition,pytest_decorator,572,583,9,pytest,2,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/api/vfolders/test_handlers.py,mock_root_ctx,pytest_decorator,22,28,6,pytest,2,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/api/vfolders/test_handlers.py,sample_vfolder_row,pytest_decorator,31,41,10,pytest,0,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/api/vfolders/test_handlers.py,client,pytest_decorator,44,76,30,pytest,1,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,sample_vfolder_uuid,pytest_decorator,43,45,2,pytest,0,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,sample_user_uuid,pytest_decorator,48,50,2,pytest,0,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,sample_vfolder_data,pytest_decorator,53,76,23,pytest,0,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,mock_vfolder_repository,pytest_decorator,79,81,2,pytest,1,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,mock_config_provider,pytest_decorator,84,88,4,pytest,2,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,mock_storage_manager,pytest_decorator,179,187,8,pytest,3,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,sample_validated_info,pytest_decorator,189,198,9,pytest,0,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,file_service,pytest_decorator,200,214,14,pytest,3,1
lablup/backend.ai,python,2b99c611a812f26d7f4d333895851a742d84326d,tests/unit/manager/services/vfolder/test_vfolder_service.py,sample_action,pytest_decorator,216,222,6,pytest,0,1
lablup/backend.ai,python,2b41fdfa414326b2e8a3339e22d8191a58635694,tests/unit/common/clients/valkey_client/test_valkey_stat_client.py,test_valkey_stat,pytest_decorator,15,29,14,pytest,0,1
lablup/backend.ai,python,f1a00abfbbe7ae2b0f9a2add7efbbd19f36e264f,tests/unit/manager/notification/channels/email/test_channel.py,mock_smtp,pytest_decorator,25,48,19,pytest,6,1
lablup/backend.ai,python,f1a00abfbbe7ae2b0f9a2add7efbbd19f36e264f,tests/unit/manager/notification/channels/email/test_channel.py,basic_spec,pytest_decorator,50,67,17,pytest,0,1
lablup/backend.ai,python,f1a00abfbbe7ae2b0f9a2add7efbbd19f36e264f,tests/unit/manager/notification/channels/email/test_channel.py,no_auth_spec,pytest_decorator,69,82,13,pytest,0,1
lablup/backend.ai,python,f1a00abfbbe7ae2b0f9a2add7efbbd19f36e264f,tests/unit/manager/notification/channels/email/test_channel.py,multi_recipient_spec,pytest_decorator,84,100,16,pytest,0,1
lablup/backend.ai,python,f1a00abfbbe7ae2b0f9a2add7efbbd19f36e264f,tests/unit/manager/notification/channels/email/test_channel.py,no_subject_spec,pytest_decorator,102,119,17,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_creator.py,create_tables,pytest_decorator,99,105,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,create_tables,pytest_decorator,213,219,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,entity_with_association,pytest_decorator,230,261,28,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,entity_with_permissions,pytest_decorator,319,383,57,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,two_entities_with_permissions,pytest_decorator,385,449,57,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,single_entity_with_empty_perm_group,pytest_decorator,507,571,57,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,two_entities_with_empty_perm_group,pytest_decorator,573,637,57,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,entity_with_unrelated_entity_in_scope,pytest_decorator,686,780,83,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,two_roles_one_entity,pytest_decorator,836,949,102,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,multi_scope_entity,pytest_decorator,1008,1043,32,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,entity_with_permission_row,pytest_decorator,1072,1152,70,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,batch_entities,pytest_decorator,1228,1260,29,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_entity_purger.py,batch_entities_with_permissions,pytest_decorator,1262,1330,61,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_field_creator.py,create_tables,pytest_decorator,117,123,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_field_purger.py,create_tables,pytest_decorator,112,118,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_field_purger.py,field_entity,pytest_decorator,129,163,31,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_field_purger.py,two_fields,pytest_decorator,165,202,34,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_field_purger.py,batch_fields,pytest_decorator,303,338,32,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,create_tables,pytest_decorator,77,83,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,single_role,pytest_decorator,94,120,24,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,empty_context,pytest_decorator,122,136,13,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,multi_role_context,pytest_decorator,238,266,25,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,single_role,pytest_decorator,326,352,24,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_granter.py,single_role,pytest_decorator,416,442,24,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,create_tables,pytest_decorator,104,110,6,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,single_entity_with_role,pytest_decorator,121,183,55,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,single_entity_with_role,pytest_decorator,286,344,51,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,two_entities_with_role,pytest_decorator,346,407,54,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,entity_with_permission_row,pytest_decorator,466,533,59,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,entity_with_two_roles,pytest_decorator,568,647,72,pytest,0,1
lablup/backend.ai,python,9f32488edce3779f7c20bd44a5f32b66d4274631,tests/unit/manager/repositories/base/rbac/test_revoker.py,single_entity_with_role,pytest_decorator,708,766,51,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,db_with_tables,pytest_decorator,581,612,31,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,test_domain,pytest_decorator,614,629,15,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,test_resource_policy,pytest_decorator,631,646,15,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,test_group,pytest_decorator,648,667,19,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,scaling_group,pytest_decorator,669,689,20,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,agent_with_kernels,pytest_decorator,691,837,139,pytest,0,1
lablup/backend.ai,python,c8946daf8ef7950f2ac6c188b8ca8cc9e06ae498,tests/unit/manager/repositories/agent/test_repository.py,db_source,pytest_decorator,839,846,7,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,db_with_cleanup,pytest_decorator,21,34,12,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,sample_scaling_groups_small,pytest_decorator,67,73,6,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,sample_scaling_groups_for_pagination,pytest_decorator,75,81,6,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,sample_scaling_groups_mixed_active,pytest_decorator,83,91,8,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,sample_scaling_groups_medium,pytest_decorator,93,99,6,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/repositories/scaling_group/test_scaling_group_repository.py,scaling_group_repository,pytest_decorator,101,108,7,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/services/scaling_group/test_scaling_group_service.py,mock_repository,pytest_decorator,34,37,3,pytest,1,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/services/scaling_group/test_scaling_group_service.py,scaling_group_service,pytest_decorator,39,42,3,pytest,0,1
lablup/backend.ai,python,58b0eac0b34f43094313081ef30c49de027bbb80,tests/manager/services/scaling_group/test_scaling_group_service.py,sample_scaling_group,pytest_decorator,44,83,39,pytest,0,1
lablup/backend.ai,python,0b9a8bc2c8f79ea13bb6cac024bb120a4c9d660b,tests/common/clients/valkey_client/test_valkey_artifact_registry_client.py,valkey_artifact_registry_client,pytest_decorator,23,41,18,pytest,0,1
lablup/backend.ai,python,0b9a8bc2c8f79ea13bb6cac024bb120a4c9d660b,tests/common/clients/valkey_client/test_valkey_artifact_registry_client.py,sample_huggingface_registry_data,pytest_decorator,43,53,10,pytest,0,1
lablup/backend.ai,python,0b9a8bc2c8f79ea13bb6cac024bb120a4c9d660b,tests/common/clients/valkey_client/test_valkey_artifact_registry_client.py,sample_reservoir_registry_data,pytest_decorator,55,67,12,pytest,0,1
lablup/backend.ai,python,0b9a8bc2c8f79ea13bb6cac024bb120a4c9d660b,tests/common/clients/valkey_client/test_valkey_artifact_registry_client.py,stateful_huggingface_registry,pytest_decorator,69,79,10,pytest,0,1
lablup/backend.ai,python,0b9a8bc2c8f79ea13bb6cac024bb120a4c9d660b,tests/common/clients/valkey_client/test_valkey_artifact_registry_client.py,stateful_reservoir_registry,pytest_decorator,81,91,10,pytest,0,1
lablup/backend.ai,python,d05990f64b82586187f741ce0a5a94185e4a68b2,tests/agent/test_resource_allocation.py,mock_etcd,pytest_decorator,176,180,4,pytest,1,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,mock_deployment_repository,pytest_decorator,60,63,3,pytest,1,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,base_generator,pytest_decorator,65,68,3,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,vfolder_id,pytest_decorator,70,73,3,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,mock_deployment_repository,pytest_decorator,273,276,3,pytest,1,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,base_generator,pytest_decorator,278,281,3,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,base_mount_metadata,pytest_decorator,283,291,8,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,mock_deployment_repository,pytest_decorator,419,422,3,pytest,1,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,base_generator,pytest_decorator,424,427,3,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,vfolder_id,pytest_decorator,429,432,3,pytest,0,1
lablup/backend.ai,python,562357e24a7ef8bfd77fde41861f98ba7b546cff,tests/manager/sokovan/deployment/revision_generator/test_base.py,base_mount_metadata,pytest_decorator,434,442,8,pytest,0,1
lablup/backend.ai,python,e0228df8939f5de79bb6421fd38fceb280cc2c5b,tests/agent/conftest.py,mock_resource_allocator,pytest_decorator,280,304,19,pytest,2,1
lablup/backend.ai,python,fcd73c3f64edc5b813ed1ec45be0ada4970e234d,tests/common/jwt/test_signer.py,test_secret_key,pytest_decorator,26,29,3,pytest,0,1
lablup/backend.ai,python,fcd73c3f64edc5b813ed1ec45be0ada4970e234d,tests/common/jwt/test_validator.py,test_secret_key,pytest_decorator,32,35,3,pytest,0,1
lablup/backend.ai,python,5bdbea57a037c6f7d17211b45fb364f62a37cf35,tests/storage-proxy/artifacts/test_service.py,mock_reservoir_registry_configs,pytest_decorator,225,235,10,pytest,0,1
lablup/backend.ai,python,5bdbea57a037c6f7d17211b45fb364f62a37cf35,tests/storage-proxy/artifacts/test_service.py,reservoir_download_step,pytest_decorator,238,245,7,pytest,0,1
lablup/backend.ai,python,9cf4cf3c564c072068e4322d8f5fb6bb2795352d,tests/manager/rbac/test_user_rbac_migration.py,user_data,pytest_decorator,22,30,8,pytest,0,1
lablup/backend.ai,python,9cf4cf3c564c072068e4322d8f5fb6bb2795352d,tests/manager/rbac/test_user_rbac_migration.py,admin_user_data,pytest_decorator,33,41,8,pytest,0,1
lablup/backend.ai,python,9cf4cf3c564c072068e4322d8f5fb6bb2795352d,tests/manager/rbac/test_user_rbac_migration.py,project_data,pytest_decorator,44,47,3,pytest,0,1
lablup/backend.ai,python,52af4b3e4876fed59cd43a5e4ebea0115315b851,tests/storage-proxy/artifacts/test_service.py,mock_reservoir_config,pytest_decorator,163,172,9,pytest,0,1
lablup/backend.ai,python,52af4b3e4876fed59cd43a5e4ebea0115315b851,tests/storage-proxy/artifacts/test_service.py,mock_object_storage_config,pytest_decorator,175,187,12,pytest,0,1
lablup/backend.ai,python,52af4b3e4876fed59cd43a5e4ebea0115315b851,tests/storage-proxy/artifacts/test_service.py,reservoir_service,pytest_decorator,190,204,14,pytest,1,1
lablup/backend.ai,python,52af4b3e4876fed59cd43a5e4ebea0115315b851,tests/storage-proxy/storages/test_service.py,reservoir_config,pytest_decorator,40,49,9,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/repositories/test_filter_applier.py,setup_method,pytest_class_method,56,58,3,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/repositories/test_order_applier.py,setup_method,pytest_class_method,50,52,3,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/repositories/test_querybuilder.py,mock_model_class,pytest_decorator,60,67,7,pytest,4,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/repositories/test_querybuilder.py,generic_paginator,pytest_decorator,69,78,9,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact/actions/test_get_artifact.py,test_get_artifact,pytest_decorator,17,43,5,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact/actions/test_list_artifacts.py,test_list_artifacts,pytest_decorator,18,66,5,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact/conftest.py,processors,pytest_decorator,14,28,13,pytest,3,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact_revision/actions/test_approve_artifact_revision.py,test_approve_artifact_revision,pytest_decorator,21,51,5,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact_revision/actions/test_get_artifact_revision.py,test_get_artifact_revision,pytest_decorator,18,45,5,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact_revision/actions/test_list_artifact_revisions.py,test_list_artifact_revisions,pytest_decorator,21,70,5,pytest,0,1
lablup/backend.ai,python,816dd87845b829ebaecde4b802487eadcf1b0806,tests/manager/services/artifact_revision/conftest.py,processors,pytest_decorator,14,28,13,pytest,3,1
lablup/backend.ai,python,36b9dfdd5709ec412ae61c8089b32b39d8583840,tests/appproxy/proxy/test_port.py,port_frontend,pytest_decorator,66,71,5,pytest,1,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,sample_domain_and_policies,pytest_decorator,59,121,55,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,sample_scaling_group_and_agent,pytest_decorator,124,174,45,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,sample_user_and_keypair,pytest_decorator,177,234,50,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,sample_sessions_for_termination,pytest_decorator,237,347,102,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,mock_valkey_stat_client,pytest_decorator,350,356,6,pytest,3,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,mock_config_provider,pytest_decorator,359,367,8,pytest,4,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/repositories/schedule/test_termination.py,schedule_repository,pytest_decorator,370,381,11,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/services/session/actions/test_destroy_session_async.py,mock_schedule_coordinator,pytest_decorator,16,21,5,pytest,2,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/services/session/actions/test_destroy_session_async.py,mock_session_service,pytest_decorator,24,29,5,pytest,1,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_coordinator.py,mock_scheduler,pytest_decorator,20,27,7,pytest,3,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_coordinator.py,mock_valkey_schedule,pytest_decorator,30,35,5,pytest,2,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_coordinator.py,mock_event_producer,pytest_decorator,38,42,4,pytest,1,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_coordinator.py,mock_scheduler_dispatcher,pytest_decorator,45,49,4,pytest,1,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_coordinator.py,schedule_coordinator,pytest_decorator,52,65,13,pytest,0,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_terminate_sessions.py,mock_agent_pool,pytest_decorator,24,42,15,pytest,4,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_terminate_sessions.py,mock_repository,pytest_decorator,45,51,6,pytest,3,1
lablup/backend.ai,python,4e8ea45e23e6b0a647893bb5ee9dba0af00fa184,tests/manager/sokovan/scheduler/test_terminate_sessions.py,scheduler,pytest_decorator,54,68,14,pytest,7,1
lablup/backend.ai,python,90413a6f222bcd628bc37c023f41d9203126ea1a,tests/manager/repositories/model_serving/test_admin_repository.py,mock_valkey_live,pytest_decorator,13,17,4,pytest,2,1
lablup/backend.ai,python,90413a6f222bcd628bc37c023f41d9203126ea1a,tests/manager/repositories/model_serving/test_create_endpoint_validated.py,mock_agent_registry,pytest_decorator,13,18,5,pytest,2,1
lablup/backend.ai,python,90413a6f222bcd628bc37c023f41d9203126ea1a,tests/manager/repositories/model_serving/test_get_endpoint_by_id_validated.py,mock_valkey_live,pytest_decorator,13,17,4,pytest,2,1
