repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics,stars,forks,num_contributors,agent_adoption_intensity
YFGaia/dify-plus,typescript,7,2,2b1245f37644f358b35cbce795908a5475498614,6e050da786bcdb7352b67802317e7b815a128094,https://github.com/YFGaia/dify-plus.git,14,7,7,2024-12-09T11:53:32,"[""ai"", ""dify"", ""gin-vue-admin"", ""nextjs"", ""python""]",2207,446,458,experimental
acacode/swagger-typescript-api,typescript,9,3,9d493e8f64f133c403335d85cf6aaa15e125343b,306d59acb8ffbb00f953f807b97234b21f51d9de,https://github.com/acacode/swagger-typescript-api.git,4,0,4,2020-01-12T11:46:19,[],4104,437,59,experimental
TraderAlice/OpenAlice,typescript,217,84,0505d324f6e9dce40a69c148804f21853cb44f4b,63f12e13043010f3ee1589dfe4081c3a329a6d11,https://github.com/TraderAlice/OpenAlice.git,415,244,171,2026-02-18T04:42:55,[],6436,1034,3,consistent
actions/dependency-review-action,typescript,0,0,,,https://github.com/actions/dependency-review-action.git,3,3,0,2022-03-31T03:44:49,[],887,176,58,limited
aaronjmars/aeon,typescript,2,1,6ba6b9e98ee3158332f93cfcf777f0dce83bc1ae,6ba6b9e98ee3158332f93cfcf777f0dce83bc1ae,https://github.com/aaronjmars/aeon.git,19,7,12,2026-03-04T07:44:49,"[""agent-framework"", ""agents"", ""ai"", ""ai-agents"", ""anthropic"", ""claude"", ""claude-code"", ""harness"", ""llm""]",574,208,45,limited
adn8naiagent/F1ReplayTiming,typescript,0,0,,,https://github.com/adn8naiagent/F1ReplayTiming.git,0,0,0,2026-03-08T06:38:47,"[""f1"", ""formula1"", ""formula1-analysis"", ""formula1-data-analysis""]",839,52,3,no_commits
adazzle/react-data-grid,typescript,0,0,,,https://github.com/adazzle/react-data-grid.git,2,2,0,2015-03-06T10:15:04,"[""react"", ""react-data-grid""]",7413,2217,119,experimental
adaline/gateway,typescript,2,1,cdee026098a5b757d9dbeb85847eaaa7918d0e93,cdee026098a5b757d9dbeb85847eaaa7918d0e93,https://github.com/adaline/gateway.git,11,7,4,2024-10-15T02:20:50,"[""ai"", ""ai-agents"", ""anthropic"", ""language-model"", ""llm"", ""llmops"", ""openai"", ""prompt-engineering"", ""togetherai"", ""typescript""]",603,26,7,limited
aeagle/react-spaces,typescript,0,0,,,https://github.com/aeagle/react-spaces.git,0,0,0,2019-07-21T03:58:06,"[""component-library"", ""components"", ""javascript-library"", ""react"", ""reactjs"", ""reactjs-components"", ""web"", ""web-ui"", ""web-ui-framework""]",1314,26,5,no_commits
aeonfun/aeon,typescript,0,0,,,https://github.com/aeonfun/aeon.git,0,0,0,2026-03-04T07:44:49,"[""agent-framework"", ""agents"", ""ai"", ""ai-agents"", ""anthropic"", ""claude"", ""claude-code"", ""harness"", ""llm""]",594,216,50,no_commits
afar1/fieldtheory-cli,typescript,0,0,,,https://github.com/afar1/fieldtheory-cli.git,15,5,10,2026-04-03T04:36:36,"[""agent-tools"", ""bookmarks"", ""cli"", ""local-first"", ""markdown""]",1974,202,5,consistent
affaan-m/agentshield,typescript,0,0,,,https://github.com/affaan-m/agentshield.git,0,0,0,2026-02-11T06:31:44,"[""ai-agent"", ""anthropic"", ""claude-code"", ""hackathon"", ""mcp"", ""opus"", ""security""]",1022,217,4,no_commits
agent37-platform/minions,typescript,0,0,,,https://github.com/agent37-platform/minions.git,0,0,0,2026-05-02T05:15:34,[],613,60,4,no_commits
StackExchange/Stacks,typescript,0,0,,,https://github.com/StackExchange/Stacks.git,1,1,0,2017-11-07T07:58:36,[],667,103,51,experimental
agentclientprotocol/claude-agent-acp,typescript,0,0,,,https://github.com/agentclientprotocol/claude-agent-acp.git,0,0,0,2025-08-27T07:10:19,[],2344,355,78,no_commits
agentset-ai/agentset,typescript,0,0,,,https://github.com/agentset-ai/agentset.git,0,0,0,2025-03-10T04:52:13,"[""agentic-rag"", ""ai"", ""ai-agents"", ""ai-sdk"", ""chatbots"", ""embeddings"", ""genai"", ""llms"", ""memory"", ""memory-management"", ""rag"", ""vercel-ai-sdk""]",2035,184,6,no_commits
YosemiteCrew/Yosemite-Crew,typescript,0,0,,,https://github.com/YosemiteCrew/Yosemite-Crew.git,3,3,0,2025-01-21T11:26:05,"[""animals"", ""pets"", ""pims"", ""pms"", ""practice-management-system""]",2045,82,18,experimental
aghyad97/browserytools,typescript,0,0,,,https://github.com/aghyad97/browserytools.git,0,0,0,2025-02-18T01:34:20,"[""browser-tools"", ""client-side"", ""i18n"", ""nextjs"", ""no-signup"", ""pdf-tools"", ""privacy"", ""tools"", ""transformers-js"", ""typescript""]",639,72,3,no_commits
adobe/spectrum-web-components,typescript,0,0,,,https://github.com/adobe/spectrum-web-components.git,26,11,15,2018-11-19T10:15:50,"[""adobe"", ""spectrum"", ""webcomponents""]",1527,257,111,limited
adobe/react-spectrum,typescript,0,0,,,https://github.com/adobe/react-spectrum.git,9,3,6,2019-09-13T11:32:51,"[""accessibility"", ""design-systems"", ""react"", ""react-components"", ""ui-components"", ""wai-aria""]",15728,1528,404,experimental
ahmedbna/ui,typescript,14,3,ee1e59bf3e6d386da9ebb2a27eb415baf3987758,8ded57ae415b7cb78e3d568f05e0540ab4da9522,https://github.com/ahmedbna/ui.git,4,1,3,2025-07-04T08:37:11,"[""expo"", ""react-native""]",711,56,5,experimental
ahmedkhaleel2004/gitdiagram,typescript,5,2,79dca1e399cd3e08c7b31cab984c12d97c9d460b,c43f7f4ff5e1c6081d5b0b16dad5825789ebdb3f,https://github.com/ahmedkhaleel2004/gitdiagram.git,11,5,6,2024-12-15T10:32:03,"[""ai"", ""code"", ""github"", ""system-design""]",15860,1227,4,consistent
Yonom/assistant-ui,typescript,39,20,a5c7e863a2e62cf5b8f1c7f120dbb8ff3624d2ea,ff0aad44eb3b738c47ab6105b64201e480e99920,https://github.com/Yonom/assistant-ui.git,128,64,64,2023-11-22T04:01:17,"[""ai-chatbot"", ""chatbot"", ""conversational-ai"", ""copilot"", ""radix-ui"", ""react-chatbot"", ""shadcn"", ""ui-components"", ""vercel-ai-sdk""]",2186,362,19,limited
ai4s-research/open-science,typescript,1,1,fee986494135d9881956b0b405e79b2531db9293,fee986494135d9881956b0b405e79b2531db9293,https://github.com/ai4s-research/open-science.git,1,0,1,2026-07-03T09:22:31,"[""ai-agent"", ""ai-for-science"", ""ai-scientist"", ""ai4s"", ""claude-science"", ""claude-science-alternative"", ""claude-science-desktop-alternative"", ""desktop-app"", ""linux"", ""local-first"", ""macos"", ""mcp"", ""open-science"", ""open-science-desktop"", ""reproducible-research"", ""research-tools"", ""research-workbench"", ""scientific-research"", ""tauri"", ""windows""]",1193,131,9,experimental
ai-hero-dev/ai-hero,typescript,0,0,,,https://github.com/ai-hero-dev/ai-hero.git,0,0,0,2024-12-17T09:27:45,"[""ai"", ""typescript""]",1701,306,6,no_commits
aidenybai/bippy,typescript,0,0,,,https://github.com/aidenybai/bippy.git,1,1,0,2024-12-03T12:28:22,"[""bippy"", ""fiber"", ""internal"", ""react"", ""reconciler""]",1332,39,8,experimental
aidenybai/react-scan,typescript,0,0,,,https://github.com/aidenybai/react-scan.git,0,0,0,2024-09-02T09:52:12,"[""javascript"", ""react"", ""react-dom"", ""react-scan"", ""rendering""]",21715,384,39,no_commits
airtasker/spot,typescript,3,2,4a272980034ee114f48e88b44d90d1f72dc64cdd,f714d945e31e69521dfebe91c8a14f35accbc183,https://github.com/airtasker/spot.git,4,0,4,2018-10-11T09:55:46,"[""api-blueprint"", ""dsl"", ""json-schema"", ""openapi"", ""openapi3"", ""swagger"", ""typescript""]",568,38,29,consistent
aidenlx/zotlit,typescript,0,0,,,https://github.com/aidenlx/zotlit.git,0,0,0,2022-02-05T08:52:57,"[""academic"", ""obsidian-md"", ""obsidian-plugin"", ""zotero"", ""zotero-plugin""]",982,63,1,no_commits
ai-that-works/ai-that-works,typescript,1,1,0df5a95d1c3ebcc5a9d42e7ed51ebcb14ea943be,0df5a95d1c3ebcc5a9d42e7ed51ebcb14ea943be,https://github.com/ai-that-works/ai-that-works.git,4,2,2,2025-04-02T05:41:14,[],1874,140,7,experimental
akii09/pdfx,typescript,0,0,,,https://github.com/akii09/pdfx.git,0,0,0,2026-02-14T10:59:53,"[""pdf"", ""pdf-generation"", ""pdfx"", ""react"", ""react-pdf"", ""react-pdf-renderer""]",1161,48,4,no_commits
akinloluwami/outray,typescript,0,0,,,https://github.com/akinloluwami/outray.git,0,0,0,2025-12-10T11:57:33,[],596,54,8,no_commits
akash3444/shadcn-ui-blocks,typescript,0,0,,,https://github.com/akash3444/shadcn-ui-blocks.git,0,0,0,2024-10-31T05:19:39,"[""shadcn-ui"", ""shadcn-ui-blocks"", ""shadcn-ui-customized-components""]",608,54,6,no_commits
al1abb/invoify,typescript,0,0,,,https://github.com/al1abb/invoify.git,18,7,11,2023-09-17T04:56:48,"[""invoice-app"", ""invoice-generator"", ""nextjs"", ""nextjs13"", ""react"", ""react-hook-form"", ""shadcn-ui"", ""typescript"", ""zod""]",6310,720,33,limited
Team-Commonly/commonly,typescript,213,86,fd1cafee9276537c12b992ab7c96916f114a1034,1e4d1ca7113aab86fedb12099b647a2b59887861,https://github.com/Team-Commonly/commonly.git,323,136,187,2025-02-03T02:13:30,"[""agent-framework"", ""agent-harness"", ""agent-protocol"", ""agentic"", ""agentic-ai"", ""agents"", ""ai-agents"", ""ai-orchestration"", ""autonomous-agents"", ""claude"", ""codex"", ""developer-tools"", ""generative-ai"", ""llm"", ""multi-agent"", ""open-source"", ""openai"", ""openclaw"", ""self-hosted""]",1285,178,7,consistent
aleohq/sdk,typescript,0,0,,,https://github.com/aleohq/sdk.git,2,1,1,2021-01-02T08:49:45,"[""aleo"", ""blockchain"", ""sdk"", ""zero-knowledge"", ""zksnarks""]",556,445,34,experimental
alexsergey/rockpack,typescript,0,0,,,https://github.com/alexsergey/rockpack.git,0,0,0,2019-10-26T01:32:05,"[""boilerplate"", ""claude-code"", ""codestyle"", ""eslint"", ""jest"", ""reactjs"", ""ssr"", ""typescript"", ""webpack""]",1311,21,6,no_commits
alchemy-run/alchemy-async,typescript,0,0,,,https://github.com/alchemy-run/alchemy-async.git,0,0,0,2025-01-17T02:06:40,[],2212,140,75,no_commits
alchemy-run/alchemy-effect,typescript,0,0,,,https://github.com/alchemy-run/alchemy-effect.git,0,0,0,2025-10-22T06:11:16,[],655,95,51,no_commits
alibaba/hooks,typescript,0,0,,,https://github.com/alibaba/hooks.git,0,0,0,2019-06-27T05:20:06,"[""ahooks"", ""hooks-library"", ""react"", ""react-hooks"", ""umi-hooks""]",14967,2772,263,no_commits
algolia/docsearch,typescript,0,0,,,https://github.com/algolia/docsearch.git,2,1,1,2015-11-20T10:55:10,"[""algolia"", ""docsearch"", ""documentation"", ""javascript"", ""react"", ""search"", ""typescript""]",4366,439,126,experimental
algolia/instantsearch,typescript,0,0,,,https://github.com/algolia/instantsearch.git,0,0,0,2015-07-21T12:10:27,"[""algolia"", ""instantsearch"", ""react"", ""recommend"", ""search"", ""vanilla"", ""vue"", ""widgets""]",4055,552,207,no_commits
alibaba/page-agent,typescript,0,0,,,https://github.com/alibaba/page-agent.git,0,0,0,2025-09-23T09:30:17,"[""agent"", ""ai"", ""ai-agents"", ""browser-automation"", ""javascript"", ""mcp"", ""typescript"", ""web""]",28453,2513,32,no_commits
aiclientproxy/proxycast,typescript,2,1,0686737331b68e24b2f5329d6c4c2e2574b81d63,0686737331b68e24b2f5329d6c4c2e2574b81d63,https://github.com/aiclientproxy/proxycast.git,19,12,7,2025-12-13T05:23:15,"[""agent"", ""agentic-ai"", ""ai"", ""antigravity"", ""gemini"", ""kiro""]",1265,172,10,limited
ajaxy/telegram-tt,typescript,0,0,,,https://github.com/ajaxy/telegram-tt.git,1,1,0,2021-04-09T10:29:32,"[""javascript"", ""telegram"", ""weba"", ""webapp"", ""webz""]",3478,1061,17,experimental
alichherawalla/off-grid-mobile-ai,typescript,0,0,,,https://github.com/alichherawalla/off-grid-mobile-ai.git,0,0,0,2026-01-29T11:00:58,"[""edge-ai"", ""gguf"", ""llama-cpp"", ""local-ai"", ""mobile-ai"", ""offline-ai"", ""offline-llm"", ""ondevice"", ""ondevice-ai"", ""privacy-first"", ""stable-diffusion-android"", ""tool-calling"", ""whisper-android""]",2479,220,7,no_commits
QwenLM/qwen-code,typescript,119,37,af93a10a92423184b30c8ef0f5a8e9e70abff167,a7e05302e6b5b69844aabf9380bb3d1ad9e7013a,https://github.com/QwenLM/qwen-code.git,1094,284,132,2025-06-26T01:37:46,[],26004,2642,419,consistent
alookai/alook,typescript,0,0,,,https://github.com/alookai/alook.git,8,7,1,2026-04-03T03:53:08,"[""agent-automation"", ""agent-orchestration"", ""agent-workflow"", ""ai-agents"", ""ai-collaboration"", ""ai-memory"", ""ai-workforce"", ""autonomous-agents"", ""claude-code"", ""claude-code-skills"", ""codex"", ""coding-agent"", ""multi-agent"", ""multiple-agent"", ""one-person-business"", ""one-person-company"", ""one-person-team"", ""opencode"", ""solopreneur""]",1050,163,7,experimental
algolia/instantsearch.js,typescript,2,2,bbba058991ae6ab518bc0de4b68c9059cb6abfe6,55bd627dbacabd538b92aa1c8654ec3631e59ece,https://github.com/algolia/instantsearch.js.git,30,19,11,2015-07-21T12:10:27,[],2935,428,89,consistent
altair-graphql/altair,typescript,0,0,,,https://github.com/altair-graphql/altair.git,0,0,0,2017-03-25T09:08:30,"[""altair"", ""angular"", ""chrome-extension"", ""desktop-apps"", ""electron"", ""express-middleware"", ""fragments"", ""graphiql"", ""graphql"", ""graphql-client"", ""graphql-editor"", ""graphql-ide"", ""graphql-server"", ""graphql-subscriptions"", ""hacktoberfest"", ""ngrx"", ""opensource""]",5426,403,82,no_commits
alpic-ai/skybridge,typescript,5,2,711743f42d6f7cb8a5dd54413af3b3a0e9a0aee8,8b8608c450bc27bf61e0351c227dde3b80807bec,https://github.com/alpic-ai/skybridge.git,12,7,5,2025-10-07T05:53:48,"[""agent"", ""ai"", ""apps-sdk"", ""chatgpt"", ""claude"", ""claude-code"", ""devtools"", ""ext-apps"", ""llms"", ""mcp"", ""mcp-apps"", ""mcp-server"", ""mcp-ui"", ""modelcontextprotocol"", ""openai"", ""react"", ""skills"", ""tooling"", ""typescript""]",1964,130,36,limited
altinity/clickhouse-grafana,typescript,0,0,,,https://github.com/altinity/clickhouse-grafana.git,18,10,8,2017-01-03T01:18:13,"[""clickhouse"", ""clickhouse-datasource"", ""grafana""]",774,123,35,limited
alumnium-hq/alumnium,typescript,0,0,,,https://github.com/alumnium-hq/alumnium.git,2,1,1,2024-10-28T02:53:36,"[""ai"", ""appium"", ""java"", ""javascript"", ""llm"", ""playwright"", ""python"", ""selenium"", ""test-automation"", ""testing"", ""typescript""]",969,94,27,experimental
amatya-aditya/obsidian-rss-dashboard,typescript,0,0,,,https://github.com/amatya-aditya/obsidian-rss-dashboard.git,1,1,0,2025-03-17T06:17:39,[],638,58,5,experimental
alibaba/lumenx,typescript,0,0,,,https://github.com/alibaba/lumenx.git,0,0,0,2026-02-05T05:43:47,[],987,242,3,no_commits
actualbudget/actual,typescript,42,16,c031d9aa4fe9d8d7faa603ea54addc5921c38d3d,06e495e850f5732f56229d016d7eca1c0b6140e5,https://github.com/actualbudget/actual.git,108,51,57,2022-04-29T02:41:34,"[""budgeting"", ""finance"", ""money"", ""personal-finance""]",27980,2792,463,limited
amondnet/vercel-action,typescript,0,0,,,https://github.com/amondnet/vercel-action.git,3,3,0,2020-05-16T12:39:37,"[""github-actions"", ""vercel"", ""zeit-now""]",758,117,35,limited
amphi-ai/amphi-etl,typescript,0,0,,,https://github.com/amphi-ai/amphi-etl.git,0,0,0,2024-03-20T06:06:00,"[""analytics-automation"", ""data"", ""data-analysis"", ""data-pipelines"", ""data-preparation"", ""data-science"", ""datatransformation"", ""etl"", ""structured-data"", ""unstructured-data""]",1367,103,10,no_commits
allenhutchison/obsidian-gemini,typescript,52,19,337486a1bb4a9476fc0de76feb375c4bb9d48fec,da7c6521c67380014c474b1deb35e7ca27081648,https://github.com/allenhutchison/obsidian-gemini.git,126,81,45,2024-10-23T03:34:58,[],511,64,16,consistent
andrechristikan/ack-nestjs-boilerplate,typescript,0,0,,,https://github.com/andrechristikan/ack-nestjs-boilerplate.git,0,0,0,2020-08-31T02:47:40,"[""authentication"", ""docker"", ""jwt"", ""mongodb"", ""nestjs"", ""nestjs-backend"", ""nestjs-boilerplate"", ""nestjs-postgres"", ""nestjs-starter"", ""nestjs-swagger"", ""nodejs"", ""oauth"", ""otp"", ""prisma"", ""rbac"", ""redis"", ""swagger"", ""totp"", ""typescript""]",683,232,13,no_commits
amplifthq/opentag,typescript,2,1,8d784f380c6f862d08da075b507b238abc008d1f,8d784f380c6f862d08da075b507b238abc008d1f,https://github.com/amplifthq/opentag.git,41,24,17,2026-06-24T08:05:12,"[""agent-skills"", ""ai-agents"", ""claude"", ""codex"", ""github"", ""slack""]",1379,77,11,consistent
amantus-ai/vibetunnel,typescript,18,4,824c9134d5fe911fbdb0d0f54176cf4b6b69b68b,274afcfe6780af0f64b478c52e4c41b20a52182d,https://github.com/amantus-ai/vibetunnel.git,32,27,5,2025-06-15T05:56:11,"[""remote"", ""terminal"", ""vibecoding""]",4626,332,59,limited
amilich/isometric-city,typescript,0,0,,,https://github.com/amilich/isometric-city.git,0,0,0,2025-11-25T04:34:26,[],2190,242,12,no_commits
angular-eslint/angular-eslint,typescript,0,0,,,https://github.com/angular-eslint/angular-eslint.git,0,0,0,2019-07-28T10:51:06,"[""angular"", ""eslint"", ""typescript""]",1780,273,125,no_commits
andywang425/blth,typescript,0,0,,,https://github.com/andywang425/blth.git,0,0,0,2020-06-08T02:26:33,"[""bilibili"", ""bilibili-live"", ""bilibili-live-tools"", ""greasyfork"", ""tampermonkey"", ""userscript"", ""violentmonkey""]",1193,100,14,no_commits
angular-schule/angular-cli-ghpages,typescript,0,0,,,https://github.com/angular-schule/angular-cli-ghpages.git,0,0,0,2016-04-07T07:42:30,"[""angular"", ""angular-cli"", ""angular-cli-ghpages"", ""circle-ci"", ""cloudflare-pages"", ""gh-pages"", ""github-actions"", ""github-pages"", ""ng-deploy"", ""travis-ci""]",982,98,23,no_commits
abhigyanpatwari/GitNexus,typescript,241,58,8a100a76d307d12245cc8d2a1c04c6ffbd1a5088,74409a37f602d18f5dab053b2089fe3f313b4fa8,https://github.com/abhigyanpatwari/GitNexus.git,318,195,123,2025-08-02T11:20:31,[],45107,4998,168,consistent
animavita/animavita,typescript,0,0,,,https://github.com/animavita/animavita.git,1,1,0,2019-09-03T02:56:52,"[""android"", ""animavita"", ""expo"", ""hacktoberfest"", ""hooks"", ""javascript"", ""nestjs"", ""nodejs"", ""pet"", ""react"", ""react-native""]",734,318,12,limited
annexare/countries,typescript,0,0,,,https://github.com/annexare/countries.git,0,0,0,2014-07-06T04:44:51,"[""calling-codes"", ""capital"", ""cjs"", ""continent"", ""countries"", ""country-codes"", ""csv"", ""currencies"", ""emoji"", ""esm"", ""iso3166"", ""iso3166-1"", ""iso639"", ""iso639-1"", ""json"", ""language-codes"", ""locales"", ""sql"", ""typescript"", ""typings""]",1329,425,15,no_commits
anomalyco/opencontrol,typescript,0,0,,,https://github.com/anomalyco/opencontrol.git,0,0,0,2025-03-05T02:36:03,[],723,39,10,no_commits
animate-ui/animate-ui,typescript,0,0,,,https://github.com/animate-ui/animate-ui.git,0,0,0,2025-03-26T08:09:58,"[""components"", ""framer-motion"", ""motion"", ""nextjs"", ""radix"", ""react"", ""shadcn-ui"", ""tailwindcss"", ""typescript""]",1719,58,10,no_commits
analogjs/analog,typescript,5,3,42a5524acf0a2860758fc1a11997b3d15215a793,ec4e8723ca077c3bdaaedb643b88f6aabdbf46f6,https://github.com/analogjs/analog.git,84,28,56,2022-07-06T03:46:31,"[""angular"", ""framework"", ""fullstack"", ""meta-framework"", ""nitro"", ""router"", ""server-side-rendering"", ""ssg"", ""ssr"", ""static-site-generator"", ""vite"", ""web""]",3158,327,180,consistent
answeroverflow/answeroverflow,typescript,0,0,,,https://github.com/answeroverflow/answeroverflow.git,0,0,0,2022-09-06T11:46:06,"[""discord"", ""discord-bot"", ""help"", ""nextjs"", ""sapphire"", ""t3-stack"", ""typescript""]",1994,99,16,no_commits
anomalyco/sst,typescript,0,0,,,https://github.com/anomalyco/sst.git,0,0,0,2020-08-04T08:28:14,[],26154,2108,291,no_commits
amannn/next-intl,typescript,0,0,,,https://github.com/amannn/next-intl.git,20,15,5,2020-11-20T11:24:11,"[""date-formatting"", ""i18n"", ""next"", ""react""]",4333,379,86,consistent
ant-design/ant-design-mobile-rn,typescript,0,0,,,https://github.com/ant-design/ant-design-mobile-rn.git,0,0,0,2018-05-02T08:38:52,"[""android"", ""antd-mobile"", ""ios"", ""javascript"", ""react"", ""react-native"", ""typescript""]",3322,614,65,no_commits
ant-design/ant-design-pro,typescript,5,1,a4d91e49a1bec35676d5d08e22c5ff96e28eafd8,a4d91e49a1bec35676d5d08e22c5ff96e28eafd8,https://github.com/ant-design/ant-design-pro.git,6,4,2,2017-08-25T10:40:44,"[""admin"", ""ant-design"", ""antd"", ""antv"", ""boilerplate"", ""dashboard"", ""enterprise"", ""react"", ""umi""]",38628,8253,331,limited
ant-design/ant-design-web3,typescript,0,0,,,https://github.com/ant-design/ant-design-web3.git,0,0,0,2023-08-18T07:12:56,"[""antd"", ""bitcoin"", ""ethereum"", ""react"", ""solana"", ""ton"", ""web3""]",1135,194,62,no_commits
antfu/node-modules-inspector,typescript,0,0,,,https://github.com/antfu/node-modules-inspector.git,2,1,1,2025-01-16T07:40:07,"[""devframe"", ""devtools"", ""inspector"", ""node-modules"", ""npm""]",2910,87,35,experimental
anthropics/anthropic-sdk-typescript,typescript,8,3,91921f5f0410a8caa638a85b0d38a8102d7e3c91,f830c8f561e6e7d2aca348ae75adeb12416b4597,https://github.com/anthropics/anthropic-sdk-typescript.git,27,10,17,2023-01-30T02:58:08,[],2067,377,44,limited
alchemy-run/alchemy,typescript,11,3,7a73bbe9f686b5665dc0476f9b4f2e6963c76efb,4a50f684e295cab89ab15695bb821fb4f12f16ee,https://github.com/alchemy-run/alchemy.git,19,12,7,2025-10-22T06:11:16,[],848,109,54,limited
antdv-next/antdv-next,typescript,8,4,1f608f144b3ab8c84054fd4efec7063dcb38044f,b9c297f7201c6986548244bc606d20c39321d022,https://github.com/antdv-next/antdv-next.git,30,9,21,2025-12-19T02:29:33,[],858,100,34,limited
anthropics/claude-code-action,typescript,18,8,e409c57d904a98dd5e69d686a75629d749d8cf13,2d7a787fbd4fb28fdbb7ab4dd6376f6568ace331,https://github.com/anthropics/claude-code-action.git,65,29,36,2025-05-19T03:26:50,[],8540,2037,117,consistent
antvis/g6,typescript,0,0,,,https://github.com/antvis/g6.git,1,0,1,2017-02-13T10:00:43,"[""data-visualization"", ""graph"", ""graph-analytics"", ""graph-drawing"", ""graph-visualization"", ""hacktoberfest"", ""network"", ""tree"", ""visual-analytics"", ""visualization""]",12203,1633,180,experimental
antvis/GPT-Vis,typescript,0,0,,,https://github.com/antvis/GPT-Vis.git,11,4,7,2023-11-13T03:07:53,"[""antvis"", ""gpts"", ""llm"", ""lui"", ""visualization""]",747,94,33,consistent
antvis/g2,typescript,3,3,22bd63cf2b91846b3138658b5718f0d85d50cf63,93648c7fb5744e19bea182091ff76ea8377285b1,https://github.com/antvis/g2.git,5,0,5,2016-05-26T09:21:04,"[""animation"", ""canvas"", ""chart"", ""grammar"", ""graphics"", ""hacktoberfest"", ""interaction"", ""svg"", ""visualization"", ""webgl""]",12575,1659,217,limited
anymouschina/TapCanvas,typescript,0,0,,,https://github.com/anymouschina/TapCanvas.git,0,0,0,2025-11-11T07:21:47,"[""aigc"", ""canvas"", ""free"", ""open"", ""seedance-2"", ""sora2""]",509,124,2,no_commits
anza-xyz/kit,typescript,0,0,,,https://github.com/anza-xyz/kit.git,1,1,0,2024-12-13T01:09:53,"[""blockchain"", ""sdk-js"", ""solana"", ""web3""]",696,196,171,experimental
andremichelle/openDAW,typescript,7,7,83efbc62d11fb0677389273a6eba3f1534231d03,88cd0ef003360dcd68bfe6706da1d3e50deef318,https://github.com/andremichelle/openDAW.git,120,43,77,2025-02-18T09:39:55,"[""audio"", ""daw"", ""dsp"", ""music"", ""online"", ""production"", ""studio"", ""webapp""]",1962,157,10,limited
antvis/l7,typescript,0,0,,,https://github.com/antvis/l7.git,1,1,0,2018-11-21T04:19:07,"[""3d"", ""amap"", ""antv"", ""data-visualization"", ""geojson"", ""geospatial"", ""gis"", ""javascript"", ""map"", ""mapbox"", ""maps"", ""point"", ""polygon"", ""webgl""]",4044,659,62,experimental
ant-design/pro-components,typescript,2,2,df9e98b5dfeda62b20cc600a60e7c9106f548574,14aa504c183e8f44533cf11bdf05cf870f8125f7,https://github.com/ant-design/pro-components.git,35,20,15,2019-04-28T10:45:11,"[""ant"", ""ant-design"", ""ant-design-pro"", ""dumi"", ""hooks"", ""react"", ""ui"", ""ui-components""]",4798,1436,409,consistent
apollographql/apollo-client-integrations,typescript,0,0,,,https://github.com/apollographql/apollo-client-integrations.git,0,0,0,2023-03-17T11:38:14,[],557,50,23,no_commits
apollographql/apollo-client-nextjs,typescript,0,0,,,https://github.com/apollographql/apollo-client-nextjs.git,1,1,0,2023-03-17T11:38:14,[],505,40,20,experimental
appium/appium-xcuitest-driver,typescript,0,0,,,https://github.com/appium/appium-xcuitest-driver.git,0,0,0,2015-12-08T10:11:37,"[""appium"", ""driver"", ""ios"", ""ipados"", ""tvos"", ""xctest"", ""xcuitest""]",875,461,94,no_commits
apollographql/apollo-client,typescript,0,0,,,https://github.com/apollographql/apollo-client.git,7,6,1,2016-02-26T08:25:00,"[""apollo-client"", ""apollographql"", ""graphql"", ""graphql-client"", ""typescript""]",19812,2867,398,experimental
amruthpillai/reactive-resume,typescript,0,0,,,https://github.com/amruthpillai/reactive-resume.git,13,8,5,2020-03-25T02:08:22,"[""better-auth"", ""hacktoberfest"", ""react"", ""resume"", ""resume-builder"", ""self-hosted"", ""tailwindcss"", ""tanstack-start""]",40006,4543,216,limited
apify/mcpc,typescript,13,5,f1bf0395830b74a0a9d574e8004bb150b21eaf75,bdd01b0e9221451c6ae857384cd43da444b12fb3,https://github.com/apify/mcpc.git,95,38,57,2025-12-09T03:00:11,"[""ai-agents"", ""bash"", ""claude"", ""cli"", ""code-mode"", ""command-line"", ""mcp"", ""mcp-client"", ""model-context-protocol"", ""shell""]",747,68,10,consistent
appium/appium,typescript,0,0,,,https://github.com/appium/appium.git,0,0,0,2013-01-09T10:49:50,"[""android"", ""appium"", ""automation"", ""ios"", ""macos"", ""test-automation"", ""webdriver"", ""windows""]",21832,6278,351,no_commits
apptension/aws-boilerplate,typescript,0,0,,,https://github.com/apptension/aws-boilerplate.git,0,0,0,2020-04-14T09:31:26,[],697,33,9,no_commits
apptension/saas-boilerplate,typescript,0,0,,,https://github.com/apptension/saas-boilerplate.git,0,0,0,2020-04-14T09:31:26,"[""aws"", ""aws-esc"", ""backend"", ""boilerplate"", ""business"", ""cdk"", ""django"", ""docker"", ""frontend"", ""hacktoberfest"", ""pipeline"", ""product"", ""python"", ""react"", ""saas"", ""serverless"", ""stack"", ""typescript"", ""vitejs"", ""workers""]",2877,411,34,no_commits
apify/apify-mcp-server,typescript,8,5,04ab7040283e69c859f0e783aa67fa0f34458118,351fe6580ae828e521a3d1cc6367cc8a4e4ce0c7,https://github.com/apify/apify-mcp-server.git,118,94,24,2025-01-02T03:43:09,"[""agents"", ""ai"", ""mcp"", ""mcp-server""]",2648,207,40,consistent
