repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics,stars,forks,num_contributors,agent_adoption_intensity
SWE-agent/SWE-agent,python,0,0,,,https://github.com/SWE-agent/SWE-agent.git,1,1,0,2024-04-02T04:09:47,"[""agent"", ""agent-based-model"", ""ai"", ""cybersecurity"", ""developer-tools"", ""llm"", ""lms""]",20018,2185,97,experimental
Skyvern-AI/rustwright,python,0,0,,,https://github.com/Skyvern-AI/rustwright.git,4,1,3,2026-07-07T04:00:40,"[""browser-automation"", ""cdp"", ""chrome-devtools-protocol"", ""chromium"", ""napi-rs"", ""nodejs"", ""playwright"", ""pyo3"", ""python"", ""rust""]",834,53,7,limited
SuperClaude-Org/SuperClaude_Framework,python,9,2,8c0559ca9a99a14c7337b48e888959b47dc8acb8,116e9fc5f9795a5ac2b431d997b28a252619f4bc,https://github.com/SuperClaude-Org/SuperClaude_Framework.git,10,5,5,2025-06-22T12:03:53,[],23617,1987,41,limited
StreamController/StreamController,python,0,0,,,https://github.com/StreamController/StreamController.git,0,0,0,2023-10-02T09:07:10,"[""gtk"", ""gtk4"", ""streamcontroller""]",1083,115,50,no_commits
Scottcjn/Rustchain,python,57,12,dfd064e74391a7d0ea7595b5df69736a0a24a0bc,1e01b64025c025e05c7cef8b25699eddb675eea8,https://github.com/Scottcjn/Rustchain.git,136,3,16,2025-04-21T03:12:18,"[""agent-economy"", ""ai"", ""ai-agents"", ""blockchain"", ""cryptocurrency"", ""decentralized"", ""depin"", ""e-waste"", ""green-computing"", ""hardware-fingerprinting"", ""machine-to-machine"", ""micropayments"", ""mining"", ""open-source"", ""powerpc"", ""proof-of-antiquity"", ""python"", ""solana"", ""sovereign-inference"", ""vintage-hardware""]",504,513,313,limited
Simpleyyt/ai-manus,python,2,1,668ef5c23f5b21252065f8a320b733e2abca9cb6,668ef5c23f5b21252065f8a320b733e2abca9cb6,https://github.com/Simpleyyt/ai-manus.git,5,1,4,2025-04-26T06:08:34,[],1603,400,7,limited
SolaceLabs/solace-agent-mesh,python,27,12,81f7c68a53539157b97fa638cf0951e3e3067c83,40202f12bb48c74d043a2dc1afbc6a25de7653eb,https://github.com/SolaceLabs/solace-agent-mesh.git,57,28,29,2025-01-10T05:11:47,"[""a2a"", ""agentframework"", ""agentic"", ""agentic-ai"", ""agentic-framework"", ""agentic-workflow"", ""agenticai"", ""agents"", ""ai"", ""ai-agents"", ""aiagentframework"", ""aiframework"", ""enterprise"", ""event-driven-architecture"", ""framework"", ""mcp"", ""multi-agent"", ""multi-agent-systems"", ""multiagent"", ""rag""]",4955,270,49,limited
TNT-Likely/PanWatch,python,0,0,,,https://github.com/TNT-Likely/PanWatch.git,0,0,0,2026-01-23T01:34:00,"[""a-share"", ""agent"", ""ai"", ""ai-agent"", ""akshare"", ""deepseek"", ""fastapi"", ""fintech"", ""llm"", ""openai"", ""portfolio"", ""pwa"", ""quant"", ""self-hosted"", ""stock"", ""stock-analysis"", ""stock-market"", ""trading-agents"", ""trading-bot""]",747,185,2,no_commits
THUDM/slime,python,0,0,,,https://github.com/THUDM/slime.git,13,6,7,2025-06-18T07:15:54,[],7813,1127,154,experimental
StarTrail-org/LEANN,python,0,0,,,https://github.com/StarTrail-org/LEANN.git,0,0,0,2025-06-09T06:52:59,"[""ai"", ""faiss"", ""gpt-oss"", ""langchain"", ""llama-index"", ""llm"", ""localstorage"", ""offline-first"", ""ollama"", ""privacy"", ""python"", ""rag"", ""retrieval-augmented-generation"", ""vector-database"", ""vector-search"", ""vectors""]",12755,1147,45,no_commits
SQLMesh/sqlmesh,python,0,0,,,https://github.com/SQLMesh/sqlmesh.git,17,6,11,2022-09-23T04:28:39,"[""dataengineering"", ""dataops"", ""dbt"", ""elt"", ""etl"", ""python"", ""sql"", ""transformation""]",3238,428,157,limited
Soju06/codex-lb,python,3,3,f8d4beab1436eacc632462748c21fc57d75f050c,b7bf87cf212db78d07e67dca3e43f2af3170b584,https://github.com/Soju06/codex-lb.git,103,63,40,2026-01-07T05:06:29,"[""api-proxy"", ""chatgpt"", ""codex"", ""dashboard"", ""fastapi"", ""load-balancer"", ""multiple-accounts"", ""oauth"", ""openai"", ""openclaw"", ""opencode"", ""python"", ""rate-limit"", ""sqlalchemy"", ""usage-tracking""]",2634,398,95,consistent
RandallLiuXin/GodotMaker,python,28,9,4c835e83188e0e848c17c6a790d6a593f2c59d3c,371a9a7314761dbf8b34794bcad10a2c432f4e89,https://github.com/RandallLiuXin/GodotMaker.git,30,14,16,2026-04-13T10:53:41,"[""ai-agent"", ""claude-code"", ""claude-code-skill"", ""codex"", ""game-development"", ""godot-4"", ""text-to-game""]",511,44,2,consistent
TryCaspian/caspian-sdk,python,0,0,,,https://github.com/TryCaspian/caspian-sdk.git,8,1,7,2026-07-20T10:47:56,"[""agent-communication"", ""agent-messaging"", ""ai-agent"", ""ai-agents"", ""communication"", ""crewai"", ""discord"", ""email"", ""imessage"", ""langchain"", ""llm"", ""mcp"", ""messaging"", ""python"", ""sdk"", ""slack"", ""sms"", ""telegram"", ""typescript"", ""whatsapp""]",533,134,26,consistent
PrefectHQ/fastmcp,python,0,0,,,https://github.com/PrefectHQ/fastmcp.git,0,0,0,2024-11-30T01:47:40,"[""agents"", ""fastmcp"", ""llms"", ""mcp"", ""mcp-clients"", ""mcp-servers"", ""mcp-tools"", ""model-context-protocol"", ""python""]",27124,2234,274,no_commits
Tencent-Hunyuan/UniRL,python,0,0,,,https://github.com/Tencent-Hunyuan/UniRL.git,0,0,0,2026-06-08T12:29:36,"[""ai-infrastructure"", ""reinforcement-learning"", ""sglang"", ""vllm""]",889,61,22,no_commits
ROCm/aiter,python,3,2,ac90d5c8934482b461ce7c1de9f15dccdd081d5f,00cbe979f20cf380548d7d1d9d73136aa359c276,https://github.com/ROCm/aiter.git,119,79,40,2024-11-11T10:38:20,[],522,458,301,limited
VRSEN/OpenSwarm,python,0,0,,,https://github.com/VRSEN/OpenSwarm.git,0,0,0,2026-04-12T12:58:18,[],2834,667,7,no_commits
Usagi-org/ai-goofish-monitor,python,0,0,,,https://github.com/Usagi-org/ai-goofish-monitor.git,1,0,1,2025-07-16T08:13:41,"[""ai"", ""ai-assistant"", ""ai-tools"", ""automation"", ""gemini"", ""goofish"", ""open-source"", ""openai"", ""playwright"", ""tool"", ""xian-yu"", ""xianyu"", ""xianyu-bot""]",11935,1722,21,experimental
SandAI-org/MagiAttention,python,0,0,,,https://github.com/SandAI-org/MagiAttention.git,2,2,0,2025-04-20T03:57:24,[],901,65,13,experimental
Upsonic/Upsonic,python,0,0,,,https://github.com/Upsonic/Upsonic.git,7,7,0,2024-05-26T04:23:38,"[""agent"", ""agent-framework"", ""autonomous-agent"", ""autonomous-agents"", ""claude"", ""computer-use"", ""llms"", ""mcp"", ""model-context-protocol"", ""openai"", ""openclaw"", ""rag"", ""reliability"", ""ucp"", ""universal-commerce-protocol""]",7893,735,39,experimental
TesslateAI/OpenSail,python,10,3,a83fd46a40dc6eef8c2b81431faee5a645446077,aa1c5a4926cd396e625cef8994be292bcbcbf863,https://github.com/TesslateAI/OpenSail.git,11,5,6,2025-10-29T08:59:52,"[""agents"", ""ai"", ""automation"", ""btrfs"", ""connectors"", ""deployment"", ""desktop"", ""desktop-app"", ""docker"", ""kubernetes"", ""marketplace"", ""mcp"", ""model-agnostic"", ""multi-container"", ""open-source"", ""self-hosted"", ""tauri"", ""workflow"", ""workflows"", ""workspace""]",559,91,6,limited
Tencent/YOLO-Master,python,0,0,,,https://github.com/Tencent/YOLO-Master.git,4,0,4,2025-12-26T03:38:21,"[""classification"", ""detection"", ""moe"", ""segmentation"", ""yolo""]",615,138,27,experimental
XiaoMi/ha_xiaomi_home,python,0,0,,,https://github.com/XiaoMi/ha_xiaomi_home.git,0,0,0,2024-09-09T02:14:48,"[""home-assistant"", ""home-assistant-integration"", ""miot"", ""miot-devices"", ""smart-home"", ""xiaomi"", ""xiaomi-smart-home""]",21346,1122,35,no_commits
Upsonic/gpt-computer-assistant,python,0,0,,,https://github.com/Upsonic/gpt-computer-assistant.git,0,0,0,2024-05-26T04:23:38,"[""agent"", ""agent-framework"", ""assistant"", ""chatgpt"", ""chatgpt-app"", ""claude"", ""computer-use"", ""gca"", ""gpt"", ""gpt-4o"", ""langchain"", ""llms"", ""mcp"", ""mcp-client"", ""mcp-server"", ""model-context-protocol"", ""openai""]",5811,544,25,no_commits
TeamWiseFlow/xiaobei,python,0,0,,,https://github.com/TeamWiseFlow/xiaobei.git,0,0,0,2024-04-24T06:24:33,"[""crawler"", ""digital-employee"", ""makemoney"", ""mas"", ""multi-agent"", ""multi-agent-systems"", ""rpa""]",8397,1423,22,no_commits
VersusControl/devops-ai-guidelines,python,0,0,,,https://github.com/VersusControl/devops-ai-guidelines.git,0,0,0,2025-07-20T11:15:56,"[""agentic-ai"", ""ai"", ""ai-agent"", ""amazon-web-services"", ""artificial-intelligence"", ""aws"", ""cloud"", ""copilot"", ""devops"", ""devops-learning"", ""go"", ""golang"", ""langchain"", ""mcp"", ""openclaw"", ""project-management"", ""prompt-engineering"", ""roadmap""]",1395,364,4,no_commits
X-GenGroup/Flow-Factory,python,1,1,6fe34a6640bfab8485c43ec0a7ec94bc05c24f0a,6fe34a6640bfab8485c43ec0a7ec94bc05c24f0a,https://github.com/X-GenGroup/Flow-Factory.git,1,0,1,2025-12-18T01:33:23,"[""diffusion"", ""flow-matching"", ""image-generation"", ""reinforcement-learning"", ""video-generation""]",650,51,11,experimental
ZhuoZhuoCrayon/throttled-py,python,0,0,,,https://github.com/ZhuoZhuoCrayon/throttled-py.git,0,0,0,2025-01-05T03:17:28,"[""async"", ""asyncio"", ""gcra"", ""in-memory"", ""python"", ""rate-limit"", ""rate-limiter"", ""rate-limiting"", ""redis"", ""throttler"", ""throttling"", ""token-bucket""]",643,35,7,no_commits
VectifyAI/PageIndex,python,0,0,,,https://github.com/VectifyAI/PageIndex.git,0,0,0,2025-04-01T10:53:54,"[""agentic-ai"", ""agents"", ""ai"", ""ai-agents"", ""context-engineering"", ""information-retrieval"", ""llm"", ""rag"", ""reasoning"", ""retrieval"", ""retrieval-augmented-generation"", ""vector-database""]",35076,3079,14,no_commits
a16z/halmos,python,0,0,,,https://github.com/a16z/halmos.git,3,1,2,2022-12-12T09:28:33,[],921,88,17,limited
Vexa-ai/vexa,python,1,1,176f1e1e4f240e9ca856fcee16bac18be09cda24,176f1e1e4f240e9ca856fcee16bac18be09cda24,https://github.com/Vexa-ai/vexa.git,65,10,55,2025-02-07T11:12:23,"[""api"", ""google-meet"", ""mcp"", ""meeting-assistant"", ""meeting-minutes"", ""meeting-notes"", ""ms-teams"", ""ms-teams-app"", ""notetaker"", ""self-hosted"", ""speech-to-text"", ""transcription"", ""zoom""]",2664,422,29,limited
The-PR-Agent/pr-agent,python,0,0,,,https://github.com/The-PR-Agent/pr-agent.git,0,0,0,2023-07-05T09:02:15,"[""code-review"", ""codereview"", ""coding-assistant"", ""devtools"", ""gpt-4"", ""openai"", ""pull-request"", ""pull-requests""]",12422,1677,246,no_commits
VectifyAI/OpenKB,python,0,0,,,https://github.com/VectifyAI/OpenKB.git,2,2,0,2026-04-04T12:26:04,"[""agents"", ""ai"", ""knowledge-base"", ""llm"", ""rag"", ""retrieval""]",3225,347,14,limited
aaron-he-zhu/aaron-marketing-skills,python,1,1,3005848604c4447ae9897e8b482cc65208d8d338,3005848604c4447ae9897e8b482cc65208d8d338,https://github.com/aaron-he-zhu/aaron-marketing-skills.git,17,6,11,2025-12-18T03:35:29,"[""agent-skills"", ""brand-messaging"", ""brand-narrative"", ""claude-code"", ""claude-skills"", ""content-optimization"", ""creator-marketing"", ""email-marketing"", ""generative-engine-optimization"", ""geo"", ""influencer-marketing"", ""marketing"", ""marketing-automation"", ""organic-social"", ""paid-advertising"", ""product-hunt"", ""product-launch"", ""roas"", ""seo"", ""social-media-marketing""]",2533,344,2,consistent
abi/screenshot-to-code,python,1,1,c4f1a9e37291bd7629f024745b7e5385ae51054f,c4f1a9e37291bd7629f024745b7e5385ae51054f,https://github.com/abi/screenshot-to-code.git,40,20,20,2023-11-14T05:53:32,[],73771,9065,26,consistent
The-Pocket/PocketFlow,python,0,0,,,https://github.com/The-Pocket/PocketFlow.git,0,0,0,2024-12-24T02:43:30,"[""agentic-ai"", ""agentic-framework"", ""agentic-workflow"", ""agents"", ""ai-framework"", ""ai-frameworks"", ""aiagent"", ""aiagents"", ""artificial-intelligence"", ""flow-based-programming"", ""flow-engineering"", ""large-language-model"", ""large-language-models"", ""llm-agent"", ""llm-framework"", ""pocket-flow"", ""pocketflow"", ""retrieval-augmented-generation"", ""workflow"", ""workflow-orchestration""]",11072,1205,23,no_commits
ZimoLiao/scholaraio,python,28,5,b9a17bbb54fce45067ab882adf0011b1465d2ffb,53a3a8c7b4fb7857ec2cd7b84b955b06203c3bd6,https://github.com/ZimoLiao/scholaraio.git,41,25,16,2026-03-09T06:14:03,"[""agentic-science"", ""agentic-search"", ""ai-agent"", ""ai-for-science"", ""autonomous-research"", ""autoresearch"", ""computational-research"", ""research-tools"", ""research-workflow"", ""scientific-computing"", ""scientific-research""]",554,74,7,consistent
YoungCan-Wang/WyckoffTradingAgent,python,8,7,2ee12ac45f92a3c76e972d855d168e13fd549e31,0878f481c2af4f97b1b6f5480312c7917871184e,https://github.com/YoungCan-Wang/WyckoffTradingAgent.git,132,59,73,2026-01-12T02:19:36,"[""a-shares"", ""ai-trading-agent"", ""trading-agent"", ""volume-price-analysis"", ""wyckoff""]",561,174,7,consistent
ace-step/ACE-Step-1.5,python,10,5,02af47d3a648eeac3d6047b3b0ffbfdfba612686,eb95f8cdb2c6ca369b83930f16be4cc2072c975f,https://github.com/ace-step/ACE-Step-1.5.git,73,34,39,2025-09-04T02:00:07,"[""text2music""]",11919,1483,71,consistent
aegra/aegra,python,0,0,,,https://github.com/aegra/aegra.git,0,0,0,2025-07-20T08:31:23,"[""fastapi"", ""langchain"", ""langggraph"", ""langgraph-agents"", ""langgraph-platform-alternative"", ""opensource-langgraph-platform"", ""postgres"", ""python""]",1111,220,40,no_commits
Zie619/n8n-workflows,python,0,0,,,https://github.com/Zie619/n8n-workflows.git,1,0,1,2025-05-14T08:43:59,[],55373,7340,33,experimental
XiaoYouChR/Ghost-Downloader-3,python,0,0,,,https://github.com/XiaoYouChR/Ghost-Downloader-3.git,0,0,0,2023-08-16T04:23:44,"[""async"", ""asyncio"", ""bittorent"", ""bt"", ""cross-platform"", ""download-manager"", ""downloader"", ""fluent-design"", ""ftp"", ""http3"", ""magnet"", ""pyqt"", ""pyside6"", ""python"", ""qt"", ""quic"", ""react"", ""software"", ""streaming""]",8092,511,14,no_commits
aden-hive/hive,python,0,0,,,https://github.com/aden-hive/hive.git,0,0,0,2026-01-12T12:04:22,"[""agent"", ""agent-framework"", ""agent-skills"", ""anthropic"", ""automation"", ""autonomous-agents"", ""claude"", ""harness"", ""harness-engineering"", ""human-in-the-loop"", ""openai"", ""python"", ""self-hosted"", ""self-improving""]",10454,5661,209,no_commits
abrignoni/aleapp,python,7,3,387acae63bd611b2847b8ada443e3be6dcc7ac81,60860402c49bed5a3187b573c70324f517c5d2ae,https://github.com/abrignoni/aleapp.git,17,6,11,2020-02-22T07:55:39,[],873,237,72,limited
adenhq/hive,python,32,5,bfb660275efb1406ab30a7a0faa23f40fd422b27,89ab2e0a742f815b9fc49ed186aa9dab2aeca06b,https://github.com/adenhq/hive.git,15,7,8,2026-01-12T12:04:22,"[""agent"", ""agent-framework"", ""agent-skills"", ""ai-evaluation"", ""anthropic"", ""automation"", ""autonomous-agents"", ""awesome"", ""claude"", ""claude-code"", ""human-in-the-loop"", ""observability-ai"", ""openai"", ""python"", ""self-hosted"", ""self-improving"", ""self-improving-agent"", ""self-improving-ai""]",7848,4429,115,experimental
ag2ai/faststream,python,0,0,,,https://github.com/ag2ai/faststream.git,0,0,0,2022-12-01T09:46:18,"[""asyncapi"", ""asyncio"", ""distributed-systems"", ""faststream"", ""kafka"", ""mqtt"", ""mqtt-broker"", ""nats"", ""python"", ""rabbitmq"", ""redis"", ""stream-processing""]",5296,373,162,no_commits
VSLAM-LAB/VSLAM-LAB,python,0,0,,,https://github.com/VSLAM-LAB/VSLAM-LAB.git,0,0,0,2024-07-13T04:42:03,"[""computer-vision"", ""robotics"", ""slam"", ""vslam""]",546,69,12,no_commits
ZhuLinsen/daily_stock_analysis,python,4,1,76478fa43b4c0101443f1cd3f6cb776ea8213ec1,76478fa43b4c0101443f1cd3f6cb776ea8213ec1,https://github.com/ZhuLinsen/daily_stock_analysis.git,6,4,2,2026-01-10T06:43:20,"[""a-stock"", ""ai-agent"", ""aigc"", ""llm"", ""quant"", ""quantitative-finance"", ""quantitative-trading""]",60691,51785,100,experimental
abus-aikorea/voice-pro,python,0,0,,,https://github.com/abus-aikorea/voice-pro.git,0,0,0,2024-07-29T10:02:31,"[""audiobook"", ""faster-whisper"", ""gradio"", ""karaoke"", ""podcasts"", ""speech-recognition"", ""speech-synthesis"", ""speech-to-text"", ""subtitles"", ""text-to-speech"", ""transcription"", ""translator"", ""tts"", ""voice-cloning"", ""voice-conversion"", ""webui"", ""whisper"", ""whisperx"", ""yt-dlp""]",11157,1630,1,no_commits
agentscope-ai/ReMe,python,0,0,,,https://github.com/agentscope-ai/ReMe.git,0,0,0,2024-08-29T02:40:53,"[""agent"", ""ai-agents"", ""memory"", ""memoryscope"", ""rag"", ""reme""]",3282,284,27,no_commits
agentscope-ai/agentscope-runtime,python,0,0,,,https://github.com/agentscope-ai/agentscope-runtime.git,1,1,0,2025-08-14T03:43:36,"[""a2a"", ""agent"", ""agentscope"", ""agno"", ""deployment"", ""docker"", ""kubernetes"", ""langgraph"", ""mcp"", ""modelstudio"", ""runtime"", ""sandbox"", ""serverless""]",809,158,38,experimental
agentscope-ai/agentscope,python,25,8,ede1d7ceefa8b72bbbf4693d4a9cd6100cc066f6,bf7e8ff75a234a55fbf2b4ae61e4bd43f138e94b,https://github.com/agentscope-ai/agentscope.git,34,22,12,2024-01-12T03:41:59,"[""agent"", ""chatbot"", ""large-language-models"", ""llm"", ""llm-agent"", ""mcp"", ""multi-agent"", ""multi-modal"", ""react-agent""]",28717,3320,95,consistent
aaronjmars/MiroShark,python,16,11,9d712915c8df9a3051effac11bdb74744ec457fd,165118d19493702a3069d5546de9c413995f59da,https://github.com/aaronjmars/MiroShark.git,52,14,36,2026-03-20T06:45:54,"[""ai-simulation"", ""financial-forecasting"", ""future-prediction"", ""mirofish"", ""swarm"", ""swarm-intelligence""]",1358,287,18,consistent
ag-ui-protocol/ag-ui,python,206,30,96830c5788f72eabc4025be387c9f28c1de20aba,d364f1d9008e8e043f0d5b6c900a0131b7f62aa8,https://github.com/ag-ui-protocol/ag-ui.git,174,63,111,2025-05-07T12:49:37,"[""ag-ui-protocol"", ""agent-frontend"", ""agent-ui"", ""agentic-workflow"", ""ai-agents""]",15191,1377,128,consistent
aiogram/aiogram,python,1,1,49d0784e33b9c0101682504440e66b3d14b8c075,49d0784e33b9c0101682504440e66b3d14b8c075,https://github.com/aiogram/aiogram.git,8,6,2,2017-11-18T02:11:13,"[""aiogram"", ""asyncio"", ""bot"", ""bot-framework"", ""python"", ""telegram-bot"", ""telegram-bot-api""]",5822,959,127,consistent
aipotheosis-labs/aci,python,0,0,,,https://github.com/aipotheosis-labs/aci.git,0,0,0,2024-09-19T03:06:53,"[""agents"", ""ai"", ""ai-agents"", ""api"", ""developer-tools"", ""function-calling"", ""integration"", ""llm"", ""mcp"", ""oauth2"", ""open-source"", ""permissions"", ""tools"", ""vibeops""]",4791,461,28,no_commits
agentic-community/mcp-gateway-registry,python,0,0,,,https://github.com/agentic-community/mcp-gateway-registry.git,4,3,1,2025-05-29T06:23:37,"[""a2a"", ""agentic-ai"", ""agents"", ""ans"", ""documentdb"", ""ecs"", ""ecs-fargate"", ""entra-id"", ""fgac"", ""mcp"", ""mcp-gateway"", ""mcp-registry"", ""mcp-servers"", ""mongodb"", ""oauth2"", ""okta"", ""registry"", ""skills"", ""terraform""]",851,214,56,experimental
airtai/faststream,python,0,0,,,https://github.com/airtai/faststream.git,15,9,6,2022-12-01T09:46:18,"[""asyncapi"", ""asyncio"", ""distributed-systems"", ""fastkafka"", ""faststream"", ""kafka"", ""nats"", ""propan"", ""python"", ""rabbitmq"", ""redis"", ""stream-processing""]",3681,211,84,limited
aklofas/kicad-happy,python,13,4,2f820eda5d5257a2346f6dfe30136733efd33280,a0e1d7cb882686af7a59c494feba430753651a06,https://github.com/aklofas/kicad-happy.git,64,15,49,2026-03-09T06:19:59,"[""ai-skills"", ""bom-management"", ""claude-code"", ""codex"", ""design-review"", ""digikey"", ""eda"", ""electronics"", ""emc"", ""emc-compliance"", ""gerber"", ""hardware-design"", ""jlcpcb"", ""kicad"", ""kicad-pcb"", ""openai-codex"", ""pcb-design"", ""schematic-analysis"", ""signal-integrity"", ""spice-simulation""]",909,68,10,consistent
al-one/hass-xiaomi-miot,python,4,1,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,https://github.com/al-one/hass-xiaomi-miot.git,2,1,1,2020-12-03T12:13:13,"[""custom-component"", ""hass"", ""home-assistant"", ""home-assistant-integration"", ""homeassistant"", ""iot"", ""miio"", ""miot"", ""miot-spec"", ""smart-home"", ""xiaoai"", ""xiaomi"", ""xiaomi-miot""]",6042,847,138,experimental
ai-dynamo/aiperf,python,6,4,6ddadbcc3c8bf838731966f56d7da4302bf73380,37467dc38c1c46b5b985437584cfd14139de5680,https://github.com/ai-dynamo/aiperf.git,63,47,16,2025-04-16T10:51:08,[],524,145,70,consistent
alberanid/imdbpy,python,0,0,,,https://github.com/alberanid/imdbpy.git,1,1,0,2010-08-01T05:34:24,[],923,261,54,experimental
alandtse/alexa_media_player,python,4,2,06981499d6b6a1a02118a1c5c4d2021ff09b03bb,79083aa1af0128195a09ef3a8538f47936959154,https://github.com/alandtse/alexa_media_player.git,10,2,8,2018-07-04T03:33:57,"[""alexa"", ""hacktoberfest"", ""home-assistant"", ""homeassistant""]",1959,344,88,limited
albumentations-team/albumentations,python,0,0,,,https://github.com/albumentations-team/albumentations.git,0,0,0,2018-06-06T03:10:50,"[""augmentation"", ""deep-learning"", ""detection"", ""fast-augmentations"", ""image-augmentation"", ""image-classification"", ""image-processing"", ""image-segmentation"", ""machine-learning"", ""object-detection"", ""python"", ""segmentation""]",15016,1690,167,no_commits
alexander-zuev/supabase-mcp-server,python,0,0,,,https://github.com/alexander-zuev/supabase-mcp-server.git,1,1,0,2025-02-15T08:54:29,"[""cursor"", ""model-context-protocol"", ""supabase"", ""windsurf""]",800,99,2,limited
aistream-peelout/flow-forecast,python,0,0,,,https://github.com/aistream-peelout/flow-forecast.git,3,3,0,2019-08-15T05:02:09,"[""anomaly-detection"", ""deep-learning"", ""deep-neural-networks"", ""forecasting"", ""hacktoberfest"", ""lstm"", ""pytorch"", ""state-of-the-art-models"", ""time-series"", ""time-series-analysis"", ""time-series-forecasting"", ""time-series-regression"", ""transfer-learning"", ""transformer""]",2291,301,11,consistent
TEN-framework/ten-framework,python,0,0,,,https://github.com/TEN-framework/ten-framework.git,0,0,0,2024-06-19T02:26:15,"[""ai"", ""multi-modal"", ""real-time"", ""video"", ""voice""]",11025,1348,82,no_commits
algorithmicsuperintelligence/optillm,python,0,0,,,https://github.com/algorithmicsuperintelligence/optillm.git,0,0,0,2024-08-22T07:46:07,"[""agent"", ""agentic-ai"", ""agentic-framework"", ""agentic-workflow"", ""agents"", ""api-gateway"", ""chain-of-thought"", ""genai"", ""large-language-models"", ""llm"", ""llm-inference"", ""llmapi"", ""mixture-of-experts"", ""moa"", ""monte-carlo-tree-search"", ""openai"", ""openai-api"", ""optimization"", ""prompt-engineering"", ""proxy-server""]",4218,379,20,no_commits
algorithmicsuperintelligence/openevolve,python,0,0,,,https://github.com/algorithmicsuperintelligence/openevolve.git,0,0,0,2025-05-15T11:46:52,"[""alpha-evolve"", ""alphacode"", ""alphaevolve"", ""coding-agent"", ""deepmind"", ""deepmind-lab"", ""discovery"", ""distributed-evolutionary-algorithms"", ""evolutionary-algorithms"", ""evolutionary-computation"", ""genetic-algorithm"", ""genetic-algorithms"", ""iterative-methods"", ""iterative-refinement"", ""llm-engineering"", ""llm-ensemble"", ""llm-inference"", ""openevolve"", ""optimize""]",6820,1096,53,no_commits
alinaqi/claude-bootstrap,python,88,26,e0f6c093b0fc797a7252fb6ecf9994c59b9dae76,7ec8b07af157bffc0e0b109f80d559ddfaf5cb4e,https://github.com/alinaqi/claude-bootstrap.git,95,38,57,2025-12-26T06:47:01,"[""ai-coding"", ""claude"", ""claude-code"", ""developer-tools"", ""project-initialization"", ""python"", ""react"", ""security"", ""typescript""]",619,52,3,pervasive
alinaqi/maggy,python,0,0,,,https://github.com/alinaqi/maggy.git,0,0,0,2025-12-26T06:47:01,"[""ai-coding"", ""claude"", ""claude-code"", ""developer-tools"", ""project-initialization"", ""python"", ""react"", ""security"", ""typescript""]",701,55,4,no_commits
allenai/reward-bench,python,0,0,,,https://github.com/allenai/reward-bench.git,1,1,0,2023-12-23T04:20:07,"[""preference-learning"", ""rlhf""]",690,96,27,limited
allenai/vla-evaluation-harness,python,3,2,195d46338b6f1fee29889255eff0177ed1fb183c,8173def9e9c6ce444dedf98bfe0d209278180b20,https://github.com/allenai/vla-evaluation-harness.git,14,9,5,2026-03-13T10:54:40,[],500,37,9,consistent
aiidateam/aiida-core,python,0,0,,,https://github.com/aiidateam/aiida-core.git,1,0,1,2016-12-23T03:38:21,"[""aiida"", ""computational-science"", ""data-provenance"", ""database"", ""provenance"", ""scheduler"", ""ssh"", ""workflow"", ""workflow-engine"", ""workflows""]",577,261,105,experimental
aiming-lab/AutoResearchClaw,python,1,1,40e2ee2a6e0cc5126d10158bc8d2e40769efdfc0,40e2ee2a6e0cc5126d10158bc8d2e40769efdfc0,https://github.com/aiming-lab/AutoResearchClaw.git,3,0,3,2026-03-15T03:38:49,"[""autonomous-research"", ""citation-verification"", ""llm-agents"", ""metaclaw"", ""multi-agent-debate"", ""openclaw"", ""paper-generation"", ""scientific-discovery"", ""self-evolving""]",13813,1622,44,limited
alicevision/meshroom,python,0,0,,,https://github.com/alicevision/meshroom.git,1,1,0,2015-04-22T05:33:16,"[""3d-reconstruction"", ""alicevision"", ""camera-tracking"", ""computer-vision"", ""hdr-imaging"", ""image-stitching"", ""meshroom"", ""multi-view-stereo"", ""nocode"", ""nodal-interface"", ""photogrammetry"", ""structure-from-motion"", ""texturing"", ""workflow-automation""]",12880,1222,62,experimental
allenai/OLMo-core,python,0,0,,,https://github.com/allenai/OLMo-core.git,16,7,9,2024-03-23T06:05:53,[],1457,302,32,limited
andialbrecht/sqlparse,python,0,0,,,https://github.com/andialbrecht/sqlparse.git,0,0,0,2012-04-18T07:33:21,"[""formatter"", ""python"", ""sql"", ""sql-formatter"", ""sql-parser"", ""tokenizer""]",4009,733,98,no_commits
anombyte93/prd-taskmaster,python,3,3,5461fd13c8ccc99371ccc632f1577de1fdc5d91c,2e12871be23a14b699f93631c1397c5165f85590,https://github.com/anombyte93/prd-taskmaster.git,113,48,65,2025-10-21T04:08:42,"[""agents"", ""ai-development"", ""claude-code"", ""claude-skills"", ""mcp"", ""prd"", ""product-management"", ""product-requirements"", ""requirements-engineering"", ""taskmaster""]",577,56,3,pervasive
